"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2";"8077.2"
"4am";"305.28";"  0.00";"  0.00";"  0.00";"228.96";"  0.00";"  0.00";"165.36";"  0.00";"  0.00";"  0.00";"190.80";"  0.00";"  0.00";"241.68";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"0";"572.40"
"5am";" 432.48";" 165.36";"   0.00";" 165.36";" 267.12";" 165.36";"   0.00";" 203.52";"   0.00";"   0.00";"   0.00";" 241.68";" 216.24";"   0.00";" 305.28";"0";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 152.64";"   0.00";"0";"   0.00";"   0.00";"0";"1017.60"
"6am";"1221.12";" 330.72";"   0.00";" 496.08";" 470.64";" 788.64";" 254.40";" 483.36";"   0.00";"   0.00";"   0.00";" 394.32";" 521.52";" 279.84";"1221.12";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 254.40";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"2493.12"
"7am";"3612.48";"1500.96";" 457.92";"1844.40";"1602.72";"1437.36";" 674.16";"1666.32";"   0.00";" 368.88";" 203.52";" 992.16";"1297.44";" 572.40";"2047.92";" 330.72";" 152.64";"   0.00";"   0.00";"   0.00";"   0.00";" 381.60";" 343.44";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"4922.64"
"8am";"5202.48";"3090.96";" 686.88";"2887.44";"2365.92";"1640.88";"1068.48";"2416.80";" 190.80";" 419.76";" 368.88";"1729.92";"1844.40";" 712.32";"2162.40";" 381.60";" 190.80";" 190.80";"   0.00";"   0.00";" 152.64";" 572.40";" 407.04";"   0.00";"   0.00";" 152.64";"   0.00";"   0.00";"6690.72"
"9am";"5673.12";"3358.08";" 725.04";"3434.40";"2658.48";"1628.16";"1195.68";"2531.28";" 190.80";" 432.48";" 407.04";"2238.72";"2149.68";" 763.20";"2187.84";" 419.76";" 279.84";" 178.08";" 165.36";"   0.00";" 203.52";" 585.12";" 407.04";"   0.00";"   0.00";" 165.36";"   0.00";"   0.00";"7250.40"
"10am";"5813.04";"3548.88";" 826.80";"3701.52";"2811.12";"1666.32";"1272.00";"2544.00";" 228.96";" 572.40";" 457.92";"2302.32";"2149.68";" 788.64";"2187.84";" 432.48";" 305.28";" 216.24";" 152.64";"   0.00";" 165.36";" 648.72";" 419.76";"   0.00";"   0.00";" 165.36";"   0.00";"   0.00";"7708.32"
"11am";"5622.24";"3332.64";" 725.04";"3625.20";"2696.64";"1666.32";"1182.96";"2391.36";" 152.64";" 521.52";" 432.48";"2200.56";"1958.88";" 750.48";"2175.12";" 407.04";" 292.56";" 241.68";"   0.00";"   0.00";"   0.00";" 636.00";" 432.48";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"7721.04"
"12am";"5253.36";"3218.16";" 737.76";"3447.12";"2620.32";"1602.72";"1157.52";"2315.04";" 190.80";" 496.08";" 496.08";"2035.20";"1844.40";" 699.60";"2136.96";" 343.44";" 279.84";" 254.40";"   0.00";"   0.00";" 165.36";" 623.28";" 419.76";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"7759.20"
"1pm";"5762.16";"3459.84";" 928.56";"3994.08";"2849.28";"1653.60";"1297.44";"2493.12";" 241.68";" 674.16";" 610.56";"2264.16";"2149.68";" 763.20";"2149.68";" 457.92";" 356.16";" 305.28";"   0.00";"   0.00";" 190.80";" 572.40";" 445.20";"   0.00";"   0.00";" 165.36";"   0.00";"   0.00";"8077.20"
"2pm";"5851.20";"3370.80";" 826.80";"3930.48";"2747.52";"1615.44";"1272.00";"2544.00";" 279.84";" 521.52";" 788.64";"2264.16";"2111.52";" 763.20";"2149.68";" 496.08";" 381.60";" 330.72";"   0.00";"   0.00";" 178.08";" 636.00";" 394.32";"   0.00";"   0.00";" 152.64";"   0.00";"   0.00";"7988.16"
"3pm";"4948.08";"2633.04";" 648.72";"3358.08";"2213.28";"1411.92";"1106.64";"1984.32";" 216.24";" 534.24";" 470.64";"1869.84";"1869.84";" 597.84";"1882.56";" 521.52";" 318.00";" 267.12";"   0.00";"   0.00";" 190.80";" 546.96";" 279.84";"   0.00";"   0.00";" 152.64";"   0.00";"   0.00";"6741.60"
"4pm";"3269.04";"2009.76";" 394.32";"2175.12";"1411.92";"1043.04";" 661.44";"1488.24";" 203.52";" 368.88";" 381.60";"1373.76";"1475.52";" 407.04";"1017.60";" 419.76";" 241.68";" 279.84";"   0.00";"   0.00";"   0.00";" 305.28";" 203.52";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"4223.04"
"5pm";"1640.88";"1208.40";" 203.52";"1475.52";" 915.84";" 470.64";" 343.44";" 725.04";"   0.00";" 178.08";" 254.40";" 928.56";" 636.00";" 190.80";" 636.00";" 216.24";" 165.36";" 203.52";"   0.00";"   0.00";"   0.00";" 165.36";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"2480.40"
"6pm";"1590.00";"1055.76";" 254.40";"1373.76";" 661.44";" 343.44";" 648.72";" 750.48";" 165.36";" 152.64";" 267.12";"1017.60";" 559.68";" 152.64";" 585.12";" 203.52";" 203.52";" 292.56";"   0.00";"   0.00";"   0.00";" 178.08";"   0.00";"0";"   0.00";"   0.00";"   0.00";"   0.00";"2353.20"
"7pm";"1590.00";"1004.88";" 343.44";"1195.68";" 648.72";" 356.16";" 712.32";"1030.32";" 152.64";" 190.80";" 318.00";" 966.72";" 394.32";"   0.00";" 470.64";" 228.96";" 203.52";" 241.68";"   0.00";"   0.00";"   0.00";" 178.08";"   0.00";"0";"   0.00";"   0.00";"   0.00";"   0.00";"2238.72"
"8pm";"1144.80";" 775.92";" 318.00";" 775.92";" 559.68";" 279.84";" 597.84";" 903.12";"   0.00";"   0.00";" 228.96";" 686.88";" 343.44";"   0.00";" 318.00";" 203.52";" 165.36";" 190.80";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"0";"   0.00";"   0.00";"   0.00";"   0.00";"1933.44"
"9pm";" 877.68";" 483.36";" 216.24";" 496.08";" 419.76";" 228.96";" 368.88";" 457.92";"   0.00";"   0.00";" 165.36";" 381.60";" 254.40";"   0.00";" 267.12";" 165.36";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"0";"   0.00";"   0.00";"   0.00";"   0.00";"1551.84"
"10pm";" 508.80";" 305.28";"   0.00";" 343.44";" 305.28";" 152.64";" 216.24";" 330.72";"   0.00";"   0.00";"   0.00";" 305.28";" 228.96";"   0.00";" 279.84";" 152.64";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"0";"   0.00";"   0.00";"   0.00";"   0.00";"1132.08"
"11pm";" 407.04";" 190.80";"   0.00";" 178.08";" 254.40";"   0.00";"   0.00";" 178.08";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 241.68";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"0";"   0.00";"   0.00";"0";"   0.00";"1004.88"
"12pm";"343.44";"  0.00";"  0.00";"  0.00";"241.68";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"228.96";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"0";"0";"  0.00";"0";"  0.00";"814.08"
"1am";"318.00";"  0.00";"  0.00";"  0.00";"241.68";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"216.24";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"0";"0";"  0.00";"  0.00";"  0.00";"763.20"
"2am";"267.12";"  0.00";"  0.00";"  0.00";"228.96";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"216.24";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"0";"0";"  0.00";"0";"  0.00";"763.20"
"3am";"267.12";"  0.00";"  0.00";"  0.00";"254.40";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"216.24";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"0";"0";"  0.00";"0";"  0.00";"763.20"
