"hour","sex1","sex2"
"4am",0.0673303754289168,0.067330375428917
"5am",0.0515154902687411,0.0515154902687408
"6am",0.0101757781717926,0.0101757781717927
"7am",-0.0401404435449482,-0.0401404435449482
"8am",0.0031300774670121,0.00313007746701212
"9am",-0.000600601588459313,-0.000600601588459513
"10am",0.0244299688416139,0.0244299688416137
"11am",0.0150743374539325,0.0150743374539325
"12am",0.0455925621819857,0.0455925621819858
"1pm",0.00248486955396987,0.00248486955396979
"2pm",-0.00163064287701907,-0.00163064287701895
"3pm",-0.00697058690432467,-0.00697058690432455
"4pm",0.0576380125243881,0.057638012524388
"5pm",0.0862621983236214,0.0862621983236214
"6pm",0.0760395219492803,0.0760395219492799
"7pm",0.0669158274216769,0.0669158274216766
"8pm",0.0510266998524956,0.0510266998524957
"9pm",0.0512325740571419,0.051232574057142
"10pm",0.0783506834630669,0.0783506834630669
"11pm",0.0884877635495461,0.088487763549546
"12pm",0.103715074888923,0.103715074888923
"1am",0.115906735838234,0.115906735838235
"2am",0.113785914248873,0.113785914248873
"3am",0.109211771608878,0.109211771608878
