"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",0.350707939399234,0.375261234740595,0.344088548616955,0.416328720572956,0.419460835542536
"5am",0.36005009298168,0.369727208431753,0.351570005804661,0.412275638560035,0.416200005621875
"6am",0.331162455383018,0.400341762825697,0.347721660187422,0.423587154385369,0.420063932696651
"7am",0.318889072856382,0.422572517570311,0.380531694475282,0.387589053732501,0.412424652860877
"8am",0.309121284824609,0.419405133951507,0.40755772540454,0.415838250150744,0.428069771913645
"9am",0.318923751776379,0.366710343532022,0.443605640655797,0.379205455166402,0.368673233393402
"10am",0.307967614675745,0.372482043918684,0.373455779655097,0.354997285438942,0.358772933841695
"11am",0.272075046977979,0.37713727703679,0.407052055778018,0.331024019379567,0.36899130350226
"12am",0.297559874529674,0.390924741749298,0.418905007981991,0.36017960494648,0.406793331024155
"1pm",0.311664047204639,0.389249442227673,0.421760432114554,0.374269344871325,0.394708554736524
"2pm",0.313211985124927,0.353998227012355,0.355765099048025,0.371029560743411,0.452958615212012
"3pm",0.283971845123966,0.397611849551371,0.434837365999051,0.354733008331873,0.470563944988622
"4pm",0.298411524748799,0.419553882868518,0.376498692481029,0.415992623409316,0.441813020877931
"5pm",0.292399878529991,0.419640121294367,0.435156397388061,0.404630905841186,0.394539936848924
"6pm",0.301753596171834,0.391333357701906,0.394750735538359,0.42301595747623,0.431825594271827
"7pm",0.316240338170849,0.378050353753788,0.357477034285841,0.433663786529835,0.407869980702607
"8pm",0.336133731903849,0.391726174574759,0.343518251087526,0.428977629842199,0.419724335265397
"9pm",0.349132597734284,0.396982088124721,0.356235590240786,0.44077895605083,0.422870040510626
"10pm",0.352301207191478,0.393910946655814,0.375257893831692,0.436025515025986,0.42504542908554
"11pm",0.357759358827395,0.394775798593609,0.364579314306295,0.437848055000665,0.4252642671653
"12pm",0.347173507188999,0.38555996670122,0.36422585430517,0.435630575001991,0.425857979159299
"1am",0.346026535282855,0.381575905550328,0.362938637161144,0.43574209541959,0.425097065640741
"2am",0.346652679886189,0.380507721283254,0.363816996747373,0.436265224314579,0.428902987523148
"3am",0.349112752851,0.382561731931932,0.365410142823604,0.440519023786843,0.429100813386119
