"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.34714611511091,0.39903783159444,0.231373734329899,0.560049818426881
"5am",0.344784963996028,0.385467830950692,0.230084635436255,0.560938975479661
"6am",0.317547009760885,0.363743030185215,0.179327009537939,0.546261421520644
"7am",0.282449372007946,0.291911750455559,0.102469738660187,0.505540843420441
"8am",0.256268172517762,0.282229950179521,0.0552264370237584,0.497643458648087
"9am",0.247277329672924,0.266645098506458,0.0172629065803497,0.455932330501077
"10am",0.236625839732831,0.23709812050603,0.0406429561051841,0.442231812238175
"11am",0.269507366593621,0.255754877636905,0.0691985706713778,0.445308198417301
"12am",0.268648551441556,0.283296994266027,0.0840783819271123,0.490515268163002
"1pm",0.282340734575466,0.310140245192953,0.0737716496381559,0.468360833903385
"2pm",0.292503633966274,0.335877001413662,0.0742398249047028,0.50224956846994
"3pm",0.263980984447831,0.361142620177364,0.0444040507575221,0.534781216976549
"4pm",0.277927586545123,0.320340654089761,0.0430040724835837,0.528621183465149
"5pm",0.287833626046017,0.365404758870321,0.125987543009265,0.528094548160837
"6pm",0.330975189450077,0.370361700807789,0.167222462009159,0.546804183660674
"7pm",0.341637851922014,0.417195752400255,0.20600853919215,0.569825219708756
"8pm",0.355025368458482,0.425802230204574,0.224528594966316,0.56969761573601
"9pm",0.360672209383011,0.422971018361854,0.220566882872068,0.564458133711907
"10pm",0.354795812421529,0.425173642042045,0.229563431205998,0.560028685670552
"11pm",0.354649651948892,0.424045865376561,0.235450769280194,0.557722802705148
"12pm",0.353212584393719,0.416529350141825,0.229909436433555,0.565986209742794
"1am",0.355083527375615,0.414286745907727,0.227252433985277,0.566288640704185
"2am",0.355505990281317,0.416701179194264,0.227790666788723,0.565287694392121
"3am",0.355187494932148,0.412629956155501,0.225773406339781,0.565338250425465
