"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.343317248763608,0.444030836552243,0.461855030932758,0.389107392755321,0.443270431231379
"5am",0.343222728009138,0.43171983034238,0.466449188979384,0.389835844740312,0.439322296139192
"6am",0.314175775117528,0.438336541439691,0.443372812986724,0.384028717967549,0.43988730399276
"7am",0.265712149571362,0.448997980038925,0.381470332031664,0.35996926814214,0.364847785544546
"8am",0.263418941430583,0.477890796695348,0.434639636036529,0.411627341550697,0.403975291683455
"9am",0.28697095513049,0.436109293122064,0.42961405334409,0.363166449501167,0.36751352051705
"10am",0.291099865091329,0.410226068514229,0.426858120428342,0.347632790015428,0.363903013048219
"11am",0.232640178619062,0.446654268819285,0.431130139680743,0.313785563163277,0.349059978692985
"12am",0.265903861659238,0.468806837088666,0.409203971263768,0.341000234298393,0.39495267709034
"1pm",0.247868287024874,0.438027763805985,0.444872232550409,0.362711706853822,0.400069772707825
"2pm",0.25584957336407,0.391851926210657,0.422137708759547,0.329199935152714,0.441763020057073
"3pm",0.207910759406839,0.397842809770726,0.447206068431118,0.348567354275575,0.450090129991839
"4pm",0.241561047714154,0.445407881843673,0.437884788475524,0.412764486890688,0.449449432125938
"5pm",0.24177724452783,0.44716820100124,0.498265815479692,0.41133257573974,0.405265235771722
"6pm",0.30514110553813,0.461138449821182,0.43741377963003,0.399971235706793,0.423872681878334
"7pm",0.328832287893539,0.442803121805674,0.467141970105962,0.406527087330025,0.419578360702293
"8pm",0.346939823471279,0.457821356971837,0.465415916918879,0.424842734424911,0.434412373633573
"9pm",0.36468823275498,0.458595337909266,0.467264938739558,0.418424175493702,0.434200477339589
"10pm",0.358671106948694,0.462397339068405,0.48175801574319,0.421919423266993,0.435107256011647
"11pm",0.364148330472513,0.462484075550081,0.481057796501781,0.421432277297004,0.441857762218547
"12pm",0.347837517679081,0.448534681856144,0.488105489742958,0.410261463491862,0.442759604063423
"1am",0.347000745598931,0.447847107037861,0.492187185471012,0.412314984435123,0.443046249617297
"2am",0.347118734866472,0.44798304766461,0.492287314164026,0.41332873818665,0.445845824151045
"3am",0.34830380863835,0.450216358883928,0.494488456087281,0.41302052889138,0.446315085203104
