"hour","sex1","sex2"
"4am",0.0576,0.0576
"5am",0.0619,0.0619
"6am",0.0638,0.0638
"7am",0.0856,0.0856
"8am",0.0953,0.0953
"9am",0.0963,0.0963
"10am",0.0956,0.0956
"11am",0.0916,0.0916
"12am",0.0931,0.0931
"1pm",0.0946,0.0946
"2pm",0.095,0.095
"3pm",0.09,0.09
"4pm",0.0807,0.0807
"5pm",0.0725,0.0725
"6pm",0.0638,0.0638
"7pm",0.0556,0.0556
"8pm",0.0522,0.0522
"9pm",0.0524,0.0524
"10pm",0.052,0.052
"11pm",0.0525,0.0525
"12pm",0.0525,0.0525
"1am",0.0527,0.0527
"2am",0.0524,0.0524
"3am",0.0532,0.0532
