"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.338793859019991,0.327583163193005,0.253941944210444,0.554095830220953
"5am",0.334634661642167,0.312087142589678,0.249802463851422,0.550208009695322
"6am",0.30253314608739,0.30148562049106,0.222676961384549,0.549008283766027
"7am",0.279732987216881,0.253600659211941,0.147716407240159,0.516466868681466
"8am",0.298798113435412,0.22606462119849,0.137005432100215,0.489372017188272
"9am",0.297300059999144,0.225929959243824,0.125983235775409,0.42248854567352
"10am",0.276869282841688,0.18959960059036,0.113960417738655,0.398463760507248
"11am",0.293615405690375,0.195120382814837,0.136349966262462,0.412335886786656
"12am",0.275712260565363,0.243738390143621,0.180781062903132,0.476577808567309
"1pm",0.307968294015221,0.261926867329319,0.182826505081777,0.408455712950705
"2pm",0.331134129088362,0.284448017895194,0.166808674455408,0.451023670913028
"3pm",0.312233346593133,0.302743554682137,0.148469876758491,0.498369398312032
"4pm",0.301472905380013,0.291242894751449,0.17245562848353,0.470998157338564
"5pm",0.300201246433279,0.294666279783615,0.203124550768356,0.489589059107531
"6pm",0.340619624711958,0.328562700538458,0.250104215801653,0.531714697449503
"7pm",0.337699217457794,0.347934881691737,0.249448733344822,0.559386635983044
"8pm",0.345491531664946,0.333388075533135,0.255059680033744,0.564645883748172
"9pm",0.344994488226803,0.339736580741199,0.266388212200029,0.567906650374793
"10pm",0.341166143288929,0.349805757627516,0.267448888818036,0.564957488883693
"11pm",0.337869416414141,0.34386115471973,0.266822927833582,0.559113399096201
"12pm",0.339369615566003,0.334348360560064,0.256612018610377,0.567922969160764
"1am",0.340318743000371,0.33191005261522,0.250483043403441,0.566637011424043
"2am",0.34038557719901,0.332915821243487,0.251019786411243,0.565801403818085
"3am",0.340238044515424,0.330944769979638,0.249813464181341,0.566145043824245
