"hour","resarea1","resarea2","resarea3"
"4am",0.056646792420093,-0.0470427189294287,0.410477969107359
"5am",0.0557663112700217,-0.0487616637146465,0.408219329081158
"6am",0.0536937374775732,-0.0515735765449986,0.405822374348526
"7am",0.0422703885868777,-0.0951704793878209,0.390292532228218
"8am",0.0536000591943176,-0.121677315261913,0.415404221218436
"9am",0.0502230187949355,-0.137047661160019,0.408794950291633
"10am",0.0500997694781595,-0.125276979335147,0.4264580308632
"11am",0.0615737461851858,-0.127466521666483,0.412050473178743
"12am",0.035451411474572,-0.109699403994336,0.393913063498799
"1pm",0.039764069636648,-0.116476417439117,0.413610685280201
"2pm",0.0422519895401551,-0.106705857255795,0.40984046809581
"3pm",0.042614537913631,-0.112606230979864,0.393169854568029
"4pm",0.0479979739698547,-0.0921407718206247,0.396590978452181
"5pm",0.060134968431762,-0.0629549578626447,0.392808318340831
"6pm",0.0451587748667442,-0.0705081239369643,0.38631922031395
"7pm",0.0475851396558918,-0.0568432804844182,0.380564172073009
"8pm",0.0527889539421067,-0.0541644928789318,0.386020220032241
"9pm",0.0542773615256548,-0.056414624514999,0.388249836408724
"10pm",0.0508417489086659,-0.0579014754732266,0.393966500393215
"11pm",0.051956234021634,-0.0526506962401216,0.397794303433769
"12pm",0.0527309254740177,-0.0502486932213807,0.401429648359277
"1am",0.0541131206580602,-0.0486584108384446,0.40740117429813
"2am",0.054114657609886,-0.0486376189824138,0.407380804969828
"3am",0.0542658489560015,-0.0490930568525527,0.407299748111683
