"hour","act1","act2","act3","act4","act5"
"4am",0.0942952683392101,-0.0035646194415187,0,0,0.154064643280797
"5am",0.158477700635076,0.0491492935327443,-0.0829131652661064,0,0.154051675178237
"6am",0.146326711766588,0.0595300742386326,-0.0829131652661064,-0.0642857142857143,0.215974742297928
"7am",0.190270814980873,0.151137680357924,0.150505213162473,-0.0600984534535199,0.0876235015112481
"8am",0.180618100336742,0.208517959138818,0.0639124568524844,-0.170076026742693,0.00412968250013781
"9am",0.189953852132656,0.184781166696141,0.0608646974087805,-0.171668672577985,0.148102228924936
"10am",0.150374460005419,0.14349595240704,0.0441007115150718,-0.132373541859064,-0.1105567199975
"11am",0.167093778602742,0.134147600141476,0.0257948733877097,-0.195591984443003,-0.228661713498398
"12am",0.179974654998318,0.198623273748493,-0.0252464495698718,-0.18359469180201,-0.127481924764291
"1pm",0.179789966016639,0.172102061400854,0.0332254910461364,-0.0330504453784275,-0.373395773934577
"2pm",0.142496275148798,0.228105609106164,0.0408527480285443,-0.202374851955753,-0.293879737110971
"3pm",0.129853374835935,0.235784948621507,0.00369015101572152,-0.121198211329151,-0.175878537507527
"4pm",0.133533531830347,0.22129901640407,0.00177344749095458,-0.177335201053907,-0.138554027156163
"5pm",0.056114331912023,0.0768137097078665,0.118339393392003,-0.0851895725816607,-0.0908248064557933
"6pm",0.0905709952928092,0.066090112666787,-0.15856287452036,-0.173459924137148,0.182460196651065
"7pm",0.05773171377854,0.0688405313251501,-0.197201270741809,-0.126666742038331,0.0869002738759193
"8pm",-0.0191821596693385,-0.042406738111701,-0.126269302484873,-0.233558020106823,0.0198216227585034
"9pm",-0.0320394952785723,-0.0638872832760128,-0.115594857682946,-0.15941340889457,-0.00253522760476104
"10pm",0.0614111444532703,-0.166821993086815,-0.046078431372549,-0.132180146103939,0.0610276456915697
"11pm",-0.00155886698949467,-0.153308355820633,0,-0.130439509272987,0.032771805733881
"12pm",-0.0286366749044426,-0.115431659824492,0,-0.141429675882152,0.000746251457442721
"1am",-0.00574338235066598,-0.117815511720986,0,-0.149608493784264,0.129206536964071
"2am",-0.035947364210774,-0.117442325287222,0,-0.100577852989257,0.134703729852232
"3am",-0.0713458903717421,-0.090436791407954,0,-0.100577852989257,0.158843075338309
