"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.146241054520732,-0.0208207555650214,0.19419095542597,0.0443410412095576,-0.186339195820343
"5am",0.141030208112424,0.00435400990161105,0.190226130133581,0.0564801609454947,-0.19341487779352
"6am",0.175616520962317,0.0380118173642874,0.202465442960567,0.0881415168949964,-0.204131339822164
"7am",0.00953210276105103,0.118659111360658,0.176972992825746,0.275380280217909,-0.118307726084749
"8am",0.135241108327926,0.073412606248672,0.232189354057911,0.284023039515593,-0.0963145300373207
"9am",0.0718571011494244,0.0420626552335359,0.234981616968725,0.277838027746087,-0.0649404173772802
"10am",-0.07560120923245,0.036656730336428,0.23629557152783,0.225956165092662,-0.074236597056972
"11am",0.0371853383559527,0.0161095407782239,0.346890863337392,0.229142914615021,-0.0559289264173864
"12am",0.00802265754965097,0.0405820942410096,0.273403541303849,0.267404054674154,0.0485002119210858
"1pm",0.0196350890161094,0.063347263133227,0.322336495057212,0.257040664312245,0.0746230606384323
"2pm",-0.000759306875408148,0.0344687263435843,0.208714661436665,0.23732773341693,0.0362171812323573
"3pm",-0.092679295149244,0.0354079108854714,0.373066924601987,0.240312149200033,0.136493197156509
"4pm",-0.124171656497164,0.018382520107054,0.17906028390639,0.168603536588441,0.0594181224706682
"5pm",0.11304741568842,0.108213646608438,0.191477386049876,0.0383783563054498,-0.0677063267418548
"6pm",0.094921844887216,-0.00924470245093101,0.134126228112962,0.0500160657998367,-0.135135360710207
"7pm",0.162671288572186,0.0320587745774381,0.188210943783185,-0.00690190716870385,-0.213288711484939
"8pm",0.169720466316177,0.00457945081602472,0.195666896871044,-0.0258280231645721,-0.162241827395744
"9pm",0.151949527415284,0.00668997469885071,0.208651102800614,-0.0280251337216733,-0.181366622825223
"10pm",0.16787685100039,0.00980881034859256,0.250507291326463,-0.0435723955869829,-0.198950952534437
"11pm",0.137089688870703,0.00751518206857835,0.268766338601148,-0.0280604088173704,-0.248558439848054
"12pm",0.159110929046714,-0.027524384340617,0.304213864652656,-0.0229028545784173,-0.247581535561896
"1am",0.164463324855482,-0.0692488378236739,0.351525764722758,-0.0115586630241558,-0.245677505438457
"2am",0.159764242994829,-0.0692329862795507,0.349435267454501,-0.0104367750658433,-0.243966599940348
"3am",0.158532410649217,-0.0687854053685938,0.349206764978407,-0.0100854734131911,-0.243186016329029
