"hour","sex1","sex2"
"4am",-0.00639260343606342,-0.00639260343606334
"5am",-0.00911103212890314,-0.00911103212890351
"6am",0.0117439031846489,0.0117439031846493
"7am",0.240735413604663,0.240735413604663
"8am",0.0618363071826145,0.0618363071826142
"9am",0.0325967994087739,0.0325967994087736
"10am",0.0367515285695933,0.0367515285695935
"11am",0.0759820549661784,0.075982054966178
"12am",0.0687111116381934,0.0687111116381935
"1pm",0.056426430786556,0.0564264307865562
"2pm",0.112911096740665,0.112911096740665
"3pm",0.12107402742488,0.12107402742488
"4pm",0.204717529206148,0.204717529206148
"5pm",0.18552703706425,0.18552703706425
"6pm",0.0787449386657484,0.0787449386657486
"7pm",0.0955933650047308,0.0955933650047306
"8pm",0.0313526225088546,0.0313526225088539
"9pm",0.110558716300115,0.110558716300116
"10pm",0.178162509747059,0.178162509747059
"11pm",0.150211484851393,0.150211484851393
"12pm",0.0859398320758787,0.0859398320758785
"1am",0.0652495946197054,0.0652495946197051
"2am",0.0589921273595437,0.0589921273595439
"3am",0.0672861988522812,0.0672861988522816
