"hour","mode1","mode2","mode3"
"4am",0.064072202749645,0.430708421340709,0.361320392786252
"5am",0.0465683831733246,0.441848044551661,0.379721923212764
"6am",0.0607740618218252,0.435967324538308,0.358104496550122
"7am",0.315739229907937,0.388959172579809,0.313475914075244
"8am",0.0845984194562571,0.292037968636402,0.257575201100817
"9am",0.0744394731419761,0.208323536773094,0.10003879976356
"10am",0.118731052233634,0.246506836754307,0.192734943600536
"11am",0.17408095996244,0.348834306782349,0.277163345912399
"12am",0.293730813211721,0.32324745309163,0.227677409128575
"1pm",0.229627098423781,0.295093163437922,0.215552008459669
"2pm",0.11324124325709,0.251230847094231,0.18852042355076
"3pm",0.152548150915445,0.290635847955379,0.207879885894153
"4pm",0.108511961248444,0.332688997583234,0.261223343604165
"5pm",0.199033507638262,0.469980788634355,0.340344853206654
"6pm",0.133471113643903,0.457631504117575,0.303519844787452
"7pm",0.104295998446056,0.454877568367463,0.339123482435567
"8pm",0.0998749276695756,0.441393037286891,0.367969474588955
"9pm",0.0324644289507571,0.432502507717803,0.319008079308931
"10pm",0.02458277981961,0.408161619031225,0.312746713540805
"11pm",0.0256019349997723,0.39396779418961,0.299343459655966
"12pm",0.0298674836169075,0.439166625315986,0.380930109453422
"1am",0.0862195032026324,0.439726711446113,0.365781924600024
"2am",0.0856342254670376,0.438606589266256,0.364710242511688
"3am",0.0858571860882976,0.43877439313628,0.365179280072778
