"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.253881011021916,0.0795854658987838,0.188459776633123,-0.119535856093282
"5am",0.27443883058179,0.0776416330944041,0.182613466778144,-0.174332260947914
"6am",0.269790452144677,0.114899455053619,0.183852981730293,-0.193296314052984
"7am",0.40133269022617,0.110213452061611,0.237616740174879,-0.225812311785187
"8am",0.40434993402322,0.063019664742486,0.301566931504698,-0.207979232931762
"9am",0.419206209944225,0.0112328751247918,0.222445714599828,-0.203442574533939
"10am",0.384911461013907,0.0306767207461168,0.219640145769604,-0.198422297155188
"11am",0.464978316965775,-0.0121899871099604,0.182949160056546,-0.200857941388756
"12am",0.369920243552757,0.029176759428679,0.155163381283836,-0.210390842823149
"1pm",0.402935245862848,0.0339322295811542,0.227362882238736,-0.177569806234511
"2pm",0.435607301722184,0.0545276860879894,0.217761468986049,-0.0577261327698906
"3pm",0.401691050216286,0.0437240781670085,0.239015156359397,-0.145422018005245
"4pm",0.44802279289884,0.0642977216027829,0.274710701210796,-0.197059213585596
"5pm",0.301165369376496,0.148894555974498,0.180983601214782,-0.172837775178609
"6pm",0.377222268730005,0.0588157253844023,0.143913024764709,-0.198769480681108
"7pm",0.321394704911096,0.114424880792693,0.173941959069653,-0.090566464960696
"8pm",0.320041993959881,0.125011414808984,0.185514053356,-0.11780130259223
"9pm",0.327189739526118,0.0804198849510164,0.174961406721461,-0.117030185182666
"10pm",0.305567580034379,0.0907118032092401,0.21353506361528,-0.118059507645749
"11pm",0.306041804758821,0.124439857799787,0.233161872106136,-0.120440194650988
"12pm",0.296821830672868,0.152136862789928,0.24650310907991,-0.121253952910866
"1am",0.30893343318038,0.151425295142247,0.254133981494887,-0.122060948028879
"2am",0.310376802368346,0.156992040572857,0.258379227336171,-0.121674467216459
"3am",0.309403156455588,0.149621397850826,0.253208187653094,-0.121788510758448
