"hour","age1","age2","age3","age4"
"4am",0.193189681883055,0.11059782534354,0.27095826268057,0.0264557255756195
"5am",0.212273910784803,0.12226020727082,0.249400377723041,0.0366822180871139
"6am",0.231416150757574,0.105972834471304,0.268904939385874,0.0484504904001385
"7am",0.102977917141768,0.0927441165865769,0.0886744567118698,0.212996897204196
"8am",0.00679988623423838,0.0788206231094573,-0.0444648453929857,0.299327673131025
"9am",-0.0144227845429904,-0.0141217063657092,-0.0406061195411677,0.2919210199008
"10am",-0.0193358758198375,-0.120002404562446,-0.135772910319211,0.170841589957106
"11am",-0.037486076284808,-0.0223614690370272,-0.0015817845196152,0.222262827447843
"12am",0.0913844073767604,-0.0499167313691244,0.0441706343675762,0.264646638699934
"1pm",0.0466248772260456,-0.0648881550175969,-0.0248387224784935,0.260044988960435
"2pm",0.0371410387928579,-0.00525911645143336,0.0676580993191663,0.27023016747404
"3pm",0.0712381690841277,-0.0129595405019482,-0.0121523306064414,0.255004964819915
"4pm",0.116834971077331,-0.0503530326973079,0.0024704007163215,0.113058130932873
"5pm",0.187380375217778,-0.0324753556229083,0.0528669146037389,-0.0546278929592664
"6pm",0.352675901088233,-0.0115348440755684,0.204515024001476,-0.0220736607590655
"7pm",0.284213665868407,0.00115719541730695,0.264371903690893,-0.018930651189796
"8pm",0.314632721080286,0.0441076743810866,0.289010960227615,-0.021531467571056
"9pm",0.273960495648078,0.045868952045632,0.286224388310663,-0.0334675156179594
"10pm",0.192330841970408,0.0610757252865129,0.339179836134649,-0.0413171482995765
"11pm",0.185429069265963,0.0625071673600903,0.299845059100292,-0.0391295201607809
"12pm",0.195847513961601,0.0907329486795093,0.298960969151745,-0.0489915836764711
"1am",0.208558304431182,0.11809674017891,0.279877353347614,-0.0307471960688394
"2am",0.208179796038618,0.116899471294834,0.279599488662103,-0.0307849198550457
"3am",0.207720954419534,0.116213651390248,0.275291905362874,-0.0307000932729432
