"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984";"9550.22984"
"4am";"0";" 0";" 0";"0";"0";"0";"0";"0";"0";"0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0"
"5am";"0";" 0";" 0";"0";"0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"1999.28";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00"
"8am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2305.035";"   0.000";"1334.463";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2528.351";"   0.000";"1334.463";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2543.156";"   0.000";"1326.123";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2572.628";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
