"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559"
"max";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256"
"4am";" 9.116809";" 5.645161";" 8.188976";" 7.479224";" 8.658744";"10.968661";" 9.285714";" 8.032129";"10.756972";"12.859304";" 9.700428";" 9.241379";" 7.129094";"14.411028";" 8.310249";"13.793103";"11.933535";" 8.597884";" 9.580838";"12.026144";" 6.528190"
"5am";" 9.180791";" 5.769231";" 7.861635";" 7.479224";" 8.445946";"11.331445";" 9.343066";" 7.816712";"10.860927";"13.069909";" 9.668110";" 9.179416";" 6.930693";"13.868613";" 8.450704";"13.434903";"11.490683";" 8.521971";" 9.609610";"12.299465";" 6.717557"
"6am";" 9.163347";" 5.754277";" 7.975460";" 7.252441";" 8.496732";"11.994421";" 9.298780";" 8.090186";"11.126005";"12.749616";" 8.872180";" 8.579882";" 6.526316";"14.689266";" 8.345979";"12.835821";"10.942761";" 8.648649";" 9.090909";"12.094395";" 6.578947"
"7am";" 9.905660";" 5.228758";" 7.739938";" 8.576052";"10.652463";"12.798875";" 8.907563";" 6.537890";"11.194030";"11.773472";" 9.487952";" 7.540395";" 6.235012";"15.392354";" 8.073394";"11.492281";" 8.251473";" 7.412791";" 8.013937";"11.292962";" 6.640625"
"8am";"10.333333";" 7.142857";" 9.179416";" 8.808290";"10.167464";"12.374101";" 8.529946";" 6.414474";"10.452962";"12.028986";" 9.871245";" 8.008214";" 6.169666";"14.485514";" 7.617188";" 9.541284";" 8.333333";" 7.014925";" 7.835821";"11.228070";" 6.832298"
"9am";"10.751819";" 6.639566";" 9.656085";" 8.797127";"10.356732";"11.721068";" 8.761905";" 6.953642";"10.180995";"12.556054";" 9.465021";" 8.849558";" 5.945946";"14.285714";" 7.216495";" 9.227872";" 8.849558";" 6.697108";" 8.055010";"10.766423";" 7.189542"
"10am";"10.072522";" 7.332491";" 9.643329";" 8.880995";"10.452962";"12.191358";" 8.445298";" 6.386555";"10.126582";"13.056380";" 9.379310";" 8.714597";" 6.145251";"15.004748";" 6.118143";" 9.284333";" 8.675799";" 7.031250";" 8.365759";"11.090226";" 6.407323"
"11am";"10.978723";" 7.187113";" 9.517601";" 9.043478";"10.532688";"12.006079";" 8.396947";" 6.349206";"10.526316";"13.650307";" 9.004093";" 8.571429";" 6.077348";"14.065511";" 6.477733";" 9.570312";" 7.852194";" 7.264297";" 8.396947";"11.678832";" 6.681514"
"12am";"11.617900";" 6.792453";" 9.641873";" 9.044369";"10.213777";"11.450382";" 8.566108";" 6.041335";"10.083037";"12.593703";"10.000000";" 7.918552";" 6.145251";"14.837398";" 6.457926";" 8.984375";" 9.438202";" 7.219662";" 8.587786";"11.627907";" 6.756757"
"1pm";"10.919540";" 5.896510";" 8.982827";" 8.976661";"10.545024";"11.834320";" 9.034908";" 6.146179";"10.364465";"13.484848";"10.054348";" 9.153318";" 6.388889";"13.377609";" 6.938776";" 9.486166";" 8.624709";" 7.453416";" 9.650924";"11.657559";" 6.864989"
