"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839";"5184.97839"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";"0"
"5am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 882.7024";"   0.0000";"   0.0000";" 966.9235";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1289.5468";"   0.0000";"0";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";" 675.1179";"0";"   0.0000";"   0.0000";"0";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"6am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1089.0510";"   0.0000";"   0.0000";"1084.5734";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1433.9744";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";" 741.0446";"   0.0000";" 776.4654";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"7am";"1832.8924";"1315.6826";" 904.4204";"   0.0000";"1592.5377";"   0.0000";"   0.0000";" 690.8368";"1906.5739";"1029.9469";" 619.6554";"1973.6362";"1433.3268";"   0.0000";"   0.0000";"   0.0000";" 822.3896";"1768.7714";"   0.0000";"   0.0000";" 890.4724";"   0.0000";" 642.1484";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1250.0034";"   0.0000";"1749.6838";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 674.1187";"   0.0000";"   0.0000";" 568.0413"
"8am";"4293.9168";"2080.9984";"1200.5680";" 734.0783";"2292.6882";" 800.5461";" 627.6832";" 848.6464";"2723.7008";"1866.6827";"1179.9064";"2304.2388";"2494.5892";"   0.0000";" 621.5979";"   0.0000";"1198.7238";"2172.7063";"   0.0000";"   0.0000";"1460.1971";"   0.0000";"1036.1092";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1616.0559";"   0.0000";"2203.1465";" 889.3930";"   0.0000";"   0.0000";"   0.0000";" 783.5966";" 963.6705";"1079.9733";"   0.0000";" 675.2194";" 896.4565"
"9am";"4549.0092";"2424.4778";"1384.8356";" 931.6983";"2243.8802";" 950.6494";" 697.5131";" 826.0038";"2797.2647";"1988.6228";"1374.8805";"2304.2388";"3201.4227";"   0.0000";" 621.5979";" 627.3718";"1198.7238";"2273.7935";"   0.0000";"   0.0000";"1723.7158";"   0.0000";"1163.2241";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1697.6355";"   0.0000";"2174.0525";"1005.2028";"   0.0000";"   0.0000";"   0.0000";" 869.8527";" 765.1416";"1079.9733";" 735.6491";" 777.6157";" 847.2746"
"10am";"4834.8055";"2382.1434";"1270.5655";" 897.2875";"2320.4105";" 866.2698";" 832.9454";" 841.9308";"2729.6366";"2110.5306";"1632.4993";"2262.8226";"3388.7010";"   0.0000";" 707.6159";"   0.0000";"1260.8931";"2273.7935";"   0.0000";"   0.0000";"1829.1480";"   0.0000";"1148.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1673.0138";"   0.0000";"2022.8602";" 940.3867";"   0.0000";"   0.0000";"   0.0000";" 937.4807";" 639.8039";"1129.0014";" 624.6499";" 807.7988";" 873.4610"
"11am";"4620.6018";"2530.8930";" 998.2397";" 886.1874";"2203.2841";"1082.8325";" 650.5341";" 786.8213";"2781.9543";"2003.6937";"1608.9658";"2330.7766";"2954.3277";"   0.0000";" 579.7781";"   0.0000";"1123.6231";"2526.5861";"   0.0000";"   0.0000";"1711.5292";"   0.0000";" 977.2492";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1613.8098";"   0.0000";"2050.4448";" 799.4023";"   0.0000";"   0.0000";"   0.0000";" 722.7913";" 744.9599";"1030.0109";"   0.0000";" 760.3760";" 850.4464"
"12am";"3978.2472";"1583.9982";" 776.5968";"   0.0000";"2578.0991";" 766.6018";"   0.0000";" 762.8741";"2557.6602";"1413.8004";"1503.1744";"2361.1499";"2686.6123";"   0.0000";"   0.0000";"   0.0000";" 974.2749";"2078.7865";"   0.0000";"   0.0000";"1454.5303";"   0.0000";"1031.7063";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1691.1665";"   0.0000";"1591.4167";"1174.2236";"   0.0000";"   0.0000";"   0.0000";" 761.9071";" 679.0187";"1075.2257";"   0.0000";"   0.0000";" 727.5873"
"1pm";"5107.9943";"2574.0230";" 804.6400";" 851.9700";"2484.5189";" 924.8968";" 676.2731";" 756.2778";"2801.3337";"1886.9757";"1276.5953";"2740.7728";"2814.0665";"   0.0000";" 710.3056";"   0.0000";"1005.7603";"1546.8862";"   0.0000";"   0.0000";"2065.7616";"   0.0000";"1088.0972";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1368.7697";"   0.0000";"2060.2048";"1233.8711";"   0.0000";"   0.0000";"   0.0000";" 886.7266";" 629.3919";"1072.0663";"   0.0000";"   0.0000";" 834.5371"
"2pm";"4914.4201";"2695.9713";" 830.8172";"1001.9948";"2400.7043";" 970.1880";" 563.9936";" 769.5216";"2180.6107";"1908.5735";"1525.8328";"2215.6603";"3555.7709";"   0.0000";" 736.1769";"   0.0000";" 929.1565";"1327.0908";"   0.0000";"   0.0000";"2040.1061";"   0.0000";"1014.1046";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1420.3730";"   0.0000";"2125.5066";"1071.8861";"   0.0000";"   0.0000";"   0.0000";" 653.3178";" 933.7786";"1055.5202";" 663.4111";"   0.0000";" 879.7603"
"3pm";"5184.9784";"2574.1534";" 953.8258";" 989.9483";"2353.5105";" 963.7998";" 741.2331";" 685.5751";"2209.1787";"1748.0454";"1441.2603";"2070.0022";"3784.0932";"   0.0000";" 672.8373";"   0.0000";" 990.5743";"1442.9911";"   0.0000";"   0.0000";"2107.3293";"   0.0000";"1116.7470";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1256.3287";"   0.0000";"1886.6646";"1182.4996";"   0.0000";"   0.0000";"   0.0000";" 586.8619";"1021.7806";" 825.2277";" 588.8512";"   0.0000";" 879.7603"
