"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";"  1.7848359";"  0.0000000";"  0.0000000";"  0.8145602";"  0.5103146";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  1.4030160";"  0.0000000";"  0.0000000";"  0.0000000";"  4.2535967";"  0.0000000";"  0.0000000";"  0.0000000";"  1.1651131";"  7.6901416";"  3.3840219";"100.0000000";"  0.0000000";"100.0000000";"100.0000000";"100.0000000";"100.0000000";"100.0000000";"  0.7715538";"100.0000000";" 99.2942540";"100.0000000"
"5am";"  1.7911064";"  0.0000000";"  0.0000000";"  0.8216096";"  0.5204539";"  0.0000000";"  1.3644836";"  0.0000000";"  0.0000000";"  1.4060051";"  0.0000000";"  0.0000000";"  0.0000000";"  7.8114529";"  0.0000000";"  0.0000000";"  0.0000000";"  1.1986589";"  8.3067894";"  8.6585328";"100.0000000";"  0.0000000";"100.0000000";"100.0000000";" 99.5694767";"100.0000000";"100.0000000";"  1.9354726";" 99.7085423";" 98.9592395";"100.0000000"
"6am";"  1.7848246";"  2.1193342";"  0.8090196";"  0.8396694";"  0.5326554";"  1.7123010";"  3.8291757";"  0.0000000";"  0.0000000";"  1.4533103";"  0.0000000";"  0.0000000";"  0.0000000";" 11.3254932";"  0.0000000";"  0.0000000";"  0.0000000";"  1.2605864";"  9.8061264";"  8.4683387";"100.0000000";"  0.6524078";"100.0000000";" 99.6644642";" 99.5477206";"100.0000000";"100.0000000";"  3.6760953";" 99.3982436";" 97.8799928";"100.0000000"
"7am";" 1.863451";" 3.540168";"12.080556";" 8.318585";" 2.980865";" 1.289890";" 5.393066";" 0.000000";" 2.674784";" 6.632539";" 1.103740";" 0.000000";" 0.000000";"20.930191";" 0.000000";" 4.469392";" 2.450417";" 1.612437";"23.610127";"22.439413";"99.740870";" 3.736984";"99.377240";"98.998554";"99.453119";"99.043090";"98.604704";"12.884230";"94.526662";"93.884246";"99.703272"
"8am";" 9.345952";" 7.029870";"17.155248";"17.020268";" 4.418912";" 3.563567";" 9.514024";" 4.434116";" 4.931570";" 7.513953";" 5.314389";" 2.382427";" 4.989028";"22.998580";" 0.000000";" 8.642926";" 3.247374";" 4.867168";"22.975105";"32.801122";"99.716440";" 6.778147";"97.615287";"96.635518";"96.834304";"98.534474";"97.209277";"12.247100";"93.039730";"90.479773";"98.934402"
"9am";"11.085472";"10.693008";"20.321675";"21.346214";" 5.134734";" 3.973023";"11.382584";" 6.109846";" 7.390348";" 9.413448";"10.335855";" 2.546168";" 5.669542";"25.775081";" 0.000000";"13.766539";" 6.476654";" 5.482924";"25.100107";"34.682101";"99.702705";" 6.777322";"97.322508";"95.815256";"96.584909";"96.659586";"96.662224";"14.787434";"90.695418";"86.535569";"98.989348"
"10am";"12.046967";"10.113187";"20.035310";"21.158863";" 6.391092";" 3.884698";"12.491740";" 7.173395";" 7.036586";" 8.797573";"11.438680";" 3.696604";" 7.734798";"26.748239";" 9.032610";"14.290266";" 6.572070";"11.539232";"24.799293";"33.103563";"97.946979";" 8.138074";"97.222874";"96.419494";"95.444946";"96.336521";"95.777289";"16.639351";"92.087998";"85.130754";"98.953770"
"11am";"11.590914";" 9.581626";"16.866669";"18.864074";" 5.403235";" 3.806453";"12.759387";" 7.509625";" 5.552503";" 9.650851";"10.080465";" 2.353458";"10.118110";"27.605691";" 0.000000";"13.538516";" 2.735152";"12.515706";"24.652064";"33.666063";"98.868098";" 6.727830";"97.156902";"96.450698";"96.944739";"96.752889";"95.988992";"15.382385";"91.320390";"87.115298";"98.465331"
