"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703";"9608.703"
"4am";"204.616";" 42.705";"238.016";"219.886";" 72.621";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"5am";"204.616";" 42.705";"238.016";"219.886";" 72.621";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"6am";"204.616";" 42.705";"238.016";"219.886";" 72.621";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";" 66.938";" 89.844";"198.340";"153.364"
"7am";"204.616";" 42.705";"238.016";"219.886";" 52.119";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";" 66.938";" 89.844";"198.340";"153.364"
"8am";"204.616";" 42.705";"238.016";"106.155";" 72.621";"112.452";"162.218";"144.489";"251.218";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";" 66.938";" 89.844";"198.340";"267.095"
"9am";" 89.666";" 42.705";"238.016";"172.070";" 72.621";"226.877";"167.626";"144.489";"276.265";"500.444";"160.936";"161.043";" 96.001";"277.584";"278.756";" 95.418";" 73.343";"198.340";"182.976"
"10am";"110.049";" 42.705";"220.345";"201.682";" 72.621";"292.456";" 80.295";"186.209";"276.265";"417.004";"122.185";"131.793";"134.752";"255.777";"278.756";"149.016";" 83.965";"198.340";"183.290"
"11am";"129.455";" 42.705";"220.345";"182.276";" 52.119";"277.184";"111.205";"144.489";"276.265";"500.444";"160.936";"154.293";" 96.001";"273.448";"278.756";" 66.938";" 83.965";"211.323";"153.364"
"12am";"129.455";" 42.705";"220.345";"219.886";" 52.119";"196.136";"154.643";"144.489";"276.265";"500.444";"160.936";"154.293";" 96.001";"320.303";"278.756";" 66.938";"101.823";"164.468";"153.364"
"1pm";"192.637";" 42.705";"220.345";"219.886";" 52.119";"155.021";"223.756";"186.209";"176.697";"489.179";"160.936";"154.293";" 73.934";"320.303";"278.756";" 66.938";"101.823";"164.468";"153.364"
"2pm";"149.957";" 42.705";"220.345";"233.853";" 52.119";"233.745";"110.221";"186.209";"262.721";"447.459";"160.936";"153.846";" 73.934";"255.777";"278.756";" 66.938";"101.823";"211.323";"131.311"
"3pm";" 98.070";" 42.705";"158.180";"246.498";"125.636";"303.406";"137.171";"212.821";"262.721";"447.459";"160.936";" 74.111";" 73.934";"255.777";"278.756";" 86.344";"101.823";"198.340";" 79.770"
"4pm";"110.049";" 42.705";"184.792";"239.292";"146.215";"232.883";"137.171";"209.247";"276.265";"417.004";"191.391";" 74.032";" 96.513";"255.777";"278.756";"228.936";"101.823";"151.485";" 56.732"
"5pm";"129.455";" 42.705";"238.016";"190.274";" 85.438";"230.950";"102.357";"174.101";"276.265";"417.004";"191.391";"131.714";"118.580";"244.265";"278.756";"180.517";"101.823";"151.485";"195.084"
"6pm";"204.616";" 42.705";"238.016";"190.274";" 73.800";"198.240";"102.357";"174.101";"276.265";"530.899";"160.936";"131.714";"118.580";"277.584";"248.284";"180.517";" 71.986";"166.552";"153.364"
"7pm";"204.616";" 42.705";"238.016";"190.274";" 73.800";"163.426";"137.171";"174.101";"276.265";"489.179";"122.185";"154.293";" 96.001";"277.584";"248.284";"180.517";" 89.844";"240.060";"153.364"
"8pm";"204.616";" 35.401";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"161.597";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"9pm";"204.616";" 42.705";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"10pm";"204.616";" 42.705";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"11pm";"204.616";" 42.705";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"12pm";"204.616";" 42.705";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"1am";"204.616";" 42.705";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"2am";"204.616";" 42.705";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
"3am";"204.616";" 42.705";"238.016";"219.886";" 94.302";"112.452";"137.171";"144.489";"276.265";"530.899";"160.936";"154.293";" 96.001";"277.584";"278.756";"180.517";" 89.844";"198.340";"153.364"
