"hour","resarea1","resarea2","resarea3"
"4am",0.485379364660714,0.0719768965269821,0.632052706950915
"5am",0.485660427518281,0.0720802311657081,0.633117453582831
"6am",0.495197495303035,0.0721773265035416,0.637333569041941
"7am",0.51281152089364,0.0696209355987324,0.67027034217838
"8am",0.532672538988139,0.0678214915986774,0.683036954709908
"9am",0.536746193574673,0.0717477920068419,0.695067983477825
"10am",0.539127355116839,0.0748419271343773,0.693258809453492
"11am",0.53068681723725,0.0656235891303617,0.697635647632124
"12am",0.511885039167291,0.047414472487994,0.664414652696287
"1pm",0.524738156406397,0.054992401013261,0.690520112912351
"2pm",0.535056381613696,0.0591187900333258,0.697843021431904
"3pm",0.530718989204764,0.0686833790232372,0.696584256133827
"4pm",0.52743411394559,0.0735978392501391,0.689209272461313
"5pm",0.508806925594041,0.0596594929602421,0.66295546671773
"6pm",0.492326656025615,0.0762098231331059,0.648884970935722
"7pm",0.484637409744906,0.0649952837439038,0.62260990541672
"8pm",0.483996891914412,0.0657786532081704,0.621550833183092
"9pm",0.486829767032805,0.0680020871311842,0.619170351671743
"10pm",0.486012257123056,0.0688257838622565,0.622610103178138
"11pm",0.482658233645351,0.0679567117693868,0.62058811163923
"12pm",0.480485633999669,0.0691999130205206,0.625408133579839
"1am",0.48076107090696,0.0690431292585538,0.625173796606849
"2am",0.480804726254822,0.0694147891475502,0.624755727605354
"3am",0.480773820890797,0.068705543140621,0.624101252293519
