"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.0505097977137574,0.108077672524077,0.112177432760499,0.100271752186222
"5am",0.0529744521505961,0.106389933919536,0.140428961782711,0.103525483387876
"6am",0.0618990562094603,0.106943760357463,0.155934751291551,0.0835500387544898
"7am",0.238160277259955,0.107135787731772,0.0167608838985985,0.11305701342767
"8am",0.550137540840903,0.127469690824512,-0.0547233225802618,0.228919461829174
"9am",0.475029346468271,0.128509035158699,0.0230274170127855,0.271870213268888
"10am",0.547503238439659,0.180886701474414,0.0801281454695467,0.331420058770056
"11am",0.590196029109177,0.238449988577946,0.0656307740862373,0.340346539904813
"12am",0.559815383750876,0.221419341574952,0.0701251979681434,0.323497930681862
"1pm",0.521031851907423,0.138115245049944,0.122223612919612,0.305479360975325
"2pm",0.540516249094206,0.157002447841929,0.0964447458848458,0.266985307099018
"3pm",0.450505828243194,0.0915511774226029,-0.0403167962842596,0.215566173651527
"4pm",0.404731469540139,0.171871800849668,-0.0166711100894882,0.222825502564016
"5pm",0.240803695615988,0.0924534718595223,-0.0436657267340445,0.218062170013454
"6pm",0.0734496470435294,0.187126259564013,-0.0434031062676901,0.171024423336405
"7pm",0.0945327794053699,0.135766200545695,0.0548052381046086,0.146133296474129
"8pm",0.0676337311163749,0.137366728270009,0.0210477169129346,0.106330378200212
"9pm",0.0665994032745767,0.142675848222329,0.00490196231929195,0.127488762570658
"10pm",0.0477285946228529,0.13602410078507,0.0128018724961387,0.108516895602904
"11pm",0.0474558260520686,0.133308457794107,0.0541379297718132,0.110547689060653
"12pm",0.0375566068578542,0.131211335702408,0.0679390565977723,0.109616366511839
"1am",0.0377391595105167,0.127425288584045,0.0674582893698155,0.112106159056366
"2am",0.0428537486353146,0.123547927256037,0.0680663029348891,0.106871704530654
"3am",0.0416611797313878,0.127212621469875,0.072024473066131,0.120820694114322
