"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.0535754709957826,0.190924129300976,0.21415374257996,0.132116305669005
"5am",0.0465048946656503,0.187797294517148,0.240430206768568,0.133041850560785
"6am",0.0576647421340999,0.193720897578291,0.293700353140933,0.12379999569226
"7am",0.131228491620311,0.201493991993654,0.0751679965581718,0.181562193323787
"8am",0.463280195071075,0.181512406312377,-0.00302479120247701,0.187750884934959
"9am",0.399576206074424,0.219120359647083,0.074963316362396,0.209542568222816
"10am",0.487158780415001,0.283436599564151,0.115805293177986,0.241157147897555
"11am",0.481937621364886,0.298555012852411,0.0842920733908314,0.206788945762152
"12am",0.433313783391649,0.184068064061348,0.198875556265986,0.212151801373693
"1pm",0.389238283229309,0.181660304457109,0.15824565323327,0.178367228979083
"2pm",0.438753448439717,0.175411458010168,0.177568086330409,0.170512201255886
"3pm",0.37356251109693,0.197232921710568,0.0640017653447684,0.178865973200673
"4pm",0.317408339311351,0.272391636991998,0.108014225500058,0.152310722035508
"5pm",0.185039225344903,0.167077559653309,0.023778260163148,0.0825790419393256
"6pm",0.0158240995150847,0.239787219390106,0.181794981206165,0.102741212758981
"7pm",0.0436974067540852,0.222104520017293,0.248483115096375,0.1433073375888
"8pm",0.0347033085629119,0.235758017595676,0.225799804358001,0.150254662171211
"9pm",0.0410233434654309,0.246023767055513,0.219922447202309,0.171900660915743
"10pm",0.0348816345835052,0.241541151567426,0.221001222965317,0.14470959900273
"11pm",0.0352036624414275,0.232326406373835,0.23829208609796,0.142317002095561
"12pm",0.0234283057316167,0.225030125063067,0.205373620672519,0.143673297852487
"1am",0.0235109158508337,0.225107483288182,0.199274446774329,0.150251101106641
"2am",0.0256615525823586,0.221094693711821,0.193942527187947,0.145292618521807
"3am",0.0259800617754994,0.222546289602566,0.188267523499149,0.157075073251164
