"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",0.110459020901513,0.196321583434415,0.418852033041346,0.0687380461562904,0.32450475342406
"5am",0.0925548667162065,0.207374670305013,0.433414752681856,0.0742620913366381,0.323662742602848
"6am",0.0837081564711044,0.196340258087234,0.407848569377494,0.0557423314521592,0.330860071768465
"7am",0.0472645702087869,0.232152712305909,0.304039673222234,0.0758588267009268,0.408130431622949
"8am",0.0343704545092473,0.197846363371308,0.165781082670542,0.122611742672657,0.422174365509503
"9am",0.10138865221462,0.237248200288506,0.180385339203841,0.119487645573679,0.36264238963595
"10am",0.0567790358858432,0.270305410513614,0.133017206868156,0.106480348715805,0.332176677516857
"11am",-0.00949442183917953,0.2680617921768,0.176906331290149,0.121624841313168,0.279101320341459
"12am",0.0635687312701949,0.22370478559717,0.201142198376572,0.0669769722585809,0.250586962625119
"1pm",-0.0434866607518498,0.247527239196802,0.161865077713064,0.168790811948487,0.27210345676968
"2pm",-0.0244042173340056,0.273571512254891,0.159345989458475,0.0760415991657387,0.282692672444203
"3pm",-0.0684200204141524,0.307184419521179,0.247099576542064,0.0883589068287668,0.32560286371858
"4pm",0.0297554366067614,0.281740392612249,0.201512703494671,0.127374275832678,0.376341066242432
"5pm",0.104177047142986,0.226532225991101,0.377624905409347,0.108607096476196,0.341166704233317
"6pm",0.0936939993354147,0.255266599830328,0.516108256247261,0.106195086587541,0.299422704795144
"7pm",0.189515813091099,0.252190138040475,0.435362485449247,0.0605185882938565,0.323353302770618
"8pm",0.182634447500798,0.215411633132938,0.414579877423915,0.00983811071807086,0.352930336313617
"9pm",0.181594399124917,0.183054096487152,0.429340571121799,0.0558381614319358,0.349600173017028
"10pm",0.160528461685411,0.170886884543742,0.393726801170257,0.0518480128289611,0.330539133224423
"11pm",0.1857406461378,0.177586712862114,0.400724781676759,0.0613391179374195,0.32454377373761
"12pm",0.180061114913456,0.170781364557912,0.433305582915284,0.07664745739901,0.334191266560141
"1am",0.180426207052565,0.168866836710446,0.436237389678241,0.0725970539838514,0.325759794063534
"2am",0.180920263204673,0.165432776714531,0.437722363370229,0.0745447374741408,0.327293562537355
"3am",0.18103758275557,0.16751121507855,0.429302218762118,0.0775228626612513,0.328107454576445
