"hour","mode1","mode2","mode3"
"4am",0.328303745635315,0.607704890951627,0.588392375067715
"5am",0.335150218510105,0.607603698175504,0.586617910390832
"6am",0.390846420341392,0.605601336875931,0.573180853767619
"7am",0.500857028759045,0.571901547816183,0.484750824409939
"8am",0.564003630441423,0.482779242972298,0.292403166207179
"9am",0.537986123986021,0.483435211369435,0.266324534781856
"10am",0.498166066729879,0.473463518461709,0.236879562704756
"11am",0.545224422447359,0.450359857097954,0.162814181807014
"12am",0.537395620542211,0.492424251570967,0.296861364572672
"1pm",0.590056695394259,0.494964098282471,0.290032003423404
"2pm",0.550248370047602,0.485730238032408,0.275537805535896
"3pm",0.609914026847431,0.498124147891823,0.307135243202989
"4pm",0.532958326626568,0.462636159165157,0.333742090708306
"5pm",0.444603554821323,0.540473407277609,0.464673776500791
"6pm",0.28642233993905,0.580023005904317,0.577535329810283
"7pm",0.406116171312944,0.636940684374298,0.622665455582914
"8pm",0.364778647594424,0.628125541792385,0.596144243714883
"9pm",0.337261866340387,0.62334917429206,0.592483130787691
"10pm",0.373706324672912,0.625148222637647,0.596173494591708
"11pm",0.360346901069548,0.625196839409537,0.593155066859469
"12pm",0.354100082049231,0.624031800121923,0.598019520514186
"1am",0.346294102919253,0.620962389933525,0.594253497071294
"2am",0.344740155366547,0.621604840348434,0.60019448737748
"3am",0.34745886325317,0.623489752665358,0.601340663487215
