"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";"1.3386904";"2.1999854";"1.4100948";"1.5489707";"0.4512362";"5.5603560";"2.1679684";"2.1627937";"2.1592514";"1.0503131";"2.0160265";"4.4149407";"2.5666643";"2.5014212";"9.4856930";"0.9410993";"0.0000000";"0.0000000";"1.8910482";"0.6344857";"0.0000000";"1.9674256";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"5am";" 1.5703910";" 2.1885782";" 2.0503783";" 2.6360375";" 1.6169427";" 4.9024894";" 2.9890274";" 3.2150047";" 3.0127174";" 2.8756715";" 2.0685373";" 4.8003778";" 2.3382774";" 3.9233593";"13.1902554";" 3.5295414";" 0.0000000";" 0.0000000";" 2.3856065";" 0.6554664";" 0.0000000";" 1.9795179";" 0.0000000";" 0.7028965";" 0.0000000";" 0.0000000";" 0.0000000";" 0.5565014"
"6am";" 2.353188";" 4.430436";" 4.050060";" 3.197220";" 2.715848";"13.084954";" 5.762000";" 2.776414";" 4.130685";" 3.672681";" 2.109593";" 8.848213";" 2.383278";"11.515633";"15.917088";" 7.490258";" 1.460540";" 0.000000";" 2.944960";" 2.354537";" 2.333066";" 2.711803";" 0.000000";" 1.737511";" 1.545442";" 3.308465";" 0.000000";" 1.794882"
"7am";" 7.674557";"14.923512";"17.013445";"14.664682";"10.286890";"22.764818";"15.261951";" 8.563675";"13.957336";"17.060641";" 6.796557";"23.841166";"15.690351";"34.545918";"36.008571";"22.408812";"16.939144";" 4.242251";" 9.222143";" 6.378046";"10.854372";" 5.206686";" 2.064285";" 6.326831";" 4.993465";"10.679443";" 4.947877";" 8.926779"
"8am";"37.71165";"34.41741";"36.49047";"30.92478";"23.60105";"35.30399";"23.39446";"17.38450";"21.93139";"33.75411";"28.67508";"51.14346";"29.88708";"45.98801";"52.98666";"37.97757";"26.93157";"11.22900";"17.02393";"14.29859";"18.58776";"10.09078";" 5.72887";"13.71208";"16.30757";"22.64538";"15.78798";"24.34268"
"9am";"38.178555";"37.945908";"36.554279";"31.373420";"25.669049";"38.216861";"26.767138";"21.202306";"23.891732";"39.038484";"36.509012";"55.595416";"34.836497";"48.977236";"55.298227";"45.773422";"27.527743";"15.881460";"18.036050";"15.388798";"21.219341";"10.026111";" 5.953819";"16.314870";"18.468422";"23.453327";"19.657480";"24.788752"
"10am";"40.604117";"38.154193";"35.786680";"33.607551";"25.562846";"39.786801";"26.242608";"20.508896";"27.001535";"39.593658";"35.182551";"55.939591";"33.175010";"50.282126";"54.694953";"46.760443";"28.718959";"12.583978";"18.887440";"18.498704";"20.057111";"11.199616";" 6.517323";"16.515187";"17.702922";"25.364974";"22.046729";"26.446426"
"11am";"41.019584";"35.174986";"36.236386";"33.337348";"22.704026";"39.290830";"26.686442";"20.444887";"23.875015";"38.845050";"37.814204";"52.272103";"29.174644";"45.424723";"54.141992";"43.754954";"28.258603";"13.290981";"19.111142";"18.624717";"19.657650";"10.673393";" 6.335085";"16.700112";"17.710303";"22.919715";"19.773678";"24.984984"
"12am";"24.789948";"25.752479";"29.128118";"21.855173";"17.300899";"37.998229";"17.522113";"13.822562";"13.039231";"28.664008";"25.270540";"37.201685";"16.486426";"36.489057";"41.998927";"30.669343";"19.182762";" 4.172392";"14.585040";"12.472352";"10.382593";" 6.923295";" 1.810805";"10.824720";"13.393489";"16.809497";"10.110400";"18.103145"
