"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096";"158.248096"
"max";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132";"2580.132"
"4am";" 977.0100";"1066.4546";"1128.3777";"1169.6598";" 908.2065";"1217.8223";"1348.5490";"1128.3777";"1362.3097";"1272.8651";"1465.5150";"1506.7971";"1286.6258";"1341.6686";"1444.8739";"1651.2845";"1603.1220";"1761.3701";"1286.6258";"1782.0112";"1616.8827"
"5am";"1004.5314";"1066.4546";"1128.3777";"1197.1812";" 921.9672";"1224.7027";"1314.1472";"1121.4974";"1362.3097";"1265.9848";"1472.3953";"1499.9167";"1231.5830";"1362.3097";"1424.2329";"1644.4041";"1575.6006";"1754.4898";"1252.2241";"1726.9684";"1575.6006"
"6am";"1066.4546";"1093.9760";"1169.6598";"1210.9420";" 949.4886";"1224.7027";"1252.2241";"1183.4205";"1382.9508";"1238.4634";"1382.9508";"1424.2329";"1183.4205";"1575.6006";"1327.9079";"1596.2417";"1458.6346";"1692.5666";"1217.8223";"1541.1988";"1417.3525"
"7am";"1603.122";"1087.096";"1197.181";"1245.344";"1128.378";"1080.215";"1190.301";"1210.942";"1458.635";"1176.540";"1355.429";"1197.181";"1059.574";"1905.858";"1052.694";"1341.669";"1286.626";"1534.318";"1107.737";"1362.310";"1238.463"
"8am";"1850.8147";"1217.8223";"1389.8311";"1142.1384";"1293.5062";"1080.2153";"1162.7795";"1169.6598";"1575.6006";"1135.2581";"1389.8311";"1080.2153";" 990.7707";"1933.3789";" 983.8903";"1217.8223";"1217.8223";"1527.4381";" 977.0100";"1279.7455";"1149.0188"
"9am";"1885.2164";"1410.4722";"1451.7543";"1121.4974";"1410.4722";"1032.0528";"1052.6939";"1135.2581";"1671.9255";"1142.1384";"1506.7971";" 970.1296";" 935.7279";"2009.0628";" 908.2065";"1197.1812";"1176.5402";"1486.1560";" 915.0868";"1204.0616";"1114.6170"
"10am";"1885.2164";"1513.6774";"1451.7543";"1052.6939";"1424.2329";" 977.0100";"1073.3349";"1080.2153";"1630.6434";"1155.8991";"1479.2757";" 990.7707";" 921.9672";"2105.3877";" 921.9672";"1169.6598";"1155.8991";"1424.2329";" 935.7279";"1176.5402";"1066.4546"
"11am";"1802.6522";"1451.7543";"1362.3097";"1052.6939";"1314.1472";" 928.8475";"1100.8563";"1121.4974";"1658.1648";"1093.9760";"1554.9596";" 970.1296";" 949.4886";"2091.6270";"1038.9332";"1190.3009";"1142.1384";"1382.9508";" 990.7707";"1210.9420";"1100.8563"
"12am";"1830.1736";"1410.4722";"1369.1900";"1107.7367";"1307.2669";" 977.0100";"1114.6170";"1093.9760";"1651.2845";"1128.3777";"1568.7203";" 990.7707";" 935.7279";"1919.6182";"1038.9332";"1231.5830";"1142.1384";"1382.9508";"1032.0528";"1238.4634";"1066.4546"
"1pm";"1919.6182";"1506.7971";"1472.3953";"1121.4974";"1321.0276";" 915.0868";"1066.4546";"1114.6170";"1720.0880";"1155.8991";"1472.3953";" 983.8903";" 928.8475";"2084.7467";" 997.6510";"1183.4205";"1073.3349";"1369.1900";" 928.8475";"1238.4634";"1038.9332"
"2pm";"1898.9772";"1396.7115";"1451.7543";"1087.0956";"1252.2241";" 963.2493";"1080.2153";"1149.0188";"1658.1648";"1190.3009";"1417.3525";" 990.7707";"1004.5314";"2022.8235";"1011.4117";"1217.8223";"1128.3777";"1403.5918";"1018.2921";"1252.2241";"1066.4546"
"3pm";"1685.686";"1286.626";"1369.190";"1107.737";"1376.070";"1018.292";"1176.540";"1155.899";"1589.361";"1135.258";"1403.592";"1142.138";"1052.694";"2009.063";"1045.814";"1272.865";"1197.181";"1410.472";"1032.053";"1314.147";"1107.737"
"4pm";"1279.745";"1190.301";"1259.104";"1190.301";"1038.933";"1114.617";"1197.181";"1032.053";"1486.156";"1087.096";"1486.156";"1272.865";"1155.899";"1713.208";"1204.062";"1389.831";"1389.831";"1486.156";"1128.378";"1437.994";"1307.267"
"5pm";"1183.421";"1114.617";"1224.703";"1135.258";"1025.172";"1155.899";"1265.985";"1032.053";"1327.908";"1176.540";"1548.079";"1410.472";"1176.540";"1389.831";"1286.626";"1472.395";"1396.711";"1603.122";"1162.779";"1548.079";"1424.233"
"6pm";"1176.540";"1142.138";"1149.019";"1135.258";"1093.976";"1162.779";"1259.104";"1059.574";"1321.028";"1176.540";"1575.601";"1403.592";"1176.540";"1376.070";"1327.908";"1513.677";"1403.592";"1575.601";"1204.062";"1582.481";"1431.113"
"7pm";"1135.258";"1114.617";"1149.019";"1169.660";"1114.617";"1204.062";"1252.224";"1004.531";"1341.669";"1204.062";"1623.763";"1403.592";"1176.540";"1389.831";"1321.028";"1527.438";"1431.113";"1575.601";"1197.181";"1575.601";"1431.113"
"8pm";"1114.617";"1038.933";"1142.138";"1142.138";"1032.053";"1197.181";"1286.626";"1032.053";"1382.951";"1190.301";"1561.840";"1437.994";"1197.181";"1376.070";"1334.788";"1499.917";"1444.874";"1582.481";"1279.745";"1623.763";"1458.635"
"9pm";" 983.8903";"1045.8135";"1100.8563";"1176.5402";" 983.8903";"1183.4205";"1314.1472";"1052.6939";"1348.5490";"1238.4634";"1520.5578";"1465.5150";"1238.4634";"1334.7883";"1362.3097";"1575.6006";"1479.2757";"1610.0024";"1279.7455";"1610.0024";"1506.7971"
"10pm";" 977.0100";"1052.6939";"1093.9760";"1128.3777";" 942.6082";"1169.6598";"1321.0276";"1073.3349";"1382.9508";"1238.4634";"1465.5150";"1465.5150";"1238.4634";"1348.5490";"1403.5918";"1630.6434";"1493.0364";"1610.0024";"1286.6258";"1637.5238";"1548.0792"
"11pm";" 956.3689";"1025.1724";"1093.9760";"1142.1384";" 928.8475";"1162.7795";"1341.6686";"1093.9760";"1389.8311";"1259.1044";"1444.8739";"1465.5150";"1245.3437";"1314.1472";"1444.8739";"1596.2417";"1513.6774";"1623.7631";"1307.2669";"1678.8059";"1541.1988"
