"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056";"5180.905056"
"4am";" 96.32493";" 41.28211";" 34.40176";" 48.16246";" 41.28211";" 96.32493";" 55.04282";" 55.04282";" 68.80352";" 27.52141";" 34.40176";" 75.68387";" 48.16246";"172.00880";" 41.28211";" 41.28211";" 27.52141";" 41.28211";" 55.04282";"103.20528";" 48.16246"
"5am";"172.00880";" 68.80352";"123.84634";"110.08563";" 96.32493";"240.81232";" 68.80352";" 82.56422";"165.12845";" 68.80352";" 41.28211";" 82.56422";" 61.92317";"419.70147";" 41.28211";" 68.80352";" 34.40176";" 96.32493";" 96.32493";"123.84634";" 41.28211"
"6am";" 529.78710";" 254.57302";" 268.33373";" 323.37654";" 364.65866";" 729.31731";" 185.76950";" 399.06042";" 447.22288";" 220.17126";" 172.00880";" 123.84634";"  96.32493";"1314.14723";"  82.56422";" 123.84634";"  68.80352";" 399.06042";" 172.00880";" 247.69267";"  68.80352"
"7am";"2187.9519";" 639.8727";" 708.6763";" 722.4370";"1637.5238";"1548.0792";" 460.9836";" 791.2405";"1410.4722";" 901.3261";" 694.9156";" 213.2909";" 110.0856";"3041.1156";" 275.2141";" 378.4194";" 130.7267";" 749.9584";" 440.3425";" 440.3425";" 123.8463"
"8am";"2862.2264";"1011.4117";"1197.1812";" 873.8047";"2394.3625";"1837.0540";" 577.9496";" 928.8475";"1782.0112";"1231.5830";"1155.8991";" 240.8123";" 130.7267";"3433.2956";" 412.8211";" 495.3853";" 130.7267";" 901.3261";" 550.4282";" 522.9068";" 165.1284"
"9am";"2999.8335";"1190.3009";"1293.5062";" 949.4886";"2531.9695";"1864.5754";" 598.5906";" 942.6082";"1892.0968";"1238.4634";"1355.4293";" 240.8123";" 137.6070";"3502.0992";" 419.7015";" 536.6675";" 130.7267";" 928.8475";" 529.7871";" 543.5478";" 185.7695"
"10am";"3041.1156";"1210.9420";"1334.7883";" 956.3689";"2566.3713";"1864.5754";" 598.5906";" 928.8475";"1926.4986";"1259.1044";"1376.0704";" 240.8123";" 130.7267";"3515.8599";" 405.9408";" 571.0692";" 123.8463";" 915.0868";" 529.7871";" 522.9068";" 178.8892"
"11am";"2924.1496";"1176.5402";"1293.5062";" 915.0868";"2463.1660";"1802.6522";" 522.9068";" 873.8047";"1816.4129";"1162.7795";"1279.7455";" 240.8123";" 137.6070";"3378.2528";" 337.1372";" 522.9068";" 110.0856";" 915.0868";" 495.3853";" 509.1460";" 165.1284"
