"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864";"4296.87864"
"max";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075";"18129.9075"
"4am";"11879.529";" 8435.753";"12467.279";" 8247.820";" 9127.356";" 9156.637";" 9099.250";" 9256.506";" 6200.073";" 8014.069";" 9962.404";" 8844.562";" 7854.448";" 7440.661";" 8073.588";" 7081.932";"11215.976";" 6007.005";" 8273.225";"12818.857";" 8771.353";" 6793.301";" 7732.433";" 5513.517";"10127.142";" 7911.182";" 7470.502";" 8941.662";" 7831.725";" 8928.904"
"5am";"11883.870";" 8459.293";"12417.615";" 8210.035";" 9077.708";" 9085.477";" 9268.891";" 9180.408";" 6181.760";" 7554.378";"10099.466";" 9082.521";" 7892.297";" 6609.228";" 8222.052";" 7356.501";"11126.696";" 6704.672";" 8539.735";"12838.620";" 8462.812";" 6503.119";" 7657.732";" 5436.965";" 9917.146";" 7961.989";" 7445.329";" 9036.078";" 7663.500";" 8952.303"
"6am";"11745.957";" 8272.077";"12137.911";" 7852.708";" 8905.635";" 8903.322";" 8529.123";" 8996.936";" 6591.154";" 7291.676";"10314.017";" 8967.209";" 7867.635";" 6545.103";" 8467.100";" 7356.952";"10753.847";" 6659.523";" 7613.589";"12820.767";" 8196.295";" 6597.582";" 7335.854";" 5288.481";" 9743.168";" 7961.989";" 7361.395";" 8765.625";" 7258.420";" 8743.882"
"7am";"10937.507";" 6891.405";"11796.363";" 8046.456";" 7208.938";" 7663.366";" 8379.302";" 7807.606";" 7647.521";" 6215.385";"14050.213";" 8068.199";" 9618.678";" 6450.180";" 8965.253";" 9272.668";" 9858.962";" 6386.060";" 6771.049";"10778.063";" 8899.677";" 5916.332";" 6601.351";" 4889.604";" 9131.841";" 7151.911";" 6631.448";" 8200.813";" 6340.356";" 8771.320"
"8am";"10909.252";" 7233.176";"12572.934";" 8371.494";" 6525.632";" 7024.598";" 7806.002";" 6818.564";" 7845.265";" 5147.349";"16095.566";" 8066.420";"10597.103";" 5918.651";" 8453.609";"11581.322";" 9265.913";" 6649.262";" 6629.889";" 9698.731";" 8758.266";" 6080.137";" 6104.555";" 4720.588";" 8804.249";" 6540.188";" 6113.104";" 7923.979";" 5422.753";" 8600.178"
"9am";"10454.759";" 7465.673";"12859.005";" 8114.986";" 6639.352";" 6247.883";" 7956.426";" 6830.953";" 8446.558";" 5212.252";"17117.985";" 8122.422";"10498.332";" 5632.862";" 8457.745";"12629.204";" 8707.626";" 6461.982";" 6594.484";"10148.487";" 9250.048";" 5589.038";" 5307.214";" 5195.417";" 8741.382";" 6602.849";" 5964.393";" 7789.475";" 5096.383";" 9138.626"
"10am";"10114.300";" 7338.914";"13127.678";" 8025.598";" 6433.455";" 6077.075";" 7539.154";" 6784.180";" 8343.577";" 4840.244";"17578.839";" 8525.725";"10738.976";" 5785.019";" 7733.644";"13127.793";" 8664.297";" 6275.359";" 6446.691";"10384.523";" 9428.294";" 5151.923";" 5247.757";" 5043.983";" 8695.476";" 6304.616";" 5947.879";" 7513.578";" 5216.604";" 9325.139"
"11am";"10181.415";" 6993.973";"12876.175";" 8192.092";" 6715.502";" 6316.240";" 8121.461";" 6674.396";" 8294.687";" 5067.067";"16888.724";" 9843.821";"10051.383";" 5733.357";" 6916.681";"12642.031";" 9111.473";" 6040.586";" 6541.843";"10118.707";" 9540.247";" 5158.602";" 5422.624";" 5170.424";" 8268.051";" 6477.272";" 5532.286";" 7742.838";" 5703.369";" 8639.562"
