"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797";"5792.10797"
"4am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0"
"5am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1160.9932";"   0.0000";"1775.6457";"   0.0000";" 872.3722";"   0.0000";"   0.0000";"1603.9509";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1716.3255";"   0.0000";"3633.5667";"1520.3425";"1781.1308";"1265.0224";"1848.7969";"4077.5741";"   0.0000";"1862.5670";"   0.0000";"   0.0000";" 770.2039";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"   0.0000";"   0.0000";"1135.7156";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1844.7456";"   0.0000";"4384.5825";"1740.0981";"1847.1767";"1265.0224";"1936.3967";"4380.5762";"   0.0000";"1840.2900";"   0.0000";"   0.0000";" 990.1236";"   0.0000";"   0.0000";"   0.0000";"1091.9681";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"   0.0000";"   0.0000";"1238.9361";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1771.5194";"   0.0000";"4016.2515";"1925.9678";"2389.1560";"1373.9988";"1982.7309";"5260.7824";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1345.2532";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 898.4853"
"11am";"   0.0000";"   0.0000";"1637.2442";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1787.4318";"   0.0000";"3749.0347";"2627.5860";"1863.6839";"1162.1944";"1089.7746";"4840.7692";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1290.1621";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 727.5972"
"12am";"   0.0000";"   0.0000";"1286.6917";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1777.1998";"   0.0000";"4616.7185";"1537.2901";"1902.2963";" 693.2658";"   0.0000";"3714.3233";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1288.1505";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"1pm";"   0.0000";"   0.0000";"1617.2197";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1878.7159";"   0.0000";"4717.9689";"1566.7153";"2396.9955";"1208.7539";"1009.4971";"4591.3017";"   0.0000";"1667.5488";"   0.0000";"   0.0000";" 872.5814";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
