"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084";"10121.46084"
"4am";" 0";"0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";"0"
"5am";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"681.3098";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"0";"  0.0000";"  0.0000";"0";"0";"  0.0000";"  0.0000";"  0.0000";"0"
"6am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"1244.5315";"   0.0000";"0";"   0.0000";"   0.0000";" 638.7387";" 830.4461";"0";"   0.0000";"0";"   0.0000";"   0.0000";"0";"0";"   0.0000";"   0.0000";"   0.0000";"0"
"7am";"   0.0000";"   0.0000";"2016.8031";"   0.0000";" 589.5284";" 572.7984";" 865.7740";"   0.0000";" 798.5320";" 618.3552";"   0.0000";"   0.0000";"   0.0000";"3727.6847";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1625.7360";"2462.7050";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1113.7859";"   0.0000";" 952.4322";"   0.0000"
"8am";"1383.2462";"1252.1003";"3001.3909";"1121.0727";" 810.2413";" 598.9960";"1545.8587";" 713.1021";"1115.7133";" 876.3133";" 907.6426";" 772.0774";"   0.0000";"6652.9946";"   0.0000";"   0.0000";" 560.6411";"   0.0000";"2415.0287";"6008.5183";"   0.0000";" 988.8961";"   0.0000";" 775.0326";" 393.1563";"   0.0000";"   0.0000";"1557.7363";"   0.0000";"1270.0539";"   0.0000"
"9am";"1750.7466";"1643.7034";"3901.4097";"1304.4052";"1040.3566";" 622.2530";"1828.3123";" 805.2596";"1551.9378";"1006.5573";"1386.6267";" 866.2436";"   0.0000";"7555.3614";" 763.9925";"   0.0000";" 632.3823";"   0.0000";"2535.5082";"8919.9464";"   0.0000";"1010.7533";"   0.0000";" 891.3677";" 393.1563";"   0.0000";"   0.0000";"1894.7125";" 589.8807";"1933.6190";"   0.0000"
"10am";"1954.7949";"1484.6572";"3796.8949";"1468.7629";"1203.2988";" 686.0009";"2125.6029";" 848.9795";"1498.3682";"1026.1883";"1470.6510";"1091.6784";" 611.0344";"7387.7066";" 821.9056";"   0.0000";" 568.7506";" 576.9117";"2799.9611";"9675.7884";"   0.0000";"1026.1038";"   0.0000";" 856.2852";" 475.6928";"   0.0000";"   0.0000";"1897.5247";" 614.7079";"1944.1467";"   0.0000"
"11am";"1642.1846";"1414.9035";"3094.5040";"1382.8529";"1030.5258";" 653.4815";"1894.9956";" 629.6121";"1496.3441";" 886.6854";"1346.2949";" 837.3207";" 722.0914";"6769.5444";"   0.0000";"   0.0000";" 717.8644";" 734.6041";"2238.6056";"8939.4584";"   0.0000";" 934.5400";"   0.0000";"1031.2955";"   0.0000";"   0.0000";"   0.0000";"1776.2973";"   0.0000";"1765.6763";"   0.0000"
