"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443";"7461.443"
"4am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"5am";"   0.000";"   0.000";"   0.000";"0";"   0.000";" 926.343";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1021.856";" 498.145";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"1168.673";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1499.026";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 976.247";"   0.000";" 801.244";"   0.000";"   0.000";"1392.908";" 904.336";"0";"   0.000";"   0.000";"   0.000";"   0.000";" 630.354";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"1525.007";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"7am";"1685.764";"2130.191";"1700.252";"1039.545";" 782.533";"3900.943";"1252.533";"   0.000";" 882.326";" 809.864";" 924.615";"1894.046";"1257.906";"1309.721";"1962.279";"   0.000";"2715.196";"1975.404";"   0.000";" 707.102";"   0.000";"1111.698";" 678.417";"1095.814";"1123.537";"   0.000";"   0.000";"   0.000";"   0.000";" 689.034";"   0.000";" 629.634";"   0.000";"1371.494";"   0.000";"   0.000";"   0.000";" 706.460";"2800.846";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2015.957";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"8am";"4348.348";"3519.856";"1995.420";"1242.588";"1253.110";"4950.847";"2432.685";" 549.614";"1562.022";"1061.208";"1259.978";"2876.681";"1865.118";"1569.188";"2614.535";" 834.583";"4320.941";"2672.956";"   0.000";"1117.094";" 613.349";"1913.165";"1185.578";"1472.783";"1714.322";"   0.000";"   0.000";"   0.000";"   0.000";" 883.987";"   0.000";" 581.555";"   0.000";"2311.494";"   0.000";"   0.000";"   0.000";" 817.969";"3903.181";"   0.000";"1083.583";"   0.000";"   0.000";"   0.000";" 763.819";"2632.882";" 834.385";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"9am";"5445.680";"4755.430";"2234.389";"1372.325";"1783.297";"4873.777";"3542.285";" 671.921";"1829.068";"1111.021";"1429.853";"3118.891";"1986.082";"1719.370";"3352.297";" 992.989";"5426.763";"2862.429";"   0.000";" 978.984";" 711.708";"2573.768";"1161.661";"1511.281";"1553.148";"   0.000";"   0.000";"   0.000";"   0.000";" 898.921";"   0.000";" 708.673";"   0.000";"2943.172";"   0.000";"   0.000";"   0.000";" 919.634";"4094.977";"   0.000";" 998.904";" 524.221";"   0.000";"   0.000";" 855.387";"2737.671";" 887.583";" 776.308";" 765.092";"   0.000";"   0.000";"0"
"10am";"6150.216";"4466.629";"2275.593";"1539.774";"1751.121";"4742.350";"3456.160";"   0.000";"1927.188";"1059.490";"1382.907";"3216.205";"1979.474";"1626.566";"3346.117";" 605.083";"5256.641";"2887.713";"   0.000";"1015.730";" 849.796";"2384.226";"1079.770";"1476.206";"1618.333";"   0.000";"   0.000";"   0.000";"   0.000";" 836.187";"   0.000";" 689.467";" 442.450";"2711.021";"   0.000";"   0.000";"   0.000";"1046.231";"4493.523";"   0.000";"1214.238";" 543.843";"   0.000";"   0.000";" 875.283";"3004.971";" 887.583";" 868.939";" 835.306";"   0.000";"   0.000";"   0.000"
"11am";"5430.599";"4120.669";"2392.155";"1587.285";"1225.097";"4388.129";"2936.515";"   0.000";"1667.882";" 714.156";"1203.584";"2932.763";"1503.200";"1529.115";"2976.449";"   0.000";"4640.257";"2645.184";"   0.000";" 979.628";" 593.632";"2314.870";"1015.416";"1410.878";"1166.313";"   0.000";"   0.000";"   0.000";"   0.000";" 725.001";"   0.000";" 652.707";"   0.000";"2674.790";"   0.000";"   0.000";"   0.000";" 899.848";"3619.788";"   0.000";"1140.440";"   0.000";"   0.000";"   0.000";" 855.387";"2656.041";"   0.000";" 746.229";" 823.495";"   0.000";"   0.000";"0"
"12am";"4476.071";"3504.492";"2115.718";"1260.508";"1334.187";"3349.474";"2448.404";" 733.277";"1053.668";"   0.000";"1125.486";"2312.414";"1286.766";"1260.429";"2074.084";" 586.225";"4184.047";"2460.413";"   0.000";" 868.170";" 648.161";"1699.818";" 690.237";" 854.922";" 752.297";"   0.000";"   0.000";"   0.000";"   0.000";" 865.439";"   0.000";" 438.717";"   0.000";"1606.204";"   0.000";"   0.000";"   0.000";" 660.389";"3307.026";"   0.000";" 750.603";"   0.000";"   0.000";"   0.000";"   0.000";"1885.634";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"1pm";"4975.428";"4239.412";"2112.313";"1148.587";"1542.298";"4275.814";"2715.686";" 760.640";"1289.411";"   0.000";"1228.864";"2861.752";"1748.190";"1405.230";"2841.416";" 802.175";"4997.851";"2991.172";"   0.000";"1085.037";" 643.355";"2290.633";"1051.346";"1167.920";"1029.774";"   0.000";"   0.000";"   0.000";"   0.000";" 851.811";"   0.000";" 715.127";"   0.000";"2531.554";"   0.000";"   0.000";"   0.000";" 715.583";"3185.598";"   0.000";"1082.646";" 545.080";"   0.000";"   0.000";" 778.595";"1717.869";" 812.429";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
