"district","hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"001","4am",1.0551676,7.660782,14.84102,30.209667,46.233362
"002","4am",3.9248996,5.75862,23.98605,35.006204,31.324231
"003","4am",11.1882429,3.173135,18.58013,37.395081,29.663407
"004","4am",3.5732255,9.605802,13.61448,47.230616,25.975881
"005","4am",2.9907271,5.472737,24.6102,36.405064,30.521275
"006","4am",4.889119,13.13443,36.54931,33.979329,11.447813
"007","4am",11.3322191,11.937648,33.08443,29.477855,14.167848
"008","4am",2.0404779,16.933977,21.30587,42.69529,17.024383
"009","4am",8.92522,6.355683,19.38331,31.798091,33.537697
"010","4am",12.503915,4.965634,27.13385,23.76784,31.628763
"011","4am",2.4946194,5.51104,28.8652,37.688596,25.440546
"012","4am",11.8148103,11.352572,17.88218,41.002051,17.948383
"013","4am",3.0715255,26.89535,19.74824,28.583784,21.701099
"014","4am",14.0218069,28.288408,35.26153,14.785798,7.642454
"015","4am",8.2490856,20.800695,28.03726,23.565252,19.347706
"016","4am",12.4149583,15.180422,40.77325,19.040517,12.590852
"017","4am",6.7588181,16.274236,33.57384,22.382094,21.011009
"018","4am",4.2961414,23.877818,20.35288,32.326786,19.146377
"019","4am",9.7229888,24.035924,22.29719,28.563491,15.380411
"020","4am",11.7719021,15.862325,23.46286,28.609841,20.293068
"021","4am",5.7581634,29.634712,36.87053,22.945255,4.791341
"022","4am",9.3650588,16.333347,32.13855,34.847791,7.315258
"023","4am",6.4501202,20.476928,36.35404,31.54529,5.173625
"024","4am",16.768367,28.368833,18.83831,25.034786,10.989704
"025","4am",10.0332622,21.221747,43.2733,19.161041,6.310645
"026","4am",3.6819461,22.614035,33.42804,30.493607,9.782369
"027","4am",12.1990814,14.848077,35.60433,27.418537,9.929975
"028","4am",9.063847,20.283797,27.8428,28.881436,13.928118
"029","4am",14.5369253,25.620811,30.19208,12.24624,17.403947
"030","4am",9.6585582,9.154122,48.86921,24.113294,8.204817
