"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228";"2.73992801186228"
"max";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893";"55.5795011012893"
"4am";"28.072185";"35.985256";"22.836385";"13.526244";"27.019253";"17.063406";"22.649992";"21.067194";"14.858080";"10.609712";"22.050602";" 9.841081";"22.106310";"19.484859";"27.771992"
"5am";"27.865023";"35.985256";"22.618421";"15.076421";"27.124214";"16.193505";"24.309910";"21.200522";"15.124536";"10.952035";"21.818888";" 9.916064";"21.406278";"19.484859";"27.241119"
"6am";"27.49700";"35.91642";"22.98798";"14.50470";"27.41678";"16.20267";"24.15960";"21.37156";"15.52690";"10.86917";"21.97385";"10.62727";"21.25957";"20.48444";"27.24112"
"7am";"29.06981";"34.66808";"23.05203";"17.49561";"24.52481";"15.02844";"22.34043";"14.52690";"13.41964";"11.98717";"18.51286";" 7.83920";"16.73889";"18.58241";"25.40601"
"8am";"31.247392";"31.596180";"25.052900";"13.703632";"16.548420";"15.599513";" 7.341324";"12.185760";" 5.809057";"13.267171";"23.757196";" 5.618007";"13.667099";" 7.634006";"19.393897"
"9am";"29.341431";"33.752703";"26.490651";"12.565063";"17.314784";"15.571939";" 8.353961";"12.371440";" 7.776881";"12.960481";"21.117500";" 4.670081";"11.770583";" 9.739916";"16.190064"
"10am";"28.543423";"35.117602";"27.613507";"15.207292";"11.876381";"16.832908";" 5.975156";"15.624204";" 8.057795";"12.199298";"16.312067";" 4.630596";" 8.613031";" 7.971189";"14.015784"
"11am";"34.745768";"37.253281";"27.499480";"11.827731";"11.842741";"14.058178";" 8.323415";"16.050996";" 6.878446";"10.605061";"18.925661";" 3.026929";"10.052973";" 3.622013";"14.033204"
"12am";"33.621753";"34.996970";"24.195991";" 8.537238";"18.379348";"11.996754";"11.721848";"20.220612";"10.891388";"10.648174";"16.501396";" 5.474030";"14.754622";"11.761735";"23.733181"
"1pm";"30.238639";"34.953745";"26.952570";" 9.375787";"15.295752";"12.246496";" 7.197668";"20.179968";" 7.794717";"13.140757";"18.511540";" 2.915567";" 8.522536";" 7.353625";"22.128489"
"2pm";"28.818757";"35.298926";"26.136806";"12.098730";"16.748817";"11.428373";" 6.918627";"17.868061";"14.824256";"11.024225";"23.841463";" 2.739928";"10.024978";"10.256922";"18.669454"
"3pm";"30.422785";"33.870756";"25.521713";"14.558383";"19.396652";"11.893912";" 6.322766";"15.565758";"15.517432";" 8.826747";"18.227717";" 4.817257";"11.651341";" 8.736602";"16.363922"
"4pm";"31.711502";"37.277308";"26.036333";"15.552576";"15.876628";"11.214092";" 8.332481";"18.330284";"10.704235";" 8.635750";"21.574851";" 4.577462";"11.384167";" 9.619804";"21.112212"
"5pm";"28.744726";"36.006541";"28.419809";"17.489461";"24.503731";"15.621090";"22.765295";"18.031258";" 7.145186";" 5.997991";"26.288618";" 6.914898";"13.402300";"11.887792";"17.682506"
"6pm";"34.286044";"35.809718";"25.402044";"25.327830";"25.260235";"15.431624";"13.312136";"18.391179";"10.659169";" 8.623604";"19.829489";" 8.658888";"16.676839";"16.156446";"26.123016"
"7pm";"35.267254";"33.792241";"23.855702";"10.723530";"28.638688";"16.755386";"23.049410";"17.335757";"12.134591";" 9.279442";"23.444630";" 6.843918";"20.035496";"19.413005";"24.766288"
"8pm";"32.408813";"35.941914";"24.275189";"11.449461";"26.772031";"17.643449";"20.575479";"20.655169";"13.314010";" 7.810283";"25.583550";" 9.395007";"20.881437";"19.512015";"26.733316"
"9pm";"31.080629";"36.867666";"22.681260";"12.164283";"26.875072";"18.223529";"22.703744";"21.685647";"12.813743";" 7.465827";"25.576549";" 9.061171";"22.691991";"19.449360";"25.760126"
"10pm";"30.743909";"37.173759";"23.341523";"12.132253";"26.591179";"18.027141";"22.079600";"20.356078";"13.179216";" 8.161863";"25.335461";" 9.818719";"23.073644";"18.829253";"26.774528"
"11pm";"31.303912";"35.475453";"23.299188";"12.071644";"26.625682";"16.284823";"23.979931";"21.473255";"13.091047";" 9.191772";"26.569976";"10.361686";"21.652430";"19.102642";"27.491651"
"12pm";"31.222089";"35.475453";"22.776767";"14.387472";"26.625682";"16.313724";"23.882814";"21.366947";"14.888502";" 9.235479";"26.115464";"10.361686";"22.378987";"19.102642";"27.313250"
"1am";"29.921296";"37.277993";"23.079286";"14.186796";"26.625682";"16.701113";"22.878597";"21.366947";"14.785346";" 9.235479";"26.115464";"10.361686";"22.378987";"19.315439";"27.313250"
"2am";"30.151203";"37.277993";"23.079286";"14.186796";"26.625682";"16.701113";"22.789552";"21.256745";"14.785346";" 9.235479";"26.115464";"10.361686";"22.378987";"19.315439";"27.313250"
"3am";"30.15120";"37.27799";"22.14638";"14.18680";"26.62568";"16.70111";"22.78955";"21.47010";"14.78535";"10.11385";"26.11546";"10.36169";"22.37899";"19.31544";"27.31325"
