"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149";"0.643365360744149"
"max";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666";"67.349478714666"
"4am";"52.84450";"35.37950";"43.20824";"48.18389";"47.94184";"44.68430";"28.87693";"63.69500";"51.26469";"45.50398";"55.51008";"52.16420";"53.22678";"44.29160";"52.55648";"56.19804";"50.22153";"49.62859";"48.09861"
"5am";"52.29303";"35.53531";"41.74034";"48.44466";"47.45060";"45.89995";"28.87693";"64.09184";"51.77887";"45.39625";"56.47686";"53.73294";"53.43923";"43.05753";"52.23665";"56.57623";"49.97023";"49.28950";"48.60953"
"6am";"50.93798";"33.23125";"42.61261";"48.48392";"48.60354";"45.74428";"29.00532";"62.81927";"50.71313";"45.98145";"56.47686";"53.38303";"51.18918";"50.41167";"52.30930";"56.68010";"48.96904";"48.67643";"47.41097"
"7am";"41.09372";"40.30408";"45.67320";"51.37214";"55.84600";"43.55848";"33.61483";"59.58151";"49.68372";"45.82180";"56.08019";"49.28792";"56.52709";"49.56820";"47.60048";"56.67226";"58.25754";"49.05568";"44.29795"
"8am";"41.71282";"42.30351";"45.82259";"51.19364";"54.90372";"52.88089";"38.42011";"57.60634";"47.06358";"48.02196";"55.88008";"46.50677";"56.76800";"51.31291";"46.94947";"51.99925";"58.65241";"49.07500";"46.42222"
"9am";"42.16506";"38.61979";"45.00295";"49.97985";"53.12356";"53.18326";"40.06673";"56.90613";"48.98450";"49.04720";"55.79767";"49.34611";"55.99928";"51.70593";"45.37396";"55.72518";"61.77190";"49.09972";"46.75451"
"10am";"44.14457";"36.99566";"46.71779";"49.24903";"56.63678";"51.26589";"39.33441";"55.77518";"48.28773";"45.62912";"58.13599";"45.43472";"52.12242";"55.60085";"48.55333";"60.66303";"64.44821";"49.25922";"47.41659"
"11am";"43.48996";"40.62689";"47.98432";"52.86801";"52.10999";"50.89026";"38.80458";"56.18767";"47.11016";"50.46602";"53.39832";"46.16332";"55.35197";"55.28947";"46.73554";"54.26297";"61.12125";"51.74455";"49.30753"
"12am";"43.59798";"39.64441";"46.28858";"55.01250";"58.03464";"51.69377";"34.93038";"61.57417";"47.81245";"49.96431";"54.63675";"46.25400";"53.69493";"52.52557";"46.60422";"54.40007";"43.80247";"47.53219";"49.82075"
"1pm";"42.65526";"49.25400";"48.80584";"52.60577";"58.22090";"53.47823";"31.56447";"57.63845";"47.91119";"52.27194";"51.08546";"42.28227";"52.27089";"53.67854";"46.16278";"49.73082";"57.46275";"55.49912";"51.28869"
"2pm";"41.47036";"50.85451";"46.01697";"40.84440";"57.08604";"50.75892";"42.35240";"58.82512";"44.16466";"52.08524";"49.42721";"40.87924";"54.64278";"53.11724";"48.90473";"50.08098";"56.85515";"50.63226";"55.85434"
"3pm";"38.60073";"55.28446";"44.08635";"44.23171";"53.96116";"52.26830";"38.05664";"57.11133";"45.08932";"52.72802";"49.52577";"45.03219";"55.73482";"47.15832";"48.10696";"49.15221";"57.10330";"53.83691";"54.96091"
"4pm";"42.28410";"49.72149";"48.14027";"51.16220";"46.82440";"49.26815";"38.40943";"59.64087";"42.69997";"51.40148";"49.57567";"46.99305";"56.05023";"48.35326";"45.48950";"52.18339";"52.87036";"55.55819";"50.84390"
"5pm";"40.71082";"47.96213";"42.53191";"52.09347";"49.30132";"46.42406";"33.51812";"60.26112";"48.61507";"53.39308";"55.54353";"50.91317";"53.15714";"45.85703";"50.06846";"54.95176";"60.78592";"50.14341";"51.20513"
"6pm";"47.64058";"41.79195";"48.40820";"47.87246";"49.55147";"43.76506";"30.34957";"62.57469";"52.82104";"49.76808";"54.19592";"49.83040";"51.06463";"49.09046";"51.87029";"53.05687";"55.24406";"53.88459";"52.43423"
"7pm";"52.13403";"44.42842";"42.40850";"51.05828";"44.25912";"39.18647";"25.94999";"62.71677";"54.04987";"54.99248";"51.95681";"53.47473";"51.42646";"49.43293";"53.04761";"54.18012";"52.04172";"52.47702";"48.55893"
"8pm";"54.02019";"44.01830";"41.19446";"50.42841";"43.85901";"39.91884";"30.85720";"67.34948";"50.66389";"48.94269";"52.48419";"52.55597";"53.91193";"49.31921";"50.81049";"55.61057";"49.03542";"49.94464";"45.59883"
"9pm";"52.55254";"40.39262";"42.56525";"49.21975";"45.46172";"37.77305";"30.97974";"66.48598";"51.60123";"49.28620";"54.53015";"53.40887";"54.03247";"47.39718";"51.57498";"52.82501";"48.80485";"49.81353";"50.12926"
"10pm";"50.25706";"39.03490";"42.38818";"49.88924";"44.68874";"42.33831";"27.91348";"65.82600";"51.35899";"48.58240";"53.76005";"50.21574";"55.21126";"46.55847";"51.92002";"53.76186";"48.42585";"49.52387";"46.65498"
"11pm";"46.92489";"39.51609";"41.31125";"49.31947";"46.31846";"42.93886";"28.05552";"64.28454";"51.19398";"48.41465";"53.59525";"50.78373";"55.11423";"46.59442";"52.84831";"54.52350";"49.64313";"49.47493";"47.58281"
"12pm";"47.38686";"39.51609";"41.38074";"49.13834";"46.07513";"43.35455";"30.85723";"64.28454";"51.19398";"46.21625";"53.59525";"50.78373";"53.74724";"46.59442";"52.84831";"54.52350";"49.93392";"49.85854";"47.40909"
"1am";"49.39713";"39.51609";"41.38074";"49.13834";"46.07513";"42.81696";"31.77806";"64.28454";"50.91381";"46.21625";"54.31329";"50.58895";"52.40063";"46.40539";"52.77377";"54.21943";"50.50757";"49.73629";"47.34301"
"2am";"50.17631";"39.51609";"41.16090";"49.13834";"46.07513";"43.96753";"29.31277";"64.28454";"50.46427";"46.45769";"54.56441";"50.58895";"52.40063";"46.06446";"52.19397";"54.21943";"50.50757";"49.73629";"47.95460"
"3am";"52.35989";"37.00332";"41.16090";"49.13834";"46.07513";"43.81018";"29.31277";"64.28454";"50.46427";"46.45769";"54.56441";"50.58895";"52.40063";"46.06446";"52.19397";"54.21943";"50.50757";"49.73629";"47.95460"
