"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236";"10667.197236"
"4am";" 141.97270";"   0.00000";" 169.20269";"  21.12062";" 344.45173";"7004.68777";"3605.87728";"8917.71169";"8747.70479";"8986.82280";"6055.46362";"8850.42237";"7288.99562";"4986.73844";"5387.70635";"4328.89149";"8622.44745";"7157.08484";" 154.92794";"   0.00000";"8858.12082";"2108.41664";"3330.47257";"7420.27980";"7716.67964";"6769.29671";"3883.78168";"  94.07160";"7217.21316";"3862.31873";"7977.39805";"4878.44922";"7541.85702";"   0.00000";"4993.32870";"8158.23191";"7188.21931";" 107.09583";"7597.44608";"8956.04066";"   0.00000"
"5am";" 202.34926";"  54.12449";" 169.20269";"  21.12062";" 436.91091";"6967.36031";"3487.73785";"8553.38075";"8896.48270";"8801.83893";"6096.01808";"9138.61521";"7424.51911";"4862.68346";"5285.57320";"4309.48659";"8753.43490";"7617.96780";" 154.92794";"   0.00000";"8817.68228";"2109.48234";"3176.66005";"7209.57402";"7412.59769";"6614.40697";"3773.25063";"  94.07160";"7502.48920";"3673.47147";"8084.70434";"4920.62038";"7428.23772";"   0.00000";"4605.42015";"8128.08793";"7181.45721";" 163.90548";"7419.98258";"8630.36738";"  40.01342"
"6am";" 433.18164";" 120.50564";" 270.43570";"  21.12062";" 610.64953";"6471.84214";"3380.31499";"8483.25836";"8693.57209";"8490.81710";"5840.02107";"8815.79856";"7199.85663";"4628.87080";"4917.73414";"4130.67831";"8270.03496";"7549.03163";" 260.54781";" 156.57581";"8445.92257";"1995.80896";"3224.00362";"6589.52239";"6884.74463";"6239.50826";"3325.15898";"   0.00000";"7138.52413";"3716.00247";"8019.19850";"4766.63832";"7283.22291";"   0.00000";"4532.84582";"7564.16762";"7113.01360";" 225.84340";"7006.10240";"8110.80217";" 203.83228"
"7am";"1858.6280";"2719.7067";" 554.5059";"1497.4940";"1698.6920";"5922.9085";"3152.6135";"6768.4468";"7944.1230";"7915.9543";"5404.7183";"8266.0353";"7004.2255";"4243.9460";"4584.3948";"3647.0251";"7618.1611";"6771.2824";" 260.5478";" 344.7342";"9120.1955";"1652.6466";"3092.0381";"6028.9627";"5864.7372";"5350.9078";"2789.0028";" 132.2872";"6631.5456";"3273.6913";"8044.0467";"4169.2634";"6283.3064";" 133.6096";"3939.9806";"7375.0550";"7197.4864";" 674.1187";"6085.2887";"7378.9981";" 459.8660"
"8am";"4048.5724";"3369.6147";"1027.7292";"1979.2646";"2241.4458";"5703.8901";"3204.7317";"6597.2771";"6913.4452";"7454.7141";"5510.3814";"7360.9656";"7551.9117";"4243.9363";"4055.9685";"3576.1435";"7222.6976";"6439.1375";" 388.0824";" 344.7342";"8931.1671";"1423.2570";"3559.2682";"5898.4473";"5213.0552";"4921.9794";"2484.1586";" 199.1245";"6603.5393";"2896.5555";"7581.8574";"4099.0500";"5466.4501";" 112.2666";"3361.0802";"6800.1963";"7761.5525";"1031.7317";"5762.4887";"7317.0955";" 747.5597"
"9am";" 5246.8681";" 3851.7042";" 1144.8622";" 2245.9126";" 2559.1511";" 6047.0336";" 2916.6571";" 6453.0793";" 6483.7829";" 7649.3693";" 5903.7989";" 7017.0268";" 7907.0688";" 3765.4225";" 3798.7430";" 3682.4077";" 6624.4540";" 5688.2437";"  418.7850";"  425.8513";"10215.5113";" 1381.7586";" 3230.3336";" 5455.7284";" 5300.1429";" 4429.1810";" 2258.8625";"  199.1245";" 6281.8234";" 2871.2317";" 7281.3253";" 4159.8404";" 5215.3435";"  179.1845";" 3000.0637";" 6466.1403";" 7723.3433";" 1031.7317";" 5735.0518";" 7316.6943";"  758.2298"
"10am";" 5418.3672";" 3919.8349";" 1124.9357";" 2048.1046";" 2440.1494";" 5702.5117";" 2999.5577";" 6656.6819";" 6308.5627";" 7390.5018";" 6003.7540";" 6820.5416";" 9051.0729";" 3752.8245";" 3905.0389";" 3422.1003";" 6577.9696";" 5878.8986";"  457.7318";"  478.2750";"10291.7341";" 1313.8063";" 3296.7468";" 4914.1625";" 5211.6634";" 4525.8353";" 2210.8132";"  240.5407";" 6163.1049";" 2988.9272";" 7010.3704";" 4252.6980";" 5023.3250";"  179.1845";" 3208.9474";" 6274.9081";" 7379.1087";" 1080.7598";" 5350.7644";" 7236.2973";"  867.5311"
"11am";"4967.8311";"3956.1144";" 854.3880";"2014.2105";"1963.3885";"5648.4419";"2993.7735";"6556.9798";"6781.2030";"7840.9329";"5880.6391";"7209.7245";"8340.7928";"3807.1215";"3843.8134";"3634.2961";"7042.7654";"6147.8331";" 378.0011";" 425.8513";"9661.6277";"1454.6295";"3299.1585";"5270.6971";"5208.7345";"4682.3650";"2503.1462";" 238.9450";"6278.5094";"2874.8055";"7239.7704";"3967.5244";"5388.7221";" 151.2482";"3289.7342";"6517.1885";"7020.8951";" 953.5114";"5789.7031";"7131.8972";" 855.0079"
