"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.442537352963244,0.574116892772583,0.0973465760316908,0.524217106263497,0.132134128323082
"5am",0.44196617601847,0.570985124740596,0.0971106612875618,0.54235160436653,0.131264725482107
"6am",0.410777873975181,0.58538997138007,0.0817149092344444,0.562228741432595,0.1282460822263
"7am",0.370063229815471,0.471456543618909,0.0287947189049988,0.505840071347095,0.0984563821833441
"8am",0.181842144814488,0.302483253986487,-0.0216187668184143,0.394986436435621,0.0491964963868993
"9am",0.1903148597915,0.230823532498229,0.00332492404611347,0.405147206751999,-0.00218507735908014
"10am",0.153822680341648,0.260498282496834,0.0149332465897571,0.366332882267608,0.0213128118986595
"11am",0.183233903989014,0.26637036262788,-0.0113465217653542,0.400721301109015,0.0162945949380212
"12am",0.199623777722073,0.251785730345552,0.0101193763338306,0.402218216964021,0.00531545944382886
"1pm",0.17476688887917,0.309673610869933,-0.0972524689044602,0.372280136930743,-0.0138091631171002
"2pm",0.174231856990181,0.31527302256473,-0.106811172223693,0.346012751096222,-0.00642552831078149
"3pm",0.177711161823321,0.347911229056519,-0.0796075245469574,0.412149043336052,0.10564884593446
"4pm",0.138941652315483,0.411382950197276,-0.0242214412487273,0.424617187255652,0.161880810299952
"5pm",0.256195569598325,0.46287983408972,-0.00754772895146342,0.446765220959528,0.109297379148865
"6pm",0.308393167232398,0.471381508583872,0.0851227104319275,0.486343204050381,0.147930077292242
"7pm",0.407228967115027,0.512962433048279,0.0555767197377719,0.518524478998881,0.0991267425523733
"8pm",0.448042149915096,0.590149721454557,0.0814926808526294,0.496175188479204,0.0955601578904838
"9pm",0.43183015415003,0.594826377482445,0.0919286403743799,0.496853479151689,0.113354139878899
"10pm",0.397567655614101,0.579085996202125,0.0832902888064699,0.502950064036492,0.115944668809763
"11pm",0.379988452775016,0.573653949743117,0.0814583940495404,0.486319333531259,0.123550299736844
"12pm",0.388822113704619,0.565077888453625,0.0941661824883507,0.484912434230878,0.12315791352669
"1am",0.400495738346892,0.554456844351704,0.0967095143918513,0.484984572027269,0.111365661342411
"2am",0.397819266927385,0.562589526117902,0.0945197600070205,0.482248414122284,0.116140532194374
"3am",0.408974270126801,0.564357733092681,0.0951985190340424,0.491907406535093,0.116936639832783
