"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.120801279285073,0.29900302252191,0.0651704107036405,0.464814478875052
"5am",0.125477680003014,0.316303596702272,0.0589907110393765,0.46454231213031
"6am",0.137421199443139,0.324666825874215,0.0569755402222881,0.4714933730195
"7am",0.173708032299882,0.334661409589783,-0.00954473702243164,0.48888696678426
"8am",0.231692399642681,0.331155956387038,-0.0118950031828169,0.412457297196159
"9am",0.206888844969683,0.343888695370886,-0.009737250611745,0.452257458964035
"10am",0.211158045099237,0.361737857305082,0.0200675046130916,0.442138359075831
"11am",0.242008671701614,0.351971639929691,0.00897591351812351,0.45387442574697
"12am",0.249926229653932,0.36691407337375,-0.0310204384624281,0.456199220759282
"1pm",0.218162003293805,0.354759265246255,0.00832715300228103,0.450645847264112
"2pm",0.212359230448465,0.369147005877566,0.0568717128281063,0.444855953317606
"3pm",0.247987161450892,0.347884797487064,0.0670227378785199,0.431126974965978
"4pm",0.161573323398734,0.391899019311917,0.0731850472622179,0.455589581570363
"5pm",0.157616087499011,0.307439161709932,0.0869349567272866,0.433797340544389
"6pm",0.169023876305987,0.338778529825423,0.0757027253155424,0.476604222864399
"7pm",0.140727181679562,0.319816045339193,0.0487558328072484,0.48441592067657
"8pm",0.123394731450058,0.32097409016111,0.0284927591688227,0.485070763878459
"9pm",0.118363893593264,0.309853794481991,0.0312995718518787,0.475293317610899
"10pm",0.110906203203965,0.304562588429244,0.0578536969353576,0.469439612451982
"11pm",0.117501222725726,0.312566656751561,0.0460586253697362,0.480511999493719
"12pm",0.115795250297378,0.320809452089681,0.0401544390520678,0.473779199431799
"1am",0.115265610958912,0.32282501097645,0.0512522159913182,0.477503323424443
"2am",0.117974075675477,0.327493419763449,0.0451409264451703,0.476750083119217
"3am",0.117832534006325,0.330135148250267,0.0479096396892177,0.475004583171556
