"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.251231528956746,0.386367981309772,0.107525276510073,0.142635408548512,0.445260581805668
"5am",0.251492334331665,0.368962510048263,0.0806985080368781,0.157482338490554,0.449237094009147
"6am",0.252787947176696,0.374017418532058,0.069678114548609,0.183927512696986,0.460615268152012
"7am",0.24643928704089,0.4030427749841,0.0878088273012885,0.168407901951958,0.455147492142232
"8am",0.235390904456098,0.502820300517816,0.138349040517855,0.197460467230099,0.418202429218532
"9am",0.263766634148485,0.489912265509287,0.0525743252432251,0.139445411275496,0.454914967224924
"10am",0.26589573297083,0.472657284007624,0.0951760532900588,0.148157299231408,0.452989011627651
"11am",0.278926376314873,0.440385802231265,0.0614523639850301,0.150724576159579,0.471942838231689
"12am",0.272857307561135,0.471345311074049,0.0420127823704224,0.16384996130468,0.524434765752541
"1pm",0.217476436071783,0.445343937842682,0.0792428943584249,0.154068309701221,0.431482878701944
"2pm",0.25980894509235,0.40816290095176,0.0532984960863399,0.118007805395725,0.456300477203702
"3pm",0.252716801811996,0.413139937987345,0.0577760787947007,0.177334965846215,0.426582757444266
"4pm",0.267018817586631,0.435138360333908,0.0933900300151385,0.148535880104719,0.471996299971332
"5pm",0.186091645057093,0.38513738675692,0.147389825731824,0.134234430408885,0.480841394066965
"6pm",0.246087533139755,0.38299502596966,0.0643674803524812,0.101082190996526,0.491799658595065
"7pm",0.273850779206148,0.408085181280522,0.071284185837031,0.142764287330179,0.482652760029845
"8pm",0.271557053467465,0.41842561972081,0.106442337054478,0.16057297627182,0.44598988341313
"9pm",0.239322953075513,0.395389684384999,0.097823333658393,0.154373178601247,0.431891031754414
"10pm",0.233021195837015,0.393978988811176,0.104927627320043,0.168332225937242,0.454071492048112
"11pm",0.225621232189706,0.399781134089923,0.111083360630461,0.158791047048123,0.447331383176205
"12pm",0.222170990188091,0.379167718524664,0.109016716737251,0.169256422429225,0.441465483023566
"1am",0.223666480148952,0.376360030892722,0.111598445483289,0.16639518755875,0.446798924664628
"2am",0.225229098410896,0.375199155397743,0.11878879728294,0.177460233676131,0.445794191774205
"3am",0.22584822724557,0.378347094130092,0.119431687568749,0.175973806926326,0.445660798648387
