"hour","resarea1","resarea2","resarea3"
"4am",0.414614160816496,0.0616861902042234,0.714334077272574
"5am",0.419642255589352,0.0580924701751077,0.716819269578563
"6am",0.424129648065227,0.0571923178623964,0.715991617322575
"7am",0.443044005145088,0.0731004663905324,0.724520473807479
"8am",0.455232075912042,0.0930943994405851,0.73275084593906
"9am",0.4781928755873,0.114175605136201,0.745398200056623
"10am",0.473647876738212,0.128482219400302,0.73044879988064
"11am",0.468571140747945,0.112236832554789,0.735117190455706
"12am",0.436891096304423,0.0856677932943907,0.731893316022915
"1pm",0.442605162263465,0.0965896190994388,0.737514563361024
"2pm",0.449264780840017,0.106253141188298,0.747925103436676
"3pm",0.452444669831983,0.109904241549924,0.749067032468037
"4pm",0.453833695824799,0.106652147375067,0.74143122640209
"5pm",0.433393091464976,0.0861938810700448,0.738112500441827
"6pm",0.419936525350368,0.0673362888537811,0.73508289447576
"7pm",0.407677167347644,0.0636215701593452,0.727515911627035
"8pm",0.404385540046196,0.0645157487157813,0.722255364163347
"9pm",0.404563223653357,0.0663389853576083,0.716923995652775
"10pm",0.402500706855227,0.0634159524778252,0.713729740929217
"11pm",0.405295792489147,0.0633576278862895,0.7142127241009
"12pm",0.403243956161645,0.063528899293396,0.716415335042083
"1am",0.404568329706998,0.0638199428933794,0.716176736400802
"2am",0.404804647469632,0.0649073387657943,0.716833237433629
"3am",0.40592239540556,0.0653744207097061,0.717108128975238
