"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377";"0.572841125801377"
"max";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251";"69.8158211577251"
"4am";" 3.265349";"13.648895";"14.435022";"14.470219";"14.392621";"23.166814";"37.228742";"21.108795";"16.668621";"27.675113";"25.234349";"54.572475";"24.884536";"22.969828";"43.858074";"23.554313";"25.355006";"19.686428";"32.098886";"37.869428";"33.600999";"34.944652";"31.746753";"14.520260";"30.131197";"32.348612";"55.732157";"41.110344";"29.373616";"22.528034";"41.200287";"30.173557";"32.352795";"23.430964";"37.481123";"27.069272";"34.561081";"43.552847";"27.633310";"25.663911";"40.025395";"48.739920";"27.843813";"35.195783";"29.559122";"29.301770";"14.974014";"19.836255";"43.896461";"30.799044";"37.775653";"27.621584";"39.972720";"51.941243";"34.116160";"33.949363";"42.963661";"26.684998";"23.166135";"34.693779";"37.986359";"34.547668";"41.658548";"26.229712";"32.980159";"41.962973"
"5am";" 3.265349";"14.848036";"14.435022";"14.553269";"13.823068";"22.133236";"36.779469";"21.445780";"16.777511";"27.675113";"25.724151";"53.170863";"24.790895";"22.541119";"45.091941";"24.503316";"24.806590";"19.030137";"33.133444";"37.744123";"33.015847";"34.944652";"32.071672";"15.140690";"32.638906";"31.633641";"54.665256";"41.507893";"29.029310";"22.522050";"41.818415";"29.644405";"32.117126";"22.391089";"37.592525";"26.617101";"34.397656";"42.866163";"27.216081";"25.963668";"39.825602";"49.664140";"27.137704";"35.944193";"29.559122";"29.943546";"15.115228";"18.835419";"44.816924";"30.499072";"38.173073";"28.551589";"38.757048";"51.567728";"34.116160";"33.827934";"43.670413";"26.684998";"23.326986";"34.377182";"37.897340";"34.547668";"41.228082";"26.229712";"32.607571";"42.911236"
"6am";" 3.838681";"15.275551";"15.422598";"16.409813";"14.324481";"22.035065";"37.654297";"20.940021";"17.721242";"28.606403";"25.585719";"52.829640";"25.678375";"22.279207";"46.397189";"20.087149";"25.551637";"21.884094";"32.423744";"37.325208";"32.271604";"32.655680";"33.158616";"16.220615";"32.455582";"30.645900";"54.681131";"42.806245";"33.136532";"25.258559";"39.607585";"32.070855";"31.344825";"23.326330";"37.455752";"27.048327";"33.697949";"43.229950";"28.624200";"26.039183";"39.341058";"49.252230";"27.629110";"36.241414";"29.726275";"31.903714";"16.544224";"19.189251";"45.318728";"31.255907";"38.202248";"24.997161";"35.252743";"49.889963";"32.614383";"35.775826";"41.848372";"24.966907";"22.133719";"32.917378";"36.782604";"31.057606";"39.794298";"26.532222";"32.866376";"43.856800"
"7am";" 7.242188";"18.194149";"17.028447";"15.489170";"17.319730";"23.210747";"39.379847";"24.009598";"18.662582";"28.545748";"30.250854";"49.630156";"26.135720";"25.493472";"48.055761";"22.470600";"27.677219";"26.893992";"37.244740";"34.973294";"34.142354";"35.268772";"27.632462";"19.111618";"28.199346";"30.481442";"50.260939";"37.904871";"27.863637";"24.139238";"44.440347";"35.812204";"33.279623";"24.099684";"45.428331";"29.925594";"38.976709";"43.331528";"31.243701";"24.329541";"38.304804";"47.445150";"34.545941";"38.216793";"34.590070";"29.943135";"15.087610";"19.757929";"48.316558";"35.221348";"41.192282";"28.668122";"39.251525";"49.210446";"36.420688";"37.873845";"51.690207";"27.143511";"25.289662";"34.130334";"40.515101";"35.288058";"43.174146";"27.441326";"34.071599";"45.632110"
"8am";"12.25544";"16.28413";"18.57459";"18.65323";"21.23164";"21.11242";"38.54814";"25.47760";"21.93523";"34.06743";"32.70408";"45.55920";"24.99481";"30.48828";"48.37060";"29.10988";"26.61949";"27.28825";"38.96475";"34.32370";"39.73535";"40.27424";"21.50332";"17.39956";"19.85284";"29.86066";"42.33705";"27.03752";"22.39327";"18.63008";"44.00308";"32.36210";"33.13891";"29.48304";"51.69460";"28.43303";"37.51159";"40.66147";"34.53931";"24.52672";"43.99886";"44.11441";"37.25515";"39.30259";"38.70984";"24.38495";"16.94711";"25.65072";"47.74209";"36.74909";"44.56245";"31.25712";"42.32558";"48.63470";"49.25487";"42.89718";"53.60274";"34.84316";"28.66827";"39.05502";"45.90356";"36.59252";"47.76220";"27.60552";"36.90363";"47.34286"
"9am";"16.73956";"15.14646";"18.80126";"20.77988";"24.76294";"23.63748";"40.25927";"26.45135";"24.85698";"30.79453";"34.24777";"42.61511";"23.47348";"28.00359";"46.89615";"35.07069";"28.49416";"23.49335";"39.52068";"33.84558";"38.56596";"38.85219";"19.04019";"16.57104";"18.53289";"31.35694";"40.74756";"23.59758";"20.26895";"16.62793";"45.17543";"30.90084";"38.81224";"26.04243";"49.77067";"29.61693";"34.07405";"43.43612";"35.15745";"22.57236";"39.03350";"41.44681";"34.36936";"41.47822";"38.64714";"23.20615";"22.03889";"23.60011";"46.15759";"41.44763";"46.22101";"35.52825";"39.57180";"46.16243";"49.00108";"43.11335";"55.93556";"35.40858";"31.58754";"34.26138";"48.10693";"36.54250";"47.29518";"26.57198";"36.89002";"48.10926"
"10am";"17.41793";"16.30313";"20.44848";"23.19829";"23.02547";"23.47263";"43.68849";"25.17895";"29.12941";"33.08333";"33.66324";"44.35480";"25.32832";"33.06933";"48.78581";"31.16421";"30.09049";"25.72772";"40.44108";"32.54859";"40.70273";"41.08257";"19.46637";"17.55787";"19.15177";"27.39691";"38.76129";"22.85046";"19.90158";"16.12978";"45.23861";"30.84084";"32.66964";"29.34864";"51.89922";"30.80904";"32.11171";"48.27491";"33.87130";"26.65809";"39.81514";"39.84485";"37.12126";"39.54532";"39.57116";"22.56000";"20.84753";"26.12531";"46.74413";"41.14948";"43.39065";"29.41949";"41.12630";"47.03022";"52.90738";"39.03313";"49.91141";"38.69812";"31.25250";"36.55864";"46.98183";"34.94641";"47.98261";"28.57624";"37.45324";"47.33566"
"11am";"12.66533";"14.32458";"20.27457";"21.75784";"18.38326";"20.60188";"44.44858";"24.88665";"26.80919";"32.73525";"31.85075";"39.56514";"27.26462";"34.29560";"48.17511";"33.29503";"24.05691";"26.84223";"41.83736";"36.63673";"35.98291";"42.44981";"19.72739";"18.34338";"19.50469";"24.52801";"42.00371";"24.45647";"19.02569";"16.57617";"42.67816";"33.85623";"34.50150";"31.22080";"52.13379";"30.12654";"35.34566";"47.54187";"33.76883";"25.86953";"39.76811";"39.18998";"35.69052";"39.26257";"40.95659";"22.75953";"18.78237";"22.04466";"43.81726";"39.20785";"43.78622";"34.61929";"39.66994";"49.83922";"53.17537";"42.22130";"47.70778";"38.32995";"27.44000";"39.00301";"44.42302";"35.71168";"45.62245";"29.58004";"39.38168";"51.31260"
