"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359";"1157.932359"
"max";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045";"14500.58045"
"4am";"8050.045";"5250.419";"6447.554";"5999.566";"7615.738";"7004.688";"3605.877";"8917.712";"8856.483";"9094.033";"6055.464";"8907.147";"7344.843";"4986.738";"5387.706";"4328.891";"8622.447";"7157.085";"5379.136";"8233.871";"8858.121";"2108.417";"3330.473";"7420.280";"7817.241";"6769.297";"3883.782";"6893.220";"7217.213";"3862.319";"7990.379";"4945.768";"7541.857";"4699.829";"4993.329";"8158.232";"7188.219";"4253.115";"7597.446";"8956.041";"6627.062"
"5am";"8110.421";"5272.176";"6471.179";"5724.363";"7503.408";"6967.360";"3487.738";"8553.381";"9234.381";"8909.049";"6096.018";"9344.567";"7480.366";"4862.683";"5285.573";"4309.487";"8753.435";"7934.364";"5277.903";"8082.828";"8817.682";"2109.482";"3176.660";"7209.574";"7513.159";"6614.407";"3773.251";"6604.713";"7542.371";"3673.471";"8132.704";"4987.939";"7428.238";"4632.510";"4605.420";"8128.088";"7181.457";"4037.708";"7448.385";"8630.367";"6523.315"
"6am";"7939.224";"5047.818";"6418.967";"5586.320";"7391.853";"6471.842";"3380.315";"8605.385";"9031.471";"8630.265";"5879.903";"9115.670";"7333.474";"4628.871";"4917.734";"4130.678";"8270.035";"7865.428";"5351.191";"7889.649";"8445.923";"1995.809";"3224.004";"6589.522";"6985.306";"6269.619";"3325.159";"6164.350";"7178.406";"3716.002";"8146.123";"4898.164";"7283.223";"4251.185";"4532.846";"7564.168";"7113.014";"3829.780";"7083.246";"8156.025";"6098.093"
"7am";"9095.174";"7782.413";"5928.206";"6638.024";"7780.284";"5962.141";"3190.445";"6922.906";"8673.164";"8431.699";"6311.782";"8992.790";"7304.262";"4243.946";"4619.414";"3647.025";"7708.782";"7145.765";"3946.160";"6123.548";"9396.805";"1719.079";"3223.890";"6105.714";"6111.887";"5381.019";"2789.003";"4873.088";"6877.599";"3273.691";"8474.070";"4485.683";"6283.306";"3413.519";"3939.981";"7375.055";"7351.159";"3844.109";"6353.270";"7478.802";"5184.717"
"8am";"11744.659";" 8199.103";" 5568.998";" 6351.675";" 8397.524";" 5948.758";" 3315.617";" 6751.737";" 8174.308";" 8448.424";" 7393.948";" 8313.766";" 8430.302";" 4243.936";" 4090.987";" 3662.024";" 7473.580";" 6916.068";" 3303.705";" 5230.696";" 9402.643";" 1489.689";" 3759.168";" 6139.897";" 5460.205";" 4990.793";" 2484.159";" 4467.660";" 6849.592";" 2896.555";" 8350.492";" 4766.683";" 5466.450";" 2992.421";" 3396.099";" 6883.252";" 8024.480";" 3692.104";" 6137.165";" 7416.899";" 4564.882"
"9am";"13042.989";" 8697.881";" 5711.457";" 6131.458";" 8182.048";" 6178.258";" 2986.821";" 6607.539";" 7716.561";" 8694.588";" 7834.529";" 8089.878";" 9317.391";" 3806.144";" 3833.762";" 3828.911";" 6825.054";" 6192.435";" 3333.313";" 5335.585";"10686.987";" 1448.191";" 3464.257";" 5655.323";" 5567.548";" 4497.995";" 2258.862";" 4151.652";" 6569.838";" 2871.232";" 8048.530";" 4831.897";" 5215.343";" 2949.732";" 3070.102";" 6549.196";" 8013.367";" 3499.249";" 6130.974";" 7416.498";" 4388.549"
"10am";"13269.136";" 8606.350";" 5550.495";" 5985.772";" 7895.527";" 6165.993";" 3069.721";" 6856.655";" 7541.341";" 8416.842";" 8065.900";" 7815.197";"10281.579";" 3752.825";" 3978.761";" 3507.981";" 6778.570";" 6383.090";" 3298.119";" 5584.888";"10823.833";" 1380.239";" 3530.670";" 5127.500";" 5479.069";" 4594.649";" 2210.813";" 3965.804";" 6534.829";" 2988.927";" 7776.969";" 4867.323";" 5023.325";" 3124.845";" 3278.985";" 6399.954";" 7618.544";" 3642.929";" 5860.235";" 7466.976";" 4470.670"
"11am";"12366.445";" 8795.821";" 5281.747";" 6162.657";" 7951.992";" 6050.876";" 3104.136";" 6756.953";" 7995.308";" 8841.932";" 7743.110";" 8204.380";" 9459.400";" 3807.121";" 3917.535";" 3747.438";" 7243.366";" 6693.663";" 3224.335";" 5737.126";"10133.104";" 1521.062";" 3503.200";" 5380.265";" 5476.140";" 4751.179";" 2503.146";" 3902.637";" 6650.233";" 2915.659";" 8071.185";" 4543.226";" 5388.722";" 3209.249";" 3354.635";" 6593.493";" 7315.605";" 3648.336";" 6155.649";" 7261.884";" 4444.999"
