"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341";"5569.48341"
"4am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0"
"5am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 945.3055";"   0.0000";" 683.3811";"   0.0000";"   0.0000";"1542.0611";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1495.902";"   0.000";"2884.129";"1404.713";"1247.086";"1008.617";"1848.797";"4083.409";"   0.000";"2394.495";"   0.000";"   0.000";" 778.864";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"   0.0000";"   0.0000";"1077.0709";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1624.3217";"   0.0000";"3635.1451";"1624.4684";"1618.1517";"1008.6170";"1936.3967";"4450.4469";"   0.0000";"2372.2176";"   0.0000";"   0.0000";" 998.7837";"   0.0000";"   0.0000";"   0.0000";"1014.0290";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"   0.0000";"   0.0000";"1180.2914";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1551.0955";"   0.0000";"3266.8141";"1975.2712";"2087.9520";"1117.5933";"1982.7309";"5569.4834";"   0.0000";"2216.7976";"1610.0002";"   0.0000";"1353.9133";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 898.4853"
"11am";"   0.0000";"   0.0000";"1578.5994";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1567.0079";"   0.0000";"3078.0815";"2511.9563";"1562.4799";"1012.9734";"1143.1442";"4977.3486";"   0.0000";"2164.1348";"   0.0000";"   0.0000";"1298.8223";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 727.5972"
