"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078";"31.078"
"max";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26";"7836.26"
"4am";"2453.150";"1282.155";" 866.005";" 336.184";" 752.761";" 280.619";" 498.723";" 802.359";"1662.399";" 838.307";" 307.915";"1038.187";" 350.237";" 576.228";" 520.808";"1085.900";"2794.354";"1778.930";" 603.461";" 605.715";" 645.678";" 567.486";" 483.705";" 660.831";" 499.440";" 291.386";" 627.662";" 479.524";" 179.198";"1253.212";" 129.400";" 439.493";" 487.443";" 943.011";" 426.929";" 870.684";" 191.963";" 140.100";"1118.338";" 681.540";" 911.782";" 847.657";" 316.364";" 405.729";" 622.194";"1598.323";" 943.998";" 389.535";" 327.554";" 522.841";" 206.442";" 420.311"
"5am";"2453.150";"1282.155";" 866.005";" 336.184";" 676.492";" 280.619";" 516.848";" 802.359";"1662.399";" 838.307";" 307.915";"1038.187";" 286.013";" 576.228";" 520.808";"1085.900";"2728.169";"1859.951";" 571.869";" 605.715";" 645.678";" 567.486";" 483.705";" 660.831";" 499.440";" 255.136";" 627.662";" 479.524";" 179.198";"1253.212";" 129.400";" 358.472";" 487.443";" 943.011";" 426.929";" 870.684";" 191.963";" 140.100";"1118.338";" 681.540";" 911.782";" 847.657";" 316.364";" 405.729";" 622.194";"1598.323";" 943.998";" 389.535";" 327.554";" 484.129";" 206.442";" 420.311"
"6am";"2453.150";"1308.032";" 866.005";" 278.613";" 676.492";" 394.068";" 498.723";" 802.359";"1512.795";" 684.899";" 307.915";" 911.303";" 221.789";" 497.423";" 520.808";"1085.900";"2525.791";"1787.229";" 545.992";" 547.338";" 709.392";" 567.486";" 435.364";" 660.831";" 361.031";" 242.843";" 627.662";" 438.947";" 148.242";"1176.349";" 111.427";" 376.445";" 403.477";"1048.870";" 378.980";" 703.006";" 191.963";" 140.100";"1118.338";" 681.540";" 745.031";" 847.657";" 284.708";" 405.729";" 622.194";"1598.323";" 879.245";" 389.535";" 248.200";" 439.006";" 206.442";" 420.311"
"7am";"2735.415";"1240.017";" 563.949";" 364.639";" 661.524";"1016.108";"1007.011";" 807.243";"1487.594";" 855.388";" 307.915";" 806.560";" 340.701";" 435.585";" 350.028";" 860.934";"2114.703";"1553.668";" 271.515";" 788.613";" 441.322";" 415.719";" 394.568";" 661.369";" 414.939";" 128.824";" 368.997";" 346.265";" 148.242";"1007.726";"  65.060";" 435.146";" 262.687";"1209.551";" 447.006";" 525.788";" 175.049";" 140.829";"1026.802";" 505.838";" 557.287";" 801.668";" 236.668";" 296.785";" 567.473";"1395.478";" 652.249";" 389.535";" 309.784";" 316.459";" 154.646";" 315.427"
"8am";"3042.175";"1124.332";" 756.492";" 364.639";" 771.958";"1457.294";"1773.992";" 859.357";"1501.292";" 500.686";" 167.404";" 701.388";" 416.616";" 590.255";" 677.848";" 735.258";"2022.994";"1350.663";" 245.638";" 625.445";" 391.674";" 851.822";" 285.172";" 518.991";" 433.376";"  67.328";" 339.016";" 187.154";" 179.270";" 846.875";"  47.662";" 404.429";" 208.138";"1468.319";" 659.945";" 398.837";" 142.723";"  85.610";"1380.275";" 462.818";" 419.205";" 764.251";" 274.282";" 156.637";" 562.600";" 930.987";" 573.278";" 447.105";" 200.526";" 181.434";"  76.714";" 230.267"
"9am";"3154.070";"1095.615";" 823.901";" 364.639";"1001.719";"1323.475";"1801.441";" 948.199";"1414.982";" 590.399";" 216.914";" 588.708";" 373.117";" 462.071";" 891.211";" 501.182";"2258.022";"1223.729";" 245.638";" 571.249";" 346.355";" 743.569";" 253.949";" 571.502";" 337.854";"  67.328";" 257.794";" 149.774";" 162.741";" 945.347";"  47.662";" 503.242";" 148.644";"1502.698";" 627.926";" 398.837";"  97.607";" 182.594";"1367.492";" 396.265";" 386.458";" 778.283";" 274.282";" 156.637";" 479.345";" 977.207";" 640.102";" 373.875";" 257.295";" 136.311";"  76.714";" 212.417"
"10am";"3225.578";"1000.080";" 617.008";" 381.146";"1070.585";"1251.899";"1728.623";" 784.483";"1398.514";" 545.927";" 199.060";" 792.753";" 323.275";" 609.089";" 765.069";" 616.322";"2342.727";"1269.188";" 191.740";" 571.249";" 434.255";" 816.320";" 253.949";" 540.484";" 305.905";"  67.328";" 226.679";" 122.059";" 148.991";" 942.636";"  47.662";" 503.365";" 133.350";"1496.311";" 540.984";" 398.837";"  97.607";" 199.508";"1280.176";" 528.203";" 586.837";" 796.152";" 201.984";" 135.833";" 463.182";" 839.346";" 560.864";" 447.105";" 221.031";"  91.188";"  76.714";" 230.267"
"11am";"3023.118";"1150.468";" 674.818";" 392.782";"1069.582";"1285.844";"1292.793";" 851.711";"1398.514";" 619.776";" 276.285";" 659.315";" 309.042";" 658.670";" 766.760";" 664.814";"2415.008";"1391.581";" 245.638";" 660.849";" 485.063";" 762.124";" 253.949";" 702.539";" 217.085";"  80.281";" 168.302";"  94.344";" 151.770";" 923.325";"  47.662";" 485.392";" 125.883";"1590.244";" 554.792";" 395.631";" 114.521";" 182.594";"1123.482";" 569.421";" 419.205";" 774.907";" 201.984";" 170.870";" 463.182";" 892.544";" 513.256";" 447.105";" 175.908";" 136.311";"  93.175";" 198.657"
