"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586";"9291.586"
"4am";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"7.941";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000"
"5am";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000";"7.941";"0.000";"0.000";"0.000";"0.000";"0.000";"0.000"
"6am";"21.924";" 0.000";" 0.000";" 6.570";" 0.000";" 0.000";"51.474";" 0.000";" 7.941";" 0.000";" 0.000";" 0.000";"10.493";" 0.000";" 0.000"
"7am";" 25.636";" 66.480";" 13.299";"  6.570";"  0.000";"  0.000";"  0.000";"139.276";" 20.950";"  0.000";" 15.729";"  0.000";" 23.585";"  0.000";" 14.047"
"8am";"104.568";"292.248";"199.726";" 61.158";"  0.000";"128.033";"100.705";" 69.413";" 20.950";" 11.463";" 71.479";"  0.000";" 35.532";" 39.512";" 28.332"
"9am";"217.430";"251.509";"282.392";" 83.693";" 33.986";"252.226";"143.751";"177.589";" 80.088";" 35.912";"121.583";" 74.976";" 56.482";" 76.327";" 78.472"
"10am";"454.063";"296.083";"365.994";" 80.038";" 13.932";"386.477";" 52.002";"265.992";" 61.357";" 36.727";"120.913";" 87.022";" 77.432";" 27.152";" 13.314"
"11am";"484.684";"138.631";" 81.195";" 78.410";" 27.965";"193.935";"115.695";"212.701";" 29.569";" 25.929";" 24.778";" 62.381";" 67.945";"  0.000";"  0.000"
"12am";"916.414";"244.123";"196.785";" 66.710";" 27.965";"219.061";"152.926";"275.057";"  0.000";" 64.160";"172.078";"155.621";" 68.639";"151.289";"  0.000"
"1pm";"735.871";"300.966";"284.111";"132.761";" 41.279";"166.191";"145.604";"119.414";"112.979";" 91.949";"112.337";" 78.798";" 44.535";" 95.807";" 26.820"
"2pm";"1675.118";" 458.479";" 426.359";" 157.327";" 108.917";" 534.102";" 135.642";" 355.255";" 193.755";" 184.374";" 196.532";"  90.822";"  29.964";" 110.825";"  54.181"
"3pm";"1401.359";" 556.829";" 472.034";" 236.600";" 154.530";" 643.165";" 146.444";" 390.022";" 220.670";" 142.617";" 214.073";" 188.091";" 273.921";" 334.279";" 197.289"
"4pm";"997.128";"572.022";"426.599";"160.271";"156.997";"749.442";"195.581";"476.888";"121.048";"126.151";"143.482";"246.082";"284.132";"473.711";"117.031"
"5pm";"700.328";"502.293";"400.210";"112.102";"120.831";"415.641";"192.057";"507.908";" 53.734";" 54.275";" 74.103";"257.515";"145.094";"433.558";"133.128"
"6pm";"478.309";"408.488";"263.568";"486.341";" 27.965";"480.603";"318.372";"537.386";" 55.780";" 91.345";" 76.448";"236.878";" 91.755";"379.906";"107.623"
"7pm";"849.808";"349.390";"783.807";" 44.383";"  0.000";"312.566";"286.125";"499.976";" 94.505";" 98.487";" 69.355";" 81.442";"100.415";"537.113";"181.364"
"8pm";"647.133";"498.030";"817.458";"123.680";" 22.765";"286.636";"292.382";"254.692";"160.802";"102.181";" 37.951";"137.858";"151.091";"574.689";" 45.827"
"9pm";"581.821";"425.974";"741.281";"123.680";"  0.000";"370.105";" 75.541";" 62.564";"160.802";" 69.752";" 18.981";"137.858";"151.091";"409.322";" 23.286"
"10pm";"312.202";"308.185";"543.306";"107.586";"  0.000";"159.749";" 10.907";" 19.290";"  7.941";" 29.333";" 10.493";" 61.010";" 98.018";" 58.326";" 23.286"
"11pm";"118.979";"150.886";"284.150";" 82.341";"  0.000";" 68.189";"  0.000";"  0.000";"  7.941";" 29.333";" 10.493";" 28.822";"  0.000";"  0.000";" 23.286"
"12pm";" 21.139";"150.886";"228.566";"  0.000";"  0.000";" 28.876";"  0.000";"  0.000";"  7.941";"  0.000";"  0.000";" 28.822";"  0.000";"  0.000";"  9.239"
"1am";"21.139";" 0.000";" 0.000";" 0.000";" 0.000";"28.876";" 0.000";" 0.000";" 7.941";" 0.000";" 0.000";"28.822";" 0.000";" 0.000";" 9.239"
"2am";"21.139";" 0.000";" 0.000";" 0.000";" 0.000";"28.876";" 0.000";" 0.000";" 7.941";" 0.000";" 0.000";"28.822";" 0.000";" 0.000";" 9.239"
"3am";"21.139";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 0.000";" 7.941";" 0.000";" 0.000";"28.822";" 0.000";" 0.000";" 9.239"
