"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.249547285800016,0.534435464132734,0.0313802438364942,0.554038101046139
"5am",0.24257667517636,0.545492419424785,0.0061060391348396,0.552538971430313
"6am",0.259318137781588,0.534792572006783,0.050098178757777,0.542894907563512
"7am",0.24453852654624,0.466060920965551,-0.0245725543560182,0.522297355812043
"8am",0.27557170060917,0.45316756601275,0.0712027381909824,0.480613259094307
"9am",0.295433435965331,0.439393289607423,0.0782325118111478,0.480773272382652
"10am",0.283768437248311,0.442516640492842,0.0783302525189089,0.473397957041502
"11am",0.21097703098514,0.440310310524988,0.0667254096299555,0.492010621102657
"12am",0.207386817777616,0.455347057993294,0.0193659679323296,0.479602428466583
"1pm",0.2970150718367,0.423250069942213,0.0221151281979339,0.509942396283785
"2pm",0.245367563399095,0.429678133693557,0.0598655826876009,0.523498744291492
"3pm",0.284913950700481,0.464555735582025,0.0904824538183294,0.520329914048792
"4pm",0.369166255966954,0.506455708370454,0.0790911519082196,0.563414249517101
"5pm",0.293030664949491,0.47546152201627,0.00518911335514229,0.579244370829228
"6pm",0.234464649162579,0.511625917569592,-0.00898503959155619,0.563875234119722
"7pm",0.236079153670103,0.476509898527648,0.031297515839868,0.530827613602506
"8pm",0.229524302922156,0.509078864504924,0.0102364539157182,0.541285180363921
"9pm",0.231527568154529,0.513160231019474,0.014701430168124,0.543566491546334
"10pm",0.252456701172228,0.524444873429827,0.0121429290238156,0.551626990347627
"11pm",0.259855549409077,0.527280584251687,0.0089435300676938,0.560114970605258
"12pm",0.260659503711833,0.530379461316205,0.0144622481449409,0.56069804526154
"1am",0.261170632702961,0.530703953531908,0.0183085846539522,0.556619893279882
"2am",0.260614500032147,0.535905511875116,0.0312720329318376,0.56232617821768
"3am",0.258910426555035,0.539184492336365,0.0476723987954774,0.559516689579238
