"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.315683928832502,0.368428909631595,0.252492742920935,0.270137590298311,0.533513139613714
"5am",0.311024703100784,0.352526319418193,0.236942320172324,0.234306570117899,0.536086995068861
"6am",0.323307601552415,0.337330885627511,0.255006487950281,0.215226902873366,0.539885486084641
"7am",0.30142984524407,0.301652361118805,0.223619962218418,0.199746214761567,0.559227569708143
"8am",0.227499383284636,0.339455030844041,0.194837059127029,0.259309313658281,0.505141980954303
"9am",0.20106298985443,0.325747620775733,0.163055065866158,0.162288743668041,0.501252172085285
"10am",0.220491916573166,0.361963946032904,0.195406055706328,0.216381311959272,0.469106394637431
"11am",0.221143753663863,0.375356903841774,0.140194564218602,0.262981624338725,0.496192406356566
"12am",0.263664266135569,0.351014904793863,0.183835165478795,0.252057876252216,0.449464778073158
"1pm",0.277849219561359,0.353329515055322,0.228299246987906,0.24589779091715,0.473889368454035
"2pm",0.311668367997957,0.381614295874478,0.160770607181746,0.23398043665325,0.488641497035351
"3pm",0.267934904212379,0.409945491528216,0.103973982938677,0.204328303731457,0.437472878147667
"4pm",0.295195361485957,0.369661457843121,0.11484454391081,0.251275167206429,0.450401955527987
"5pm",0.317014580006329,0.352598501205188,0.10355486644041,0.15118463447048,0.51352005721109
"6pm",0.313134321339705,0.359018144445589,0.217611159769485,0.272194386822976,0.516631580694265
"7pm",0.358025909484676,0.322078775529575,0.271266715752697,0.296350027352562,0.498168554844894
"8pm",0.354941343764755,0.311950880498127,0.25757512091632,0.315657831442385,0.513327382724539
"9pm",0.361684556287624,0.343094001403004,0.28551624350282,0.281479867441494,0.531974116113315
"10pm",0.361736327805159,0.357143101035943,0.284154255337487,0.304286771495164,0.510580438965722
"11pm",0.360068631214448,0.369439291635519,0.303175081676566,0.299989936636098,0.51113172921006
"12pm",0.342934072989472,0.371198932643272,0.286069692823988,0.272861659911875,0.513734320577305
"1am",0.337506969304071,0.368168629341652,0.274277031743295,0.26991194874387,0.509428968290795
"2am",0.335784499165787,0.373632136014742,0.279047879637042,0.272478649347942,0.521380027752353
"3am",0.330613838250171,0.387922645597019,0.278956542395745,0.272873948371222,0.529011897323435
