"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.189598216822512,0.531406475811039,0.187905644060763,0.573830993685549
"5am",0.189866774752749,0.53292102898943,0.183973794781851,0.575031987493991
"6am",0.199472681850777,0.526052286754255,0.186735720375514,0.563836374829529
"7am",0.197888514781244,0.456332677690156,0.116278245714329,0.573888055651009
"8am",0.211526786988433,0.416086115022025,0.193426078370878,0.509901878844806
"9am",0.26840203550015,0.417716354977327,0.193368939418743,0.500893488766872
"10am",0.205239140317194,0.377109607350017,0.236599816714299,0.502390024315016
"11am",0.187510250336352,0.398648828287167,0.19489504548472,0.521381419228673
"12am",0.143168511819633,0.408212632239537,0.195483545453591,0.482475478916598
"1pm",0.234838928725233,0.386149503237833,0.18625465152135,0.505658573555775
"2pm",0.204992950440645,0.377453580333478,0.219133132626397,0.509604749240352
"3pm",0.22485402095905,0.406551143316587,0.222645686613669,0.532824759302545
"4pm",0.307788338332665,0.466267821668445,0.176052621611323,0.582297550755326
"5pm",0.242628767347911,0.48157852545512,0.101219910199254,0.614820702256658
"6pm",0.166722643531061,0.484685531990146,0.0688452765770798,0.602346098524426
"7pm",0.171654030023713,0.488926279497446,0.113656168558991,0.574559697476626
"8pm",0.148436117839169,0.51239314269768,0.12318842499717,0.547427779272352
"9pm",0.160577990475366,0.511615074979596,0.141971483500437,0.559844079476166
"10pm",0.181762238888794,0.509697366351277,0.132345555721743,0.564016429305944
"11pm",0.188756312109732,0.531103110576729,0.177773271575529,0.581046073229706
"12pm",0.190459298957706,0.53186815839563,0.161972506161358,0.578813659726942
"1am",0.189596636452337,0.532942276865078,0.162036019877352,0.577170870643562
"2am",0.18838940056212,0.538154770499546,0.149578912223862,0.580961618763622
"3am",0.193365681099171,0.538264998779612,0.152267659704695,0.583710583787531
