"hour","mode1","mode2","mode3"
"4am",0.442674543082433,0.607246988460122,0.537382641251225
"5am",0.433281840461598,0.601934703332064,0.526035715013232
"6am",0.408244660896082,0.585441717485058,0.505228930625922
"7am",0.370366976074317,0.527053848274218,0.452148219474115
"8am",0.38317396179339,0.520898228990042,0.314439976443806
"9am",0.415837947143297,0.540989271178133,0.312372846547745
"10am",0.444159857333643,0.541524864376703,0.32050308246131
"11am",0.416575652512373,0.51325606726662,0.319900509294646
"12am",0.385325097296086,0.557692974118342,0.504822780240799
"1pm",0.35429878553864,0.571652489292998,0.483549795068646
"2pm",0.376023337062302,0.579022493177847,0.488715480701336
"3pm",0.424311431516155,0.614321057351419,0.534982344982456
"4pm",0.434004083797173,0.579079919150211,0.527422066662586
"5pm",0.448436645768785,0.562091320574521,0.483849378629403
"6pm",0.440331798064719,0.58678523345537,0.479953917612617
"7pm",0.454276385338957,0.580958040297016,0.508706643244456
"8pm",0.485021701229916,0.581573994214039,0.513720962528666
"9pm",0.474920702297141,0.593867912849838,0.52254585862064
"10pm",0.488714540859864,0.608710137659218,0.530908376128313
"11pm",0.489820207246212,0.597155788780273,0.515534235385611
"12pm",0.469051575122408,0.605819509963805,0.526928589887518
"1am",0.469134445728396,0.60671074583057,0.529301555822459
"2am",0.469399763692515,0.608991991560423,0.531216900473724
"3am",0.468932958753252,0.606874063549474,0.52595752647714
