"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877";"93.2748930485877"
"4am";"41.54553";"51.22950";"70.77432";"70.83363";"69.40609";"69.21237";"53.85896";"71.73377";"88.02034";"70.34422";"74.02062";"87.51808";"89.48392";"83.76835";"90.54197"
"5am";"41.96802";"51.22950";"70.65357";"71.38339";"69.28202";"69.95788";"53.33600";"71.85230";"87.80574";"69.37097";"73.75215";"87.42195";"89.86344";"83.76835";"90.46846"
"6am";"42.19783";"52.28666";"71.02272";"72.50780";"68.93597";"73.26202";"55.61625";"71.23943";"87.60180";"68.13870";"74.02760";"88.18093";"90.51140";"82.71768";"90.46846"
"7am";"50.83952";"56.54095";"70.22843";"74.57195";"75.49462";"72.22396";"63.76682";"73.68046";"85.78859";"79.17019";"72.94514";"89.79151";"89.46192";"83.69200";"90.80323"
"8am";"53.85878";"62.93870";"73.63855";"78.17610";"80.59330";"60.67378";"61.71847";"73.69960";"89.71954";"80.35069";"76.56115";"88.90802";"87.20417";"83.45105";"88.14556"
"9am";"50.60685";"63.64742";"71.29996";"78.84522";"76.65349";"60.94834";"61.45930";"75.62060";"84.68241";"82.54679";"71.19447";"87.77428";"81.49013";"89.77328";"82.34756"
"10am";"50.37097";"60.37915";"71.84756";"80.91305";"81.10093";"60.32549";"51.51384";"77.98452";"84.14769";"82.68274";"65.84813";"84.35597";"81.15047";"92.20207";"87.12524"
"11am";"50.23654";"55.84998";"69.71252";"79.49963";"81.41433";"64.57194";"49.37470";"79.30201";"82.91313";"80.02238";"67.79309";"87.39252";"83.90415";"91.50439";"87.05382"
"12am";"38.41951";"51.62894";"68.52003";"79.01547";"69.62010";"68.87756";"43.95102";"80.83621";"84.91841";"86.82089";"65.98021";"88.15415";"85.27737";"93.27489";"89.89966"
"1pm";"38.54745";"57.39355";"69.48444";"82.15605";"76.85436";"61.10313";"57.37888";"76.03375";"83.98695";"82.13763";"78.18580";"86.27908";"82.87626";"89.72064";"83.09803"
"2pm";"41.91640";"57.91383";"68.77678";"79.63938";"71.98416";"61.14090";"53.65954";"82.54938";"86.28917";"77.83500";"70.58931";"88.58596";"82.98311";"91.58419";"80.60850"
"3pm";"45.34858";"55.91251";"70.29595";"82.91288";"76.64715";"58.32569";"56.34105";"79.88610";"84.76510";"75.84309";"69.68783";"84.49899";"86.06615";"88.42997";"86.18595"
"4pm";"47.13412";"56.53835";"69.72530";"77.78720";"75.07817";"54.32016";"46.07273";"73.45275";"85.97637";"75.48447";"71.84696";"85.36184";"86.12538";"88.22716";"87.45675"
"5pm";"44.87737";"44.72341";"67.45685";"80.08463";"67.95221";"60.59020";"45.24119";"77.32736";"85.26047";"76.87508";"72.45353";"88.08655";"86.00016";"87.11246";"87.26986"
"6pm";"46.76267";"45.92386";"69.08540";"79.55567";"66.16849";"70.49694";"42.15153";"77.17571";"86.61277";"68.42028";"69.72556";"86.75228";"90.13346";"88.05284";"89.23404"
"7pm";"47.93080";"50.91450";"69.14376";"70.10565";"68.74772";"70.63251";"52.29045";"78.17585";"87.12693";"72.20829";"71.43279";"86.88140";"90.37608";"87.62458";"91.08749"
"8pm";"49.35080";"56.23294";"66.77583";"68.57685";"66.93724";"70.37438";"53.04535";"71.86349";"86.82804";"73.40879";"73.31727";"87.10302";"90.01536";"86.16772";"89.86246"
"9pm";"51.12225";"56.39383";"68.72663";"69.04077";"68.16968";"69.96862";"46.18265";"70.98822";"87.32647";"73.76683";"73.34803";"87.68657";"89.37433";"85.79028";"89.99854"
"10pm";"51.56744";"55.83547";"68.15934";"70.33163";"69.94093";"69.43454";"47.90876";"71.70290";"87.46823";"73.99413";"74.01626";"87.68193";"89.36158";"84.36862";"90.33277"
"11pm";"45.18100";"54.79909";"68.81585";"71.22005";"70.52252";"69.47780";"51.13828";"71.74471";"87.72102";"74.53921";"75.01928";"87.78844";"89.27825";"84.14908";"90.73948"
"12pm";"45.11684";"54.79909";"68.60095";"70.92737";"70.52252";"69.42297";"51.33700";"71.89490";"88.06101";"74.41724";"75.81060";"87.78844";"89.48392";"84.14908";"90.80124"
"1am";"43.29761";"52.65162";"70.15274";"71.31898";"70.52252";"69.56624";"53.39139";"71.89490";"88.14319";"74.41724";"75.81060";"87.78844";"89.48392";"84.18942";"90.80124"
"2am";"43.47766";"52.65162";"70.15274";"71.31898";"70.52252";"69.56624";"53.57352";"72.05047";"88.14319";"74.41724";"75.81060";"87.78844";"89.48392";"84.18942";"90.80124"
"3am";"43.47766";"52.65162";"71.37326";"71.31898";"70.52252";"69.56624";"53.57352";"71.74916";"88.14319";"71.96419";"75.81060";"87.78844";"89.48392";"84.18942";"90.80124"
