"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193";"702.193"
"max";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391";"11369.391"
"4am";"2905.122";"2196.262";"3405.968";"3370.289";"1876.766";"3403.241";"2180.930";"4627.188";"1797.289";"1985.242";"2946.257";"2105.579";"3391.901";"3502.176";"2915.259";"3554.711";"1401.202";"2788.647";"2540.508"
"5am";"2941.517";"2182.432";"3314.658";"3474.144";"1841.685";"3516.723";"2180.930";"4666.918";"1757.899";"2067.871";"2826.916";"2027.986";"3311.680";"3652.270";"2954.649";"3457.423";"1289.886";"2680.635";"2539.896"
"6am";"3060.326";"2101.388";"3087.962";"3375.079";"1837.008";"3423.240";"2224.958";"4418.433";"1816.904";"2080.973";"2826.916";"1977.743";"3395.700";"3527.914";"2747.337";"3460.800";"1248.692";"2623.128";"2486.998"
"7am";"3758.273";"1486.244";"3325.710";"3158.511";"2543.647";"4561.464";"2153.723";"2996.251";"1767.148";"2940.034";"2004.834";"1570.671";"3530.870";"3240.321";"1776.289";"2962.359";"1702.025";"1845.254";"2424.504"
"8am";"4299.784";"1346.817";"2987.485";"2917.468";"2437.598";"5814.543";"2073.318";"2605.675";"1586.816";"3551.395";"1915.990";"1235.040";"3651.909";"3187.544";"1586.191";"2782.606";"1596.318";"1706.006";"2050.636"
"9am";"4732.167";"1321.425";"2778.047";"3026.734";"2439.311";"6323.065";"2264.994";"2382.269";"1401.147";"3378.999";"1877.214";"1428.976";"3297.627";"2878.863";"1520.222";"2793.291";"1531.436";"1653.010";"2022.962"
"10am";"4635.036";"1238.893";"2636.681";"2844.065";"2481.214";"6399.740";"2213.262";"2291.848";"1307.004";"3470.369";"1822.872";"1539.477";"3480.918";"2675.229";"1372.971";"2961.912";"1477.945";"1809.229";"2011.331"
"11am";"4646.898";"1262.401";"2922.831";"2608.874";"2189.798";"6822.381";"1944.541";"2912.813";"1251.745";"3219.949";"1982.547";"1347.082";"3421.134";"2757.478";"1400.150";"3034.944";"1445.006";"1599.683";"1832.108"
"12am";"4327.117";"1828.974";"3288.651";"2665.817";"2256.161";"5803.113";"2177.429";"3946.888";"1484.936";"2915.842";"2262.341";"1418.309";"3187.988";"2581.952";"1645.728";"2798.909";" 795.873";"1736.793";"2152.759"
"1pm";"4350.385";"1516.937";"2946.331";"2578.680";"2363.661";"5250.443";"3031.867";"2586.728";"1552.450";"3421.871";"1757.985";"1112.001";"3784.640";"2767.421";"1409.109";"2464.121";"1575.762";"1664.566";"2282.104"
"2pm";"4464.168";"1359.653";"2524.804";"2475.021";"2443.347";"6004.836";"2066.471";"2363.994";"1364.760";"3577.459";"2062.520";" 966.682";"3714.797";"2484.431";"1616.873";"2988.434";"1716.913";"1534.998";"2289.122"
"3pm";"4725.861";"1360.712";"3004.580";"2324.594";"2065.064";"6638.209";"1959.231";"2677.336";"1278.951";"3265.430";"1817.588";"1024.466";"3731.621";"2527.861";"1503.016";"2771.392";"1676.841";"1604.008";"1984.587"
"4pm";"4753.977";"1495.248";"2894.385";"1916.815";"1883.611";"6381.411";"2142.937";"3170.468";"1586.403";"3065.503";"1845.053";"1104.263";"3941.312";"2958.423";"1615.268";"2489.352";"1707.746";"1691.280";"2203.346"
"5pm";"3913.493";"1634.785";"2758.860";"2610.983";"1511.674";"5409.104";"2387.931";"3241.587";"1408.266";"2231.983";"2160.783";"1479.469";"3629.605";"3434.203";"2378.063";"2912.077";"1898.341";"1838.727";"2259.369"
"6pm";"3211.872";"1922.148";"3042.282";"3095.750";"1881.336";"4428.349";"2139.099";"4416.262";"1727.415";"1987.536";"2319.696";"2028.258";"3633.657";"3068.550";"2695.220";"3382.125";"1005.179";"2462.255";"2244.095"
"7pm";"3133.852";"1924.859";"3482.122";"3099.311";"2013.036";"4642.036";"2062.805";"4629.657";"2127.471";"1985.342";"2535.391";"1927.205";"3210.854";"3099.272";"2640.314";"3263.788";"1132.777";"2802.003";"2445.700"
"8pm";"3101.266";"2003.563";"3620.435";"3165.596";"2125.402";"4524.520";"2025.388";"4741.774";"2133.715";"1935.424";"2644.656";"1817.812";"3233.734";"3369.918";"2902.751";"3198.088";"1305.758";"2656.564";"2471.917"
"9pm";"3075.217";"1977.739";"3553.054";"3102.445";"2046.636";"4612.603";"2189.666";"4752.645";"1964.712";"1970.764";"2796.328";"1817.812";"3327.951";"3073.948";"2868.472";"3332.941";"1334.238";"2631.027";"2660.289"
"10pm";"3228.947";"1985.473";"3525.376";"3384.524";"1966.066";"3949.002";"2202.364";"4878.532";"1805.930";"2032.936";"2983.509";"1919.861";"3214.490";"3437.163";"2965.023";"3368.093";"1318.672";"2716.473";"2728.851"
"11pm";"2983.715";"2009.949";"3647.330";"3430.308";"1955.080";"3850.355";"2202.428";"5020.864";"1753.665";"2013.629";"2983.509";"1919.861";"3235.207";"3515.169";"2965.023";"3447.825";"1359.379";"2745.814";"2718.727"
"12pm";"2913.362";"2009.949";"3647.330";"3430.308";"1955.080";"3829.612";"2378.229";"5020.864";"1833.871";"1837.828";"2983.509";"1919.861";"3235.207";"3515.169";"2965.023";"3447.825";"1359.379";"2745.814";"2739.470"
"1am";"2752.127";"2009.949";"3647.330";"3430.308";"1955.080";"3683.315";"2445.361";"5020.864";"1810.833";"1837.828";"3054.287";"1937.360";"3413.968";"3540.039";"2901.841";"3487.260";"1399.109";"2821.638";"2732.340"
"2am";"2693.107";"2009.949";"3647.330";"3430.308";"1955.080";"3918.136";"2269.560";"5020.864";"1810.833";"1837.828";"3054.287";"1937.360";"3413.968";"3540.039";"2974.211";"3487.260";"1399.109";"2821.638";"2659.970"
"3am";"2945.447";"2215.692";"3647.330";"3430.308";"1955.080";"3460.053";"2269.560";"5020.864";"1810.833";"1837.828";"3054.287";"1937.360";"3413.968";"3540.039";"2974.211";"3487.260";"1399.109";"2821.638";"2659.970"
