"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337";"38.337"
"max";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127";"4179.127"
"4am";" 323.793";" 834.289";" 617.012";" 817.517";" 470.737";" 786.502";" 656.735";" 955.906";" 514.878";" 512.323";" 791.922";" 933.502";"1346.132";"1237.040";" 608.749";"1047.635";" 951.278";" 542.141"
"5am";" 340.699";" 834.289";" 660.524";" 731.896";" 484.183";" 758.103";" 656.735";" 955.906";" 481.070";" 566.332";" 819.299";" 881.151";"1346.132";"1191.399";" 581.372";"1070.521";" 951.278";" 542.141"
"6am";" 340.699";" 809.874";" 712.532";" 659.640";" 469.274";" 620.269";" 608.067";" 955.906";" 408.127";" 641.252";" 819.299";" 837.639";"1345.271";"1191.445";" 581.372";"1009.607";" 857.587";" 496.495"
"7am";" 373.049";" 661.704";" 625.833";" 943.738";" 583.607";" 953.865";" 641.206";" 842.645";" 450.016";" 851.308";" 574.776";" 783.096";"1058.054";"1406.668";" 335.925";" 861.480";" 556.992";" 539.167"
"8am";" 392.196";" 725.793";" 776.269";" 943.738";" 673.577";" 952.917";" 598.605";" 742.227";" 480.312";" 756.150";" 497.927";" 786.750";"1089.330";"1492.218";" 253.574";" 842.561";" 627.061";" 421.941"
"9am";" 537.693";" 680.667";" 726.841";" 899.777";" 614.024";" 915.187";" 522.349";" 771.387";" 518.795";" 756.150";" 469.024";" 726.770";" 960.263";"1537.373";" 289.211";" 723.147";" 665.757";" 455.431"
"10am";" 572.976";" 845.827";" 691.960";" 854.651";" 518.865";" 934.052";" 429.232";" 791.467";" 652.487";" 796.928";" 494.269";" 766.835";"1154.149";"1403.676";" 221.417";" 677.506";" 658.005";" 435.799"
"11am";" 426.565";" 828.931";" 634.962";" 892.604";" 595.723";"1087.538";" 547.033";" 712.604";" 614.711";" 828.754";" 514.722";" 698.945";"1068.756";"1370.983";" 261.365";" 677.506";" 708.107";" 455.431"
"12am";" 282.232";" 991.462";" 592.895";" 869.299";" 569.443";" 957.425";" 547.841";" 771.223";" 610.203";" 737.942";" 650.654";" 769.210";" 921.518";"1423.923";" 403.825";" 874.146";" 686.875";" 454.419"
"1pm";" 367.529";"1000.572";" 714.614";" 943.512";" 472.612";" 928.302";" 677.670";" 694.393";" 610.427";" 813.112";" 505.540";" 609.859";"1186.031";"1592.080";" 308.079";" 777.785";" 781.069";" 391.750"
"2pm";" 524.839";" 884.090";" 755.392";" 813.910";" 360.478";" 970.860";" 722.796";" 612.663";" 617.023";" 624.354";" 499.103";" 609.298";"1244.114";"1620.008";" 231.629";" 759.381";" 862.169";" 380.113"
"3pm";" 471.473";" 721.987";" 783.491";" 805.471";" 341.480";" 978.874";" 582.125";" 715.404";" 672.687";" 588.295";" 477.213";" 690.391";"1282.640";"1601.327";" 307.478";" 792.977";" 838.444";" 253.744"
"4pm";" 428.736";" 831.779";" 905.886";" 851.828";" 223.840";" 754.520";" 618.629";" 844.899";" 482.023";" 652.041";" 590.833";" 835.879";"1208.536";"1417.249";" 403.859";" 882.878";" 985.536";" 325.328"
"5pm";" 417.032";" 690.621";" 652.725";" 897.649";" 277.573";" 603.275";" 747.152";" 729.907";" 475.065";" 587.603";" 705.301";" 918.276";"1510.122";"1383.150";" 460.278";" 876.511";"1069.624";" 433.643"
"6pm";" 327.620";" 898.248";" 750.338";" 718.210";" 263.567";" 718.098";" 716.265";" 699.879";" 490.336";" 675.472";" 788.144";" 815.320";"1557.793";"1237.866";" 531.279";"1064.948";"1034.402";" 395.291"
"7pm";" 517.787";" 874.943";" 735.611";" 730.260";" 282.100";" 543.715";" 702.747";" 695.266";" 473.531";" 496.428";" 807.263";" 841.159";"1743.636";"1314.649";" 621.077";"1000.815";"1149.839";" 395.291"
"8pm";" 457.344";" 820.695";" 611.647";" 730.260";" 330.260";" 637.524";" 801.108";" 743.370";" 493.532";" 495.287";" 783.835";" 871.941";"1518.200";"1370.031";" 621.077";"1081.185";"1070.083";" 574.387"
"9pm";" 609.276";" 668.763";" 684.114";" 821.381";" 330.260";" 637.524";" 793.851";" 776.160";" 493.532";" 538.769";" 810.557";" 924.663";"1518.200";"1287.118";" 621.077";"1081.185";"1050.044";" 581.135"
"10pm";" 539.458";" 738.581";" 674.457";" 790.798";" 330.260";" 637.524";" 730.743";" 776.160";" 514.878";" 515.326";" 815.933";" 924.663";"1518.200";"1287.118";" 621.077";"1081.185";"1143.735";" 628.367"
"11pm";" 498.428";" 738.581";" 674.457";" 790.798";" 330.260";" 637.524";" 740.400";" 785.515";" 514.878";" 515.326";" 856.963";" 924.663";"1518.200";"1314.355";" 621.077";"1113.975";"1143.735";" 628.367"
"12pm";" 372.383";" 864.626";" 674.457";" 790.798";" 330.260";" 637.524";" 740.400";" 854.651";" 514.878";" 515.326";" 856.963";" 924.663";"1449.064";"1314.355";" 621.077";"1113.975";"1143.735";" 628.367"
"1am";" 372.383";" 864.626";" 674.457";" 790.798";" 330.260";" 637.524";" 740.400";" 854.651";" 514.878";" 515.326";" 856.963";" 924.663";"1559.590";"1314.355";" 621.077";"1113.975";"1143.735";" 517.841"
"2am";" 351.735";" 885.274";" 674.457";" 790.798";" 330.260";" 637.524";" 740.400";" 854.651";" 514.878";" 495.287";" 856.963";" 924.663";"1559.590";"1314.355";" 621.077";"1113.975";"1143.735";" 517.841"
"3am";" 351.735";" 885.274";" 674.457";" 790.798";" 351.370";" 637.524";" 740.400";" 854.651";" 514.878";" 474.177";" 856.963";" 924.663";"1559.590";"1314.355";" 621.077";"1113.975";"1143.735";" 517.841"
