"hour","age1","age2","age3","age4"
"4am",0.0938742276370919,0.175836346318298,0.119154199484496,0.128360898657959
"5am",0.102935885471313,0.166406037688944,0.0906244764556114,0.118999166787751
"6am",0.0840872995373331,0.148229025481088,0.0549607285731585,0.0953952735546215
"7am",0.0889689311828268,0.218871745406524,0.0356923732862063,0.117846723708284
"8am",-0.0617954651902219,0.161833593141821,-0.0308113967875854,0.131945400783919
"9am",-0.0750331051750714,0.177114673139004,-0.0123003545587961,0.115646137362817
"10am",-0.0762903576305007,0.176873718677685,-0.0118387816497928,0.125468408856679
"11am",-0.0617840475391291,0.155283168392566,-0.0784338011181039,0.0591598746857472
"12am",-0.0554438249472405,0.120685204663684,-0.068972092293008,0.100489534459961
"1pm",-0.0536191111326061,0.169510190908128,-0.0664432998659888,0.126303316202856
"2pm",-0.0679071340057838,0.167992596653716,-0.0364714217694964,0.132123956383714
"3pm",-0.0601741511881899,0.205330518618366,-0.0578611631401998,0.103638061506643
"4pm",-0.0608609216584086,0.177920025285625,-0.0419966330517711,0.0845851638659813
"5pm",-0.0112037998724901,0.165661416745427,0.00176088336540111,0.113151603355828
"6pm",0.0324644068237918,0.215974028069183,0.047835824676478,0.123319921074904
"7pm",0.0771456098193118,0.209688628113212,0.0975466663245647,0.140826450064545
"8pm",0.080468431427527,0.199951622310526,0.11124152439124,0.135959934470516
"9pm",0.0868830415391044,0.210989239651909,0.128368371074637,0.154106514404464
"10pm",0.0675252304582754,0.23114931822499,0.131711604913201,0.153899410323327
"11pm",0.0718241163532291,0.196894023044966,0.111137644513976,0.138476288818415
"12pm",0.101462233712009,0.211985005464228,0.140988393079811,0.141497437016736
"1am",0.112825591821451,0.199483509565305,0.136477123546561,0.142002574263438
"2am",0.114979507001676,0.193568971568043,0.134165044512606,0.142043146244041
"3am",0.124510879635578,0.196833162760547,0.133326199535424,0.140767489241847
