"hour","mode1","mode2","mode3"
"4am",0.73494194162164,0.828599407566886,0.730511040831592
"5am",0.738726851525517,0.826537693457475,0.723844418346234
"6am",0.772956245916727,0.833151224873384,0.681968023540052
"7am",0.815908622347492,0.834794464152769,0.587318818103793
"8am",0.779929839632097,0.82434012868432,0.416033880938267
"9am",0.786703344154094,0.813439816324171,0.315806051674188
"10am",0.775464726646467,0.819618879588802,0.308787513345061
"11am",0.781135259712089,0.808815045269367,0.289393915942982
"12am",0.780138400689075,0.807718388141568,0.465205004146208
"1pm",0.774904884797218,0.822421758654827,0.558047291228386
"2pm",0.794575946644654,0.822305483478453,0.569330527236774
"3pm",0.800461710755146,0.820208262826933,0.561536480526137
"4pm",0.792691654701042,0.823075645779134,0.57398086169854
"5pm",0.793356430489161,0.833102633598288,0.632451138787838
"6pm",0.765166299463913,0.828850193796179,0.692346654357767
"7pm",0.773004039453391,0.829658293560805,0.713212736453808
"8pm",0.763043110433145,0.826918119493023,0.708339615111264
"9pm",0.771098863957365,0.828448314244653,0.720183055338987
"10pm",0.757477884281114,0.827781641250856,0.732228593478568
"11pm",0.740630304341005,0.824413057838904,0.734034543693391
"12pm",0.74423744875243,0.82649701127228,0.728710640320641
"1am",0.74299128369551,0.827808224653426,0.729720129624557
"2am",0.741677564280569,0.827392293087103,0.730715992065944
"3am",0.74015863714045,0.827244121365731,0.73206932338034
