"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.08042368743441,0.198339940799834,0.415070692299724,0.174449427009722,0.179260669714482
"5am",0.111169378801225,0.177756465339674,0.414425758276689,0.190600235916663,0.19204060030305
"6am",0.157930399671412,0.191553189916111,0.387326372307188,0.231524526871843,0.208031259799914
"7am",0.23123101778017,0.264275565545798,0.379300909352046,0.30732222365516,0.272096438061607
"8am",0.22853834033558,0.0976441689371039,0.354187152090151,0.265250378970726,0.271007294041809
"9am",0.273779374403942,0.0681630762607036,0.320049842116156,0.258200930558888,0.305725974676688
"10am",0.288119566262735,0.0692370695721136,0.34696014458707,0.248932001831866,0.332313806085686
"11am",0.253536180699376,0.0676747430544284,0.355523013845837,0.214965725672942,0.338225901396178
"12am",0.264829909751659,0.0644699064391618,0.377620562131112,0.239865554184847,0.340261721974566
"1pm",0.250173380959587,0.0754817345839599,0.345163258493057,0.260796406441944,0.290407132401609
"2pm",0.25103793562183,0.0767982953608484,0.272642086668826,0.276174149018858,0.290183024954539
"3pm",0.203489301579449,0.0615374621321571,0.364681681604723,0.26198186464428,0.267890503877106
"4pm",0.182896408067528,0.0842105717734775,0.32343598005088,0.214454374510508,0.237513193689371
"5pm",0.121557655775932,0.139658299763716,0.322260176582744,0.233776091985563,0.162165411589403
"6pm",0.0679209049897388,0.128624915329949,0.356322798619684,0.194895214326907,0.104314819347332
"7pm",0.0621285349303776,0.15676096273621,0.336753710995133,0.17942827106029,0.154462013177665
"8pm",0.0751097949731145,0.138401215529345,0.308507521213201,0.193574930823738,0.136509145952016
"9pm",0.0852476091796947,0.151634282458496,0.305282484209246,0.204666999519546,0.153589510408563
"10pm",0.0985460076627515,0.197496004841482,0.340663747349129,0.200634235056263,0.174256791640389
"11pm",0.0896104537099784,0.198870500731193,0.350001351679784,0.186582280441948,0.168770898805213
"12pm",0.0967314662094313,0.211031026547981,0.387281340965642,0.196432087397426,0.171633327598261
"1am",0.0990143836746523,0.208870305093208,0.391824092013652,0.189063240198092,0.171381189675371
"2am",0.0935420262268168,0.214072482059044,0.394648976837873,0.185674442501404,0.168519867435967
"3am",0.0924685800796342,0.21135993251185,0.401893128126626,0.186003371097396,0.168403391083946
