"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.504958759024324,0.587221020737641,0.184074329120545,0.711745547167614
"5am",0.50367640721251,0.574250450095532,0.173701323446759,0.70721597587639
"6am",0.492072825378328,0.580433802098667,0.142280779726066,0.697447565850288
"7am",0.516734248065677,0.55322496992193,0.178133294841174,0.703669146355524
"8am",0.54125346079637,0.541621076689602,0.192788744295977,0.716280781010203
"9am",0.553858175937651,0.566794975437821,0.17816406772042,0.726336517722965
"10am",0.548285456547715,0.517467430995983,0.17491281417243,0.721588339873032
"11am",0.542430719128829,0.513892034143556,0.171331286670622,0.707625294076016
"12am",0.525006232071949,0.524049040486017,0.159050034967551,0.692423785633167
"1pm",0.540010480873007,0.499538136596578,0.148627069292114,0.711522117522697
"2pm",0.539781632746268,0.51911474853406,0.220758089739188,0.698830640985106
"3pm",0.554429788733886,0.510618970574477,0.206754764968484,0.713088376891792
"4pm",0.538988480382149,0.532410408871855,0.174031345633536,0.724076217399584
"5pm",0.523510531744342,0.561208418963254,0.182898894438918,0.719598728511287
"6pm",0.519858205922539,0.562717509489118,0.179355972727435,0.722168591886362
"7pm",0.507349002692652,0.592380475691168,0.189213014755208,0.71538460201019
"8pm",0.515162982054655,0.581948777074858,0.15964613088638,0.707071466283363
"9pm",0.515037844492187,0.565594270239818,0.183980392542634,0.707762290171383
"10pm",0.51378169129983,0.574309679434381,0.181294922045808,0.711793996676892
"11pm",0.513458073184197,0.57404412188762,0.171811982262164,0.706453305009104
"12pm",0.515197373987705,0.569835496938887,0.170611773738866,0.705185289555478
"1am",0.512342481680002,0.573906188247917,0.165016792853149,0.705793404765652
"2am",0.513905365621586,0.573259041275466,0.160148055061458,0.706862441264125
"3am",0.512990776682443,0.573298062550469,0.161484097403547,0.70669976096041
