"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42";"9627.42"
"4am";" 674.02";" 553.30";" 724.32";" 513.06";" 523.12";" 331.98";" 523.12";" 271.62";"1006.00";"1046.24";" 422.52";" 643.84";" 291.74";" 412.46";" 251.50";" 462.76";" 352.10";" 181.08";" 291.74";" 160.96";" 120.72";" 110.66";" 110.66";"  90.54";" 140.84";" 211.26";" 140.84";" 191.14";"  80.48"
"5am";" 674.02";" 543.24";" 724.32";" 513.06";" 523.12";" 331.98";" 523.12";" 271.62";" 995.94";"1036.18";" 422.52";" 643.84";" 291.74";" 412.46";" 251.50";" 462.76";" 342.04";" 181.08";" 281.68";" 160.96";" 120.72";" 110.66";" 110.66";"  90.54";" 140.84";" 211.26";" 140.84";" 191.14";"  90.54"
"6am";" 663.96";" 543.24";" 724.32";" 553.30";" 513.06";" 291.74";" 533.18";" 251.50";" 955.70";"1046.24";" 412.46";" 623.72";" 321.92";" 392.34";" 251.50";" 442.64";" 321.92";" 171.02";" 281.68";" 140.84";" 120.72";" 140.84";" 100.60";"  80.48";" 140.84";" 201.20";" 130.78";" 181.08";"  80.48"
"7am";" 865.16";" 392.34";" 573.42";" 623.72";" 915.46";" 211.26";" 533.18";" 342.04";" 764.56";"1388.28";" 392.34";" 432.58";" 422.52";" 301.80";" 140.84";" 301.80";" 231.38";" 130.78";" 150.90";"  50.30";"  80.48";" 150.90";"  80.48";"  50.30";"  60.36";" 201.20";" 120.72";" 110.66";" 130.78"
"8am";"1297.74";" 301.80";" 372.22";" 915.46";"1861.10";" 160.96";" 452.70";" 452.70";" 623.72";"3541.12";" 492.94";" 311.86";" 543.24";" 110.66";"  30.18";" 130.78";"  80.48";"  10.06";"  40.24";"  10.06";"  20.12";" 100.60";"  90.54";"  10.06";"  30.18";" 100.60";" 311.86";"  20.12";" 241.44"
"9am";"1247.44";" 231.38";" 301.80";" 935.58";"2052.24";" 160.96";" 482.88";" 492.94";" 513.06";"4054.18";" 573.42";" 301.80";" 633.78";"  70.42";"  30.18";" 120.72";"  70.42";"   0.00";"  20.12";"  10.06";"  30.18";" 100.60";"  90.54";"  20.12";"  20.12";" 100.60";" 321.92";"  10.06";" 271.62"
"10am";"1257.50";" 211.26";" 301.80";" 905.40";"2122.66";" 140.84";" 442.64";" 543.24";" 472.82";"4265.44";" 653.90";" 301.80";" 663.96";"  70.42";"  30.18";"  80.48";"  60.36";"   0.00";"  30.18";"  10.06";"  40.24";" 110.66";"  90.54";"   0.00";"  20.12";" 100.60";" 321.92";"  10.06";" 291.74"
"11am";"1307.80";" 211.26";" 321.92";" 895.34";"2102.54";" 160.96";" 412.46";" 492.94";" 543.24";"4064.24";" 724.32";" 321.92";" 663.96";" 110.66";"  30.18";"  60.36";"  60.36";"   0.00";"  40.24";"  10.06";"  50.30";" 120.72";"  90.54";"   0.00";"  20.12";" 110.66";" 321.92";"  10.06";" 281.68"
