"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803";"2.71934864868803"
"max";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181";"57.8360313024181"
"4am";"26.56368";"22.93418";"38.67209";"40.14273";"37.90891";"32.42580";"45.33377";"39.75773";"45.16830";"42.65066";"43.10346";"51.42786";"36.38380";"43.65788";"36.67689"
"5am";"27.06138";"22.93418";"39.31696";"39.47791";"37.69202";"34.32496";"44.27805";"39.77369";"44.25432";"43.58499";"43.44997";"51.08334";"36.07975";"43.65788";"36.93830"
"6am";"27.22315";"21.94930";"39.85253";"41.81713";"37.58699";"33.48528";"40.74441";"40.04197";"43.35735";"43.21502";"44.26336";"53.52978";"35.19015";"45.43958";"36.93830"
"7am";"26.48594";"24.43950";"40.45607";"40.14781";"40.39748";"36.60861";"43.10959";"45.22466";"45.24978";"43.91003";"46.01477";"55.25448";"36.96409";"42.88003";"37.04440"
"8am";"26.41821";"25.68411";"35.81601";"39.98330";"32.91676";"46.23609";"47.02227";"44.14572";"49.90590";"52.01599";"36.77127";"57.83603";"40.55651";"49.31069";"47.26441"
"9am";"29.27118";"22.99879";"34.58632";"40.98595";"32.16028";"46.58461";"45.98786";"45.72134";"48.56510";"52.32064";"39.34217";"56.73116";"39.95823";"48.39048";"47.36354"
"10am";"29.65339";"22.71735";"37.72087";"40.16854";"26.53052";"44.95410";"49.15691";"44.43690";"50.16867";"52.24738";"43.92585";"57.54227";"40.86132";"32.94438";"50.27497"
"11am";"29.08942";"23.12211";"35.98946";"36.78555";"27.67426";"43.73481";"47.88040";"41.10092";"48.06444";"51.20498";"41.22120";"57.78496";"39.36459";"50.94142";"51.50940"
"12am";"29.95507";"28.73273";"38.35835";"39.11838";"35.54780";"38.61721";"47.40853";"40.03121";"43.32403";"49.95679";"47.11918";"53.79129";"36.28134";"41.41630";"42.70203"
"1pm";"28.07576";"24.90785";"38.35826";"35.06604";"39.52911";"41.93315";"50.10932";"41.45053";"48.10643";"46.64688";"43.60926";"57.02212";"37.66159";"46.60555";"42.07298"
"2pm";"30.27348";"27.42733";"36.54582";"41.89151";"37.52349";"47.59102";"39.71410";"37.18362";"53.15685";"49.96874";"42.08805";"48.21733";"36.74551";"38.49000";"47.24790"
"3pm";"31.57885";"25.48516";"37.98773";"37.81070";"41.91729";"50.27436";"39.10175";"40.08961";"52.17214";"54.55228";"39.08201";"48.29078";"34.34228";"46.02863";"48.38619"
"4pm";"27.62389";"24.91879";"36.33163";"33.58104";"35.75979";"44.16285";"48.75346";"44.47308";"56.78244";"50.64381";"38.59779";"45.31274";"37.56233";"48.88249";"41.65186"
"5pm";"27.43219";"33.95496";"35.93290";"31.22250";"38.37667";"44.79192";"37.22163";"41.82304";"56.73422";"45.95255";"34.25862";"45.73283";"38.20268";"43.79137";"46.07162"
"6pm";"29.90513";"29.55779";"36.95752";"32.37918";"42.37168";"32.28938";"42.88515";"42.54129";"49.77615";"42.58430";"37.01733";"50.27981";"36.65665";"44.31732";"41.63902"
"7pm";"28.21699";"30.87974";"37.43444";"44.84091";"41.27033";"33.73585";"38.60434";"40.65117";"47.46983";"40.95370";"34.48439";"50.43692";"36.81300";"45.56091";"41.06926"
"8pm";"27.69387";"25.88181";"39.35165";"46.78194";"37.15477";"31.83425";"41.42804";"40.64860";"48.81433";"39.99220";"35.37153";"49.85642";"36.38096";"45.09201";"39.92712"
"9pm";"26.74487";"24.11876";"39.58127";"46.14350";"37.46089";"32.93359";"42.66203";"40.36888";"48.18811";"39.97108";"36.10141";"50.11649";"36.93097";"44.07834";"38.37480"
"10pm";"26.50818";"24.82714";"39.93402";"44.13686";"36.84808";"32.24242";"44.56834";"40.54462";"47.68485";"39.74804";"36.25708";"50.35348";"36.23357";"44.31764";"37.84224"
"11pm";"26.47228";"25.44075";"40.00730";"42.41260";"36.95402";"33.06319";"44.07635";"39.74830";"46.78555";"38.99085";"35.00388";"49.95154";"36.26534";"44.90497";"36.92675"
"12pm";"26.55602";"25.44075";"40.26245";"40.82608";"36.95402";"33.08287";"43.91161";"39.56059";"45.57228";"39.16054";"34.43566";"49.95154";"36.25294";"44.90497";"36.70023"
"1am";"25.53900";"21.92537";"41.27320";"41.56700";"36.95402";"32.94257";"46.09521";"39.56059";"45.92335";"39.16054";"34.43566";"49.95154";"36.25294";"44.79712";"36.70023"
"2am";"25.46196";"21.92537";"41.27320";"41.56700";"36.95402";"32.94257";"46.28952";"39.36592";"45.92335";"39.16054";"34.43566";"49.95154";"36.25294";"44.79712";"36.70023"
"3am";"25.46196";"21.92537";"39.70960";"41.56700";"36.95402";"32.94257";"46.28952";"38.78552";"45.92335";"42.54211";"34.43566";"49.95154";"36.25294";"44.79712";"36.70023"
