"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432";"6708.3432"
"4am";"254.57302";"178.88915";"261.45338";" 75.68387";"399.06042";" 96.32493";"185.76950";" 41.28211";" 89.44458";"240.81232";"282.09443";"116.96598";" 41.28211";" 61.92317";" 75.68387";" 89.44458";" 13.76070";"213.29091";"103.20528";" 96.32493";" 68.80352"
"5am";"254.57302";"178.88915";"261.45338";" 75.68387";"405.94077";" 96.32493";"185.76950";" 41.28211";" 89.44458";"240.81232";"282.09443";"116.96598";" 34.40176";" 61.92317";" 75.68387";" 96.32493";" 13.76070";"206.41056";"116.96598";" 96.32493";" 68.80352"
"6am";"261.45338";"172.00880";"261.45338";" 75.68387";"405.94077";" 96.32493";"185.76950";" 41.28211";" 89.44458";"247.69267";"288.97478";"110.08563";" 34.40176";" 61.92317";" 82.56422";" 96.32493";" 13.76070";"220.17126";"110.08563";" 89.44458";" 61.92317"
"7am";"288.974784";"165.128448";"254.573024";" 75.683872";"419.701472";"123.846336";"158.248096";" 34.401760";"130.726688";"199.530208";"268.333728";" 89.444576";" 34.401760";" 68.803520";" 75.683872";" 96.324928";"  6.880352";"206.410560";"123.846336";" 89.444576";" 61.923168"
"8am";"337.137248";"158.248096";"233.931968";" 61.923168";"412.821120";"116.965984";"144.487392";" 41.282112";"165.128448";"185.769504";"254.573024";" 68.803520";" 34.401760";" 75.683872";" 82.564224";" 96.324928";"  6.880352";"185.769504";"137.607040";" 82.564224";" 68.803520"
"9am";"330.256896";"158.248096";"240.812320";" 61.923168";"433.462176";"116.965984";"144.487392";" 41.282112";"172.008800";"185.769504";"247.692672";" 75.683872";" 41.282112";" 89.444576";" 96.324928";" 89.444576";"  6.880352";"172.008800";"165.128448";"103.205280";" 61.923168"
"10am";"323.376544";"172.008800";"261.453376";" 55.042816";"412.821120";"123.846336";"144.487392";" 41.282112";"233.931968";"178.889152";"240.812320";" 75.683872";" 34.401760";" 82.564224";" 75.683872";"103.205280";"  6.880352";"178.889152";"158.248096";" 96.324928";" 41.282112"
"11am";"282.094432";"185.769504";"261.453376";" 55.042816";"405.940768";"123.846336";"158.248096";" 55.042816";"233.931968";"151.367744";"233.931968";" 82.564224";" 34.401760";" 89.444576";" 75.683872";"103.205280";"  6.880352";"185.769504";"165.128448";"103.205280";" 41.282112"
"12am";"323.376544";"178.889152";"254.573024";" 48.162464";"426.581824";"110.085632";"178.889152";" 48.162464";"192.649856";"144.487392";"268.333728";" 89.444576";" 27.521408";" 55.042816";" 82.564224";" 96.324928";"  6.880352";"185.769504";"178.889152";"116.965984";" 34.401760"
"1pm";"344.017600";"185.769504";"295.855136";" 34.401760";"467.863936";"116.965984";"151.367744";" 41.282112";"192.649856";"130.726688";"282.094432";" 68.803520";" 27.521408";" 61.923168";" 82.564224";" 96.324928";"  6.880352";"172.008800";"130.726688";"103.205280";" 34.401760"
"2pm";"323.376544";"192.649856";"323.376544";" 34.401760";"467.863936";"110.085632";"165.128448";" 41.282112";"199.530208";"137.607040";"268.333728";" 61.923168";" 34.401760";" 41.282112";" 82.564224";" 89.444576";"  6.880352";"165.128448";"123.846336";"110.085632";" 34.401760"
"3pm";"309.615840";"206.410560";"302.735488";" 75.683872";"433.462176";"116.965984";"165.128448";" 48.162464";"206.410560";"137.607040";"247.692672";" 68.803520";" 34.401760";" 41.282112";" 75.683872";" 89.444576";"  6.880352";"172.008800";"130.726688";" 89.444576";" 34.401760"
"4pm";"309.615840";"178.889152";"282.094432";" 82.564224";"433.462176";"116.965984";"185.769504";" 55.042816";"165.128448";"151.367744";"275.214080";" 75.683872";" 34.401760";" 48.162464";" 75.683872";" 82.564224";"  6.880352";"199.530208";"123.846336";" 96.324928";" 34.401760"
"5pm";"254.573024";"199.530208";"288.974784";" 82.564224";"433.462176";"110.085632";"172.008800";" 55.042816";"103.205280";"178.889152";"302.735488";" 75.683872";" 34.401760";" 68.803520";" 68.803520";" 89.444576";"  6.880352";"192.649856";"123.846336";" 82.564224";" 34.401760"
