"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782";"4131.782"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0"
"7am";"2053.532";" 549.147";"1481.056";" 906.174";" 587.967";" 818.833";"   0.000";"   0.000";" 666.301";" 433.088";"   0.000";" 611.740";" 592.189";" 539.728";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"3371.014";"1043.400";"2092.003";"1262.159";"1006.950";"1136.026";"   0.000";" 410.168";"1370.471";"1077.562";"   0.000";"1152.337";" 919.292";"1192.416";"   0.000";" 677.551";" 633.386";"   0.000"
"9am";"3889.326";"1238.812";"2437.620";"1311.821";"1134.951";"1181.505";"   0.000";" 385.349";"1276.656";"1105.502";"   0.000";"1335.487";" 970.046";"1655.365";"   0.000";" 664.729";" 765.520";"   0.000"
"10am";"4015.800";"1344.148";"2672.082";"1311.821";" 958.826";"1285.251";"   0.000";" 591.690";"1393.986";"1155.937";"   0.000";"1436.524";"1060.386";"1584.148";"   0.000";" 670.197";"1031.971";"   0.000"
"11am";"4131.782";"1186.924";"2235.514";"1293.981";" 921.242";"1266.079";"   0.000";" 455.366";"1569.572";"1143.099";"   0.000";"1234.146";"1160.894";"1544.948";"   0.000";" 670.197";" 586.763";"   0.000"
"12am";"3052.123";"1053.922";"1455.717";"1075.245";" 610.550";" 953.247";"   0.000";" 379.305";"1127.215";" 862.671";"   0.000";" 949.888";" 925.183";"1186.873";"   0.000";"   0.000";" 566.423";"   0.000"
"1pm";"3496.021";"1382.737";"2063.292";"1173.174";" 724.719";"1208.129";"   0.000";" 337.087";"1445.667";"1259.743";"   0.000";"1040.278";"1047.759";"1018.804";"   0.000";" 746.588";" 510.588";"   0.000"
"2pm";"3680.167";"1480.028";"2309.958";"1044.198";" 708.582";"1229.070";"   0.000";" 394.893";"1618.032";"1150.483";"   0.000";"1152.275";"1182.193";"1113.701";"   0.000";" 865.386";" 880.628";"   0.000"
"3pm";"3662.133";"1364.100";"2174.669";"1114.880";" 734.301";"1165.558";"   0.000";" 380.655";"1245.017";" 861.312";"   0.000";"1142.870";"1123.571";"1256.763";"   0.000";" 749.777";"1012.398";"   0.000"
"4pm";"2923.291";"1390.901";"1777.853";" 808.968";" 529.272";" 868.200";"   0.000";"   0.000";"1016.100";"1032.398";"   0.000";"1143.786";" 929.728";"1075.180";"   0.000";"   0.000";" 706.782";"   0.000"
"5pm";"2080.864";" 662.092";"1302.633";" 611.479";"   0.000";" 640.920";"   0.000";"   0.000";" 494.861";" 592.790";"   0.000";" 801.864";" 716.510";" 637.041";"   0.000";"   0.000";" 686.841";"   0.000"
"6pm";"1615.677";"   0.000";" 991.186";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 540.678";" 566.388";"   0.000";"   0.000";"   0.000";" 357.400";"   0.000"
"7pm";"1067.109";"   0.000";" 648.226";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8pm";"818.025";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"776.53";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"10pm";"564.14";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
