"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213";"7566.213"
"4am";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0"
"7am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"770.243";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1365.518";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1584.441";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1544.463";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";" 959.861";"   0.000";"   0.000";"   0.000";"   0.000";"2065.724";"   0.000";"   0.000";"   0.000";" 637.095";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";" 409.559";"   0.000";"   0.000";"   0.000";"   0.000";"1520.400";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";" 571.153";"   0.000";"   0.000";"   0.000";"   0.000";"1950.531";"   0.000";"   0.000";"   0.000";" 657.930";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";" 999.341";"   0.000";"   0.000";"   0.000";"   0.000";"2175.719";" 586.544";" 275.621";"   0.000";" 653.559";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 449.010";"   0.000";"   0.000";" 761.494"
"4pm";" 712.445";"   0.000";"   0.000";"   0.000";"   0.000";"2125.228";" 705.133";" 356.082";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 301.507";"   0.000";"   0.000";"   0.000"
"5pm";" 895.905";"   0.000";"   0.000";"   0.000";"   0.000";"1933.123";" 742.552";" 265.336";"   0.000";" 466.182";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 312.305";"   0.000";"   0.000";" 440.460"
"6pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1094.855";" 586.417";"   0.000";"   0.000";"   0.000";"   0.000";" 866.251";"   0.000";"   0.000";"   0.000";" 454.896";"   0.000";"   0.000";"   0.000"
"7pm";" 556.848";"   0.000";"   0.000";"   0.000";"   0.000";"1462.039";"   0.000";"   0.000";" 603.496";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8pm";" 489.781";"   0.000";"   0.000";"   0.000";"   0.000";"2257.463";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9pm";" 472.93";"   0.00";"   0.00";"   0.00";"   0.00";"2319.14";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"0";"   0.00";"   0.00"
"10pm";"   0.000";"0";"   0.000";"   0.000";"   0.000";"1285.238";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
