"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872";"576.77872"
"max";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718";"12994.81718"
"4am";"8590.546";"4787.045";"7900.649";"8045.435";"4951.385";"7566.012";"4364.744";"4502.690";"5173.112";"6554.198";"3265.860";"5517.743";"4875.525";"4178.149";"3449.088";"5053.700";"7259.888";"3747.096";"6548.469";"5031.258";"2157.592";"1649.923";"1617.559";"1987.218";"2412.890";"1719.371";"1859.123";"2527.065"
"5am";"8460.735";"4787.045";"7908.600";"8064.439";"4951.385";"7566.012";"4364.744";"4548.791";"5202.808";"6690.325";"3236.480";"5554.791";"4961.282";"4273.195";"3524.703";"5053.700";"7259.888";"3747.096";"6491.217";"4795.271";"2129.627";"1649.923";"1617.559";"1968.214";"2379.945";"1719.371";"1859.123";"2527.065"
"6am";"8200.093";"4854.082";"7949.140";"8057.900";"4811.431";"7876.368";"4278.189";"4366.115";"5057.659";"6680.220";"3202.467";"5639.153";"4897.956";"4300.459";"3584.018";"4864.288";"7198.103";"3596.304";"6491.217";"4676.176";"2146.643";"1578.460";"1482.955";"1950.289";"2330.540";"1700.803";"1809.831";"2457.932"
"7am";"8220.952";"5268.446";"9383.093";"7380.557";"5388.000";"7937.535";"4007.347";"3802.900";"4667.130";"6951.876";"3026.824";"5394.840";"4024.070";"3960.762";"4128.386";"4494.016";"6472.571";"2988.205";"5908.895";"3581.441";"1762.576";"1204.534";"1092.689";"1650.530";"2072.582";"1200.018";"1640.088";"1897.638"
"8am";" 9416.3192";" 5452.1090";"10311.7356";" 8151.9981";" 7369.8563";" 9256.2262";" 3921.6658";" 3587.3926";" 4248.5222";" 6948.9109";" 2548.8595";" 6409.9494";" 3652.9190";" 3967.6773";" 4592.8322";" 4045.0405";" 5574.3302";" 2238.0633";" 4957.6985";" 3021.4197";" 1184.8247";" 1044.7071";"  676.4101";" 1188.7391";" 1747.9615";"  965.0317";" 1226.8265";" 1437.0052"
"9am";" 9906.2941";" 5501.8803";"10788.9022";" 8859.3510";" 7575.6697";" 8886.7606";" 4017.7591";" 3742.4774";" 4154.4669";" 6771.1150";" 2326.4095";" 6123.2319";" 3409.7694";" 3551.0054";" 4781.4712";" 3782.1262";" 5474.5960";" 2037.7611";" 4710.8867";" 2956.4423";" 1150.6360";" 1023.8445";"  681.1057";" 1091.3682";" 1648.6634";"  904.0054";" 1184.4758";" 1450.2640"
"10am";" 9962.0384";" 5369.7225";"10304.8862";" 8804.9766";" 7500.1943";" 9540.8630";" 4020.1775";" 3782.8076";" 4158.4955";" 6779.2777";" 2519.2835";" 6314.5422";" 3524.9329";" 3473.5876";" 4814.8486";" 3739.8088";" 5257.3048";" 2081.4877";" 4565.1696";" 2807.4071";" 1242.9470";"  845.4737";"  607.8398";" 1123.8370";" 1692.9998";"  835.1630";" 1009.6393";" 1581.6021"
"11am";" 9835.7464";" 5977.1133";"10041.6725";" 7667.2495";" 7703.7627";" 9402.9839";" 3844.7121";" 3601.4943";" 4506.9461";" 6466.2605";" 2625.0357";" 6271.4495";" 3691.1588";" 4035.0878";" 4559.4730";" 4081.2177";" 5089.5664";" 2186.4460";" 4650.1848";" 2762.9760";" 1195.5893";"  922.1434";"  629.7083";" 1206.2043";" 1600.2177";"  891.6572";" 1049.4660";" 1452.1282"
"12am";"11010.5636";" 5995.3522";" 9357.2275";" 7468.7846";" 7408.4906";" 8868.6706";" 4341.5802";" 4012.3111";" 3812.6884";" 6435.0095";" 3071.5362";" 6006.5415";" 3658.0643";" 3795.2635";" 4076.5720";" 3953.8914";" 6055.6650";" 2391.9151";" 4839.7578";" 3321.8503";" 1255.8922";" 1124.7820";"  719.7272";" 1352.6692";" 1728.8806";"  913.2725";" 1090.4123";" 1598.0772"
"1pm";"11324.4366";" 5045.2914";"10607.7559";" 7419.8244";" 7582.4247";" 9080.5094";" 4243.1901";" 3552.0082";" 3550.1941";" 6727.0679";" 2544.5027";" 6005.0094";" 3939.8713";" 3684.4591";" 4576.0332";" 4052.2156";" 5331.7235";" 2632.3663";" 3884.3149";" 3308.7185";" 1270.3946";"  989.9793";"  728.0646";" 1210.5474";" 1795.1991";"  828.1890";" 1082.4069";" 1285.8375"
"2pm";"11830.5521";" 4703.0834";" 9601.9836";" 7951.8171";" 6912.9350";" 9311.2812";" 4349.7415";" 3907.3210";" 3657.8681";" 6922.0892";" 2771.9033";" 6246.2214";" 3554.9313";" 3701.0329";" 4731.2036";" 3946.9524";" 5345.8265";" 2300.8353";" 3794.1633";" 2985.4697";" 1390.9974";"  910.7161";"  609.8385";" 1262.7294";" 1728.2644";"  700.3032";"  918.3828";" 1305.0019"
"3pm";"12880.7390";" 5607.1918";" 9336.0868";" 7478.6938";" 7021.2571";" 8798.3863";" 4235.5116";" 4044.2461";" 3614.1541";" 6914.2564";" 2477.1163";" 5795.6709";" 3445.4003";" 3363.7667";" 4581.9042";" 4096.9864";" 5387.2700";" 1923.3048";" 3858.8272";" 2875.4832";" 1562.3710";"  831.5910";"  682.2973";" 1184.0092";" 1716.0374";"  848.1034";"  916.1602";" 1465.3271"
"4pm";"12994.8172";" 5759.5867";" 7974.7035";" 7307.5922";" 6368.1687";" 8264.0370";" 4025.6998";" 4265.1028";" 3277.9592";" 6595.1077";" 2366.5512";" 5728.9189";" 4125.7768";" 3455.2451";" 4259.5807";" 3718.2024";" 5728.8398";" 2288.3718";" 3881.3249";" 3549.2235";" 1675.1736";"  920.4069";"  720.6364";" 1427.0809";" 1853.3526";" 1026.9069";" 1089.0374";" 1661.3086"
