"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651";"4268.25651"
"4am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0"
"5am";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"7am";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1547.9888";" 579.0041";" 721.5107";"   0.0000";"   0.0000";"1200.4327";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"   0.0000";"   0.0000";" 920.3057";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 552.9328";"   0.0000";"2903.8331";"1221.6864";" 886.0796";"   0.0000";"1098.6109";"2642.2579";"   0.0000";"1186.9482";"   0.0000";"   0.0000";" 956.1529";"   0.0000";"   0.0000";"   0.0000";" 644.2433";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"   0.0000";"   0.0000";"1082.6150";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1028.7389";"   0.0000";"3371.0809";"1394.8398";"1383.7153";"   0.0000";"1194.2806";"3277.8430";"   0.0000";"1338.0718";"   0.0000";"1135.2635";"1300.4771";"   0.0000";"   0.0000";"   0.0000";" 793.8725";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 857.3781"
"10am";"   0.0000";"   0.0000";"1217.1968";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 895.7111";"   0.0000";"3432.5885";"1488.5874";"1994.4411";"   0.0000";"1260.0173";"4053.1160";"   0.0000";"1287.9967";"   0.0000";"1128.1671";"1358.6428";"   0.0000";"   0.0000";"   0.0000";" 777.3414";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1109.0337"
"11am";"   0.0000";"   0.0000";"1379.4971";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 710.7669";"   0.0000";"2758.4245";"1581.8585";"1328.7491";"   0.0000";"1268.7886";"3366.6936";"   0.0000";"1150.7599";"   0.0000";"1067.7181";"1557.0822";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 877.0369"
"12am";"   0.0000";"   0.0000";"1249.4746";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 952.7337";"   0.0000";"1934.8333";"1600.0022";"1111.4370";"   0.0000";"1058.5880";"2576.1847";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 816.3037";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"1pm";"   0.0000";"   0.0000";"1186.9944";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 904.5294";"   0.0000";"2553.1374";"1288.7451";"1022.9325";"   0.0000";"1208.7980";"3611.6755";"   0.0000";" 995.4333";"   0.0000";" 969.4932";"1174.0718";"   0.0000";"   0.0000";"   0.0000";" 663.5321";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 664.0056"
"2pm";"   0.0000";"   0.0000";"1354.8918";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 818.7916";"   0.0000";"2692.2454";"1481.7852";"1222.5892";"   0.0000";"1297.9246";"4266.1902";"   0.0000";" 978.9013";"1464.8769";"1122.8429";"1391.3213";"   0.0000";"   0.0000";"   0.0000";" 827.3649";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 998.5211"
"3pm";"   0.0000";"   0.0000";"1277.0432";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 623.1072";"   0.0000";"2775.5132";"1419.3199";"1497.3615";"1025.9632";"1198.4566";"4268.2565";"   0.0000";"1058.2809";"1464.8769";"1019.0090";"2115.2326";"   0.0000";"   0.0000";"   0.0000";" 626.1059";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1268.1101"
"4pm";"   0.0000";"   0.0000";" 888.1820";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 773.3454";"   0.0000";"2562.9760";"1278.7313";"1329.2326";"   0.0000";"1210.1276";"3443.3670";"   0.0000";" 876.3258";"   0.0000";"   0.0000";"1309.9345";"   0.0000";"   0.0000";"   0.0000";" 707.3546";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 779.9747"
"5pm";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 982.6399";"   0.0000";"1453.0399";" 737.9448";"1316.5974";"   0.0000";"   0.0000";"2174.2036";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 816.4998";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 947.4476"
"6pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1129.141";"   0.000";"   0.000";"   0.000";"   0.000";"1479.640";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"7pm";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"634.6195";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"8pm";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0"
"9pm";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0"
"10pm";"0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0"
"11pm";"0";"0";" 0";" 0";" 0";" 0";"0";"0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0"
"12pm";"0";"0";" 0";" 0";"0";" 0";"0";"0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0"
"1am";"0";"0";" 0";" 0";"0";" 0";"0";"0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0"
"2am";"0";"0";" 0";" 0";"0";" 0";"0";"0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0"
"3am";"0";"0";" 0";" 0";"0";" 0";"0";"0";"0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0"
