"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.309154334477803,0.311247382286625,-0.0567969565365398,-0.0247404236523178,0.175834215023278
"5am",0.33012111430504,0.322705644058682,-0.0951268825343519,-0.0580353267088126,0.209557293497706
"6am",0.35040569519146,0.307507120650806,-0.0656923673641314,-0.0520703067044766,0.211798284206415
"7am",0.296959513791206,0.251676958636821,-0.0922275362073936,-0.153833629969119,0.295363687218727
"8am",0.220310406009739,0.215199293027239,-0.138401106619205,-0.097625090305148,0.146056639718255
"9am",0.207056790081636,0.304011924602095,-0.245053382712807,0.0303093120480431,0.116859299687186
"10am",0.249160756399714,0.332209847463803,-0.193114653303302,-0.0632309217378602,0.164438789217679
"11am",0.23028707348943,0.318675748318804,-0.227125441598646,-0.0730636587378551,0.125806316727678
"12am",0.216658083452121,0.293202972276497,-0.207452700246002,-0.145900325391322,0.212355898974215
"1pm",0.236109597605845,0.17793765361723,-0.104050762365082,-0.00719246514482344,0.348822230688024
"2pm",0.264440480763892,0.246603951967455,-0.0362258966902615,-0.0652569143372913,-0.0312760985153431
"3pm",0.313533110131711,0.301000213079296,-0.103259153061736,-0.0235184874493573,0.0711796962526511
"4pm",0.127782929291217,0.33013615270902,-0.195289865769884,0.0261132990263216,0.135035109093525
"5pm",0.248056056947526,0.356174417006188,-0.202994706448683,0.126064954468751,0.124523883559215
"6pm",0.378913437985884,0.364199194385775,-0.199467691694244,0.0185476238017654,0.152295414394199
"7pm",0.293787081386059,0.262376245654716,-0.0651539322022729,-0.0284412608113772,0.250926431044262
"8pm",0.263176246107779,0.368777680854966,-0.0653496060931032,-0.0369358655368392,0.164463351261021
"9pm",0.275700733771047,0.38681302559936,-0.0619198293939453,-0.0611852405945309,0.183252359008314
"10pm",0.272495836841773,0.376599046389863,-0.00570837989999111,0.025747465500206,0.189947702188387
"11pm",0.273760308277865,0.374581144501841,-0.0364391590102742,-0.0098904289791562,0.145222646549811
"12pm",0.272333344817305,0.4142159746403,-0.0183571598696918,-0.00663886551555013,0.161098905400746
"1am",0.260038813568847,0.409859177747787,-0.0540152119945302,-0.00671903154388725,0.144390178609345
"2am",0.258122793520583,0.409167152460517,-0.0540192289784261,-0.0100839546735596,0.153959101130392
"3am",0.268523375737951,0.416226129651212,-0.0665309402960034,-0.0388502678233608,0.142763142144145
