"hour","resarea1","resarea2","resarea3"
"4am",-0.164673577962795,0.0936051974663689,0.247276272230021
"5am",-0.164568475408118,0.096866811536189,0.252003611054118
"6am",-0.164886615011156,0.0944125876650803,0.252014605377528
"7am",-0.179598187057756,0.0571692565007169,0.22953420275867
"8am",-0.153919902426845,0.0461166082597478,0.245085913704681
"9am",-0.144986122915636,0.0341568320745946,0.24415715986706
"10am",-0.134709869330534,0.0314696376133028,0.267883106147911
"11am",-0.159081602236902,0.0445362515958542,0.241719839605348
"12am",-0.178605543458781,0.0300111377317794,0.215262735382661
"1pm",-0.146752829606682,0.0138750055141712,0.206797419653894
"2pm",-0.118327964555335,0.00200451020561617,0.254605284612963
"3pm",-0.0628559406622673,0.0446183166069613,0.269005018700506
"4pm",-0.0708550953970649,0.0376688028979222,0.290646440870844
"5pm",-0.12178107022709,0.0668169550997669,0.304122360388463
"6pm",-0.163330097237513,0.0844922325831497,0.27819563512056
"7pm",-0.161499041947379,0.0967098998676496,0.266154149539886
"8pm",-0.167990854037065,0.0930941079729618,0.265024025263944
"9pm",-0.168097444658691,0.0949796498390071,0.261495983051162
"10pm",-0.166561954322058,0.0963847935373308,0.251312507571458
"11pm",-0.165238108294922,0.0986950696549894,0.252346586855615
"12pm",-0.164424828102171,0.0988596518987361,0.253696246282327
"1am",-0.164400175472115,0.0988562535099044,0.253717679328196
"2am",-0.164398291542182,0.0988560146418518,0.253718548385541
"3am",-0.164398291542182,0.109772372001551,0.2651238671041
